epoch,learning_rate,loss,patch_precision_0p05,patch_precision_0p075,patch_precision_0p1,patch_recall_0p05,patch_recall_0p075,patch_recall_0p1,pixel_precision_0p05,pixel_precision_0p075,pixel_precision_0p1,pixel_recall_0p05,pixel_recall_0p075,pixel_recall_0p1,pr_auc,val_loss,val_patch_precision_0p05,val_patch_precision_0p075,val_patch_precision_0p1,val_patch_recall_0p05,val_patch_recall_0p075,val_patch_recall_0p1,val_pixel_precision_0p05,val_pixel_precision_0p075,val_pixel_precision_0p1,val_pixel_recall_0p05,val_pixel_recall_0p075,val_pixel_recall_0p1,val_pr_auc
0,0.0010000000474974513,0.6773092746734619,0.7416666746139526,0.7416666746139526,0.7416666746139526,1.0,1.0,1.0,0.012726275250315666,0.01272521447390318,0.012733750976622105,0.9992143511772156,0.9987748861312866,0.9981756210327148,0.020735707134008408,2.0251095294952393,0.8999999761581421,0.8999999761581421,0.8999999761581421,1.0,1.0,1.0,0.009779936634004116,0.009778978303074837,0.009778020903468132,1.0,0.9998959898948669,0.9997919797897339,0.01880362629890442
