review_rank,split,galaxy,filename,cut_category,component_id,probability_mass,max_probability,mean_probability,area_over_beam,velocity_extent_kms,spatial_extent_kpc,edge_touching,velocity_edge_touching,velocity_extent_gt_70kms,review_priority
244,stress,ngc_3031,ngc_3031__std_006842.npy,spatial_offset_4pix__shell_major,2,828.1712646484375,0.998486340045929,0.8511523604393005,12.012345679012345,45.833333333333336,1.1328125,0,0,0,high_confidence_review
245,val,ngc_4449,ngc_4449__std_000681.npy,background_random_negative,1,827.5919799804688,0.999591052532196,0.8584979176521301,4.442396313364055,47.91666666666667,1.015625,0,0,0,medium_confidence_review
246,stress,ngc_3031,ngc_3031__std_000873.npy,spatial_offset_16pix__shell_minor,3,827.4846801757812,0.9966373443603516,0.8160598278045654,12.518518518518519,52.083333333333336,1.328125,0,0,0,high_confidence_review
247,val,ngc_4449,ngc_4449__std_000675.npy,background_random_negative,1,827.4522705078125,0.9992188215255737,0.8486689925193787,4.493087557603687,43.75,1.171875,0,0,0,medium_confidence_review
248,stress,ngc_3031,ngc_3031__std_000740.npy,spatial_offset_8pix__shell_minor,2,827.4353637695312,0.9879891276359558,0.8144049048423767,12.54320987654321,58.333333333333336,1.23046875,0,0,0,high_confidence_review
249,test,ngc_3184,ngc_3184__std_000059.npy,spatial_offset_8pix__shell_major,3,827.31494140625,0.9982702732086182,0.8485281467437744,36.111111111111114,39.583333333333336,1.30859375,0,0,0,high_confidence_review
250,stress,ngc_3031,ngc_3031__std_004588.npy,spatial_offset_8pix__shell_minor,3,826.8107299804688,0.999262809753418,0.8740071058273315,11.679012345679013,56.25000000000001,0.8203125,0,0,0,high_confidence_review
251,stress,ngc_3031,ngc_3031__std_006592.npy,spatial_offset_16pix__shell_minor,1,826.7670288085938,0.9992832541465759,0.8470973372459412,12.049382716049383,45.833333333333336,1.1328125,0,0,0,high_confidence_review
252,stress,ngc_3031,ngc_3031__std_006800.npy,spatial_offset_16pix__shell_minor,1,826.5670166015625,0.999890148639679,0.8442972302436829,12.08641975308642,47.91666666666667,1.19140625,0,0,0,high_confidence_review
253,stress,ngc_3031,ngc_3031__std_005604.npy,spatial_offset_16pix__shell_minor,2,826.445068359375,0.9978731274604797,0.8407375812530518,12.135802469135802,60.41666666666667,0.9375,0,0,0,high_confidence_review
254,stress,ngc_3031,ngc_3031__std_006511.npy,spatial_offset_4pix__shell_minor,3,825.947998046875,0.9997580051422119,0.8730951547622681,11.679012345679013,50.0,0.9765625,0,0,0,high_confidence_review
255,stress,ngc_3031,ngc_3031__std_005507.npy,velocity_offset_-15kms,2,825.6788330078125,0.9936369061470032,0.7804147601127625,13.061728395061728,56.25000000000001,1.38671875,0,0,0,high_confidence_review
256,stress,ngc_3031,ngc_3031__std_006801.npy,spatial_offset_16pix__shell_minor,2,825.3872680664062,0.9993443489074707,0.875278115272522,11.641975308641975,45.833333333333336,1.03515625,0,0,0,high_confidence_review
257,stress,ngc_3031,ngc_3031__std_004959.npy,angle_offset_+45deg,1,825.3115234375,0.9972890615463257,0.8294588327407837,12.283950617283951,60.41666666666667,0.87890625,0,0,0,high_confidence_review
258,val,ngc_4449,ngc_4449__std_000451.npy,spatial_offset_16pix__shell_major,1,825.2042846679688,0.9995508193969727,0.86318439245224,4.405529953917051,45.833333333333336,1.03515625,0,0,0,medium_confidence_review
259,stress,ngc_3031,ngc_3031__std_004935.npy,velocity_offset_-15kms,1,824.990478515625,0.9999510049819946,0.8851829171180725,11.506172839506172,47.91666666666667,0.95703125,0,0,0,high_confidence_review
260,test,ngc_3184,ngc_3184__std_000430.npy,spatial_offset_16pix__shell_minor,2,824.82421875,0.9993412494659424,0.8512117862701416,35.888888888888886,37.5,1.328125,0,0,0,high_confidence_review
261,stress,ngc_3031,ngc_3031__std_004577.npy,centered_positive__shell_minor,4,824.1473388671875,0.9994032382965088,0.8629814982414246,11.790123456790123,56.25000000000001,0.8984375,0,0,0,high_confidence_review
262,stress,ngc_3031,ngc_3031__std_005198.npy,random_nearby_grazing,2,823.9391479492188,0.9968580007553101,0.8502984046936035,11.962962962962964,58.333333333333336,0.80078125,0,0,0,high_confidence_review
263,val,ngc_4449,ngc_4449__std_000397.npy,spatial_offset_8pix__shell_major,1,823.0454711914062,0.9983688592910767,0.8045410513877869,4.714285714285714,64.58333333333334,0.9765625,0,0,0,medium_confidence_review
264,stress,ngc_3031,ngc_3031__std_006943.npy,centered_positive__shell_minor,1,823.0003662109375,0.9998872876167297,0.8467081785202026,12.0,45.833333333333336,1.171875,0,0,0,high_confidence_review
265,stress,ngc_3031,ngc_3031__std_008185.npy,velocity_offset_-15kms,2,822.5068969726562,0.9987472891807556,0.8444629311561584,12.024691358024691,43.75,1.11328125,0,0,0,high_confidence_review
266,stress,ngc_3031,ngc_3031__std_005183.npy,spatial_offset_16pix__shell_major,1,821.286376953125,0.9932593107223511,0.8270758986473083,12.25925925925926,56.25000000000001,0.859375,0,0,0,high_confidence_review
267,stress,ngc_3031,ngc_3031__std_007024.npy,spatial_offset_4pix__shell_major,3,820.8709716796875,0.9999110102653503,0.8817088603973389,11.493827160493828,47.91666666666667,0.99609375,0,0,0,high_confidence_review
268,stress,ngc_3031,ngc_3031__std_007137.npy,spatial_offset_8pix__shell_minor,2,820.7906494140625,0.9999555945396423,0.8892639875411987,11.395061728395062,50.0,0.91796875,0,0,0,high_confidence_review
269,val,ngc_4449,ngc_4449__std_000269.npy,spatial_offset_16pix__shell_major,1,820.3221435546875,0.9991817474365234,0.847440242767334,4.460829493087558,43.75,1.15234375,0,0,0,medium_confidence_review
270,stress,ngc_3031,ngc_3031__std_006100.npy,angle_offset_-45deg,1,819.8814086914062,0.9986587762832642,0.8630330562591553,11.728395061728396,47.91666666666667,1.03515625,0,0,0,high_confidence_review
271,stress,ngc_3031,ngc_3031__std_003082.npy,spatial_offset_16pix__shell_minor,1,819.668701171875,0.9985671639442444,0.8254468441009521,12.25925925925926,41.66666666666667,1.2109375,0,0,0,high_confidence_review
272,stress,ngc_3031,ngc_3031__std_004914.npy,centered_positive__shell_major,1,819.6002197265625,0.9999576807022095,0.8747067451477051,11.567901234567902,50.0,0.95703125,0,0,0,high_confidence_review
273,test,ngc_3184,ngc_3184__std_000093.npy,spatial_offset_16pix__shell_minor,2,819.3551635742188,0.9998891949653625,0.8606671690940857,35.25925925925926,39.583333333333336,1.2890625,0,0,0,high_confidence_review
274,stress,ngc_3031,ngc_3031__std_003936.npy,spatial_offset_4pix__shell_minor,4,819.1089477539062,0.9932827949523926,0.8273828029632568,12.222222222222221,60.41666666666667,0.91796875,0,0,0,high_confidence_review
275,stress,ngc_3031,ngc_3031__std_001628.npy,angle_offset_-45deg,2,819.0552978515625,0.9960293769836426,0.8109458684921265,12.469135802469136,60.41666666666667,1.30859375,0,0,0,high_confidence_review
276,stress,ngc_3031,ngc_3031__std_006414.npy,angle_offset_+22.5deg,1,818.9260864257812,0.9998735189437866,0.8399242162704468,12.037037037037036,47.91666666666667,1.19140625,0,0,0,high_confidence_review
277,stress,ngc_3031,ngc_3031__std_006591.npy,spatial_offset_8pix__shell_minor,2,816.8963623046875,0.9999709129333496,0.8927829265594482,11.296296296296296,45.833333333333336,1.03515625,0,0,0,high_confidence_review
278,stress,ngc_3031,ngc_3031__std_008188.npy,random_nearby_grazing,2,816.1578369140625,0.999042272567749,0.842268168926239,11.962962962962964,45.833333333333336,1.11328125,0,0,0,high_confidence_review
279,stress,ngc_3031,ngc_3031__std_006307.npy,spatial_offset_16pix__shell_minor,2,815.8484497070312,0.9993098378181458,0.86333167552948,11.666666666666666,45.833333333333336,1.09375,0,0,0,high_confidence_review
280,stress,ngc_3031,ngc_3031__std_007268.npy,spatial_offset_16pix__shell_minor,1,814.529296875,0.9999729990959167,0.9000324010848999,11.17283950617284,47.91666666666667,0.87890625,0,0,0,high_confidence_review
281,stress,ngc_3031,ngc_3031__std_008173.npy,spatial_offset_16pix__shell_major,2,814.00732421875,0.9981239438056946,0.7767245173454285,12.938271604938272,45.833333333333336,1.484375,0,0,0,high_confidence_review
282,stress,ngc_3031,ngc_3031__std_005510.npy,random_nearby_grazing,2,813.7066040039062,0.9926772713661194,0.7794124484062195,12.88888888888889,54.16666666666667,1.38671875,0,0,0,high_confidence_review
283,stress,ngc_3031,ngc_3031__std_005165.npy,angle_offset_-22.5deg,2,813.4056396484375,0.9964631795883179,0.8464158773422241,11.864197530864198,58.333333333333336,0.8203125,0,0,0,high_confidence_review
284,stress,ngc_3031,ngc_3031__std_005491.npy,spatial_offset_4pix__shell_major,2,813.1007080078125,0.9944704174995422,0.8131006956100464,12.345679012345679,52.083333333333336,1.30859375,0,0,0,high_confidence_review
285,stress,ngc_3031,ngc_3031__std_006225.npy,spatial_offset_4pix__shell_minor,2,812.64013671875,0.9984227418899536,0.8429877161979675,11.901234567901234,52.083333333333336,1.1328125,0,0,0,high_confidence_review
286,stress,ngc_3031,ngc_3031__std_003492.npy,spatial_offset_16pix__shell_major,1,812.5823974609375,0.9972825646400452,0.8174872994422913,12.271604938271604,39.583333333333336,1.30859375,0,0,0,high_confidence_review
287,stress,ngc_3031,ngc_3031__std_007012.npy,angle_offset_+22.5deg,3,812.316162109375,0.9999665021896362,0.8660086989402771,11.580246913580247,47.91666666666667,1.015625,0,0,0,high_confidence_review
288,test,ho_ii,ho_ii__std_000688.npy,spatial_offset_8pix__shell_minor,3,811.43115234375,0.9998461604118347,0.8659884333610535,10.770114942528735,39.583333333333336,1.19140625,0,0,0,high_confidence_review
289,stress,ngc_3031,ngc_3031__std_006274.npy,spatial_offset_16pix__shell_major,2,811.4266357421875,0.9943641424179077,0.793183445930481,12.62962962962963,45.833333333333336,1.58203125,0,0,0,high_confidence_review
290,stress,ngc_3031,ngc_3031__std_004793.npy,spatial_offset_16pix__shell_major,1,811.18115234375,0.9945233464241028,0.8095620274543762,12.37037037037037,68.75,0.80078125,0,0,0,high_confidence_review
291,stress,ngc_3031,ngc_3031__std_006957.npy,spatial_offset_16pix__shell_minor,1,811.1009521484375,0.9995211958885193,0.8537904620170593,11.728395061728396,45.833333333333336,1.0546875,0,0,0,high_confidence_review
292,stress,ngc_3031,ngc_3031__std_005182.npy,spatial_offset_16pix__shell_major,1,811.091064453125,0.9987397193908691,0.8475350737571716,11.814814814814815,56.25000000000001,0.87890625,0,0,0,high_confidence_review
293,stress,ngc_3031,ngc_3031__std_003585.npy,velocity_offset_+30kms,1,811.0297241210938,0.9999465346336365,0.8854036331176758,11.308641975308642,47.91666666666667,0.99609375,0,0,0,high_confidence_review
294,stress,ngc_3031,ngc_3031__std_006589.npy,spatial_offset_4pix__shell_minor,2,810.96435546875,0.9997859001159668,0.8911696076393127,11.234567901234568,43.75,1.015625,0,0,0,high_confidence_review
295,stress,ngc_3031,ngc_3031__std_004936.npy,velocity_offset_+15kms,1,810.7439575195312,0.9999522566795349,0.8802865743637085,11.37037037037037,47.91666666666667,0.95703125,0,0,0,high_confidence_review
296,stress,ngc_3031,ngc_3031__std_005174.npy,centered_positive__shell_major,2,810.569091796875,0.9970736503601074,0.8478755950927734,11.802469135802468,60.41666666666667,0.80078125,0,0,0,high_confidence_review
297,stress,ngc_3031,ngc_3031__std_006378.npy,spatial_offset_16pix__shell_major,2,809.4365234375,0.9993531107902527,0.8666343688964844,11.530864197530864,41.66666666666667,1.09375,0,0,0,high_confidence_review
298,stress,ngc_3031,ngc_3031__std_005195.npy,velocity_offset_-15kms,2,809.418701171875,0.9967370629310608,0.8440236449241638,11.839506172839506,58.333333333333336,0.80078125,0,0,0,high_confidence_review
299,stress,ngc_3031,ngc_3031__std_006952.npy,spatial_offset_4pix__shell_minor,1,809.3643798828125,0.9998854398727417,0.8216897249221802,12.160493827160494,45.833333333333336,1.25,0,0,0,high_confidence_review
300,test,ngc_3184,ngc_3184__std_000890.npy,spatial_offset_8pix__shell_major,1,809.2894897460938,0.9968367218971252,0.824123740196228,36.370370370370374,37.5,1.42578125,0,0,0,high_confidence_review
301,stress,ngc_3031,ngc_3031__std_003384.npy,spatial_offset_4pix__shell_major,1,809.2525634765625,0.993230938911438,0.7996566891670227,12.493827160493828,31.250000000000004,1.6015625,0,0,0,high_confidence_review
302,stress,ngc_3031,ngc_3031__std_007530.npy,angle_offset_-45deg,1,809.0099487304688,0.9999797344207764,0.8909801244735718,11.209876543209877,50.0,0.87890625,0,0,0,high_confidence_review
303,stress,ngc_3031,ngc_3031__std_007679.npy,spatial_offset_16pix__shell_major,3,808.71240234375,0.9970216155052185,0.8441674113273621,11.82716049382716,41.66666666666667,1.23046875,0,0,0,high_confidence_review
304,stress,ngc_3031,ngc_3031__std_006787.npy,centered_positive__shell_minor,2,807.795166015625,0.9995209574699402,0.8611888885498047,11.580246913580247,43.75,1.07421875,0,0,0,high_confidence_review
305,stress,ngc_3031,ngc_3031__std_005520.npy,spatial_offset_16pix__shell_major,2,807.6776733398438,0.9998385310173035,0.85740727186203,11.62962962962963,50.0,1.03515625,0,0,0,high_confidence_review
306,stress,ngc_3031,ngc_3031__std_005319.npy,spatial_offset_16pix__shell_minor,1,807.2261962890625,0.9940449595451355,0.8056149482727051,12.37037037037037,62.50000000000001,0.99609375,0,0,0,high_confidence_review
307,stress,ngc_3031,ngc_3031__std_006844.npy,spatial_offset_8pix__shell_major,2,807.1948852539062,0.9987653493881226,0.8470040559768677,11.765432098765432,45.833333333333336,1.09375,0,0,0,high_confidence_review
308,stress,ngc_3031,ngc_3031__std_004407.npy,spatial_offset_8pix__shell_minor,1,807.095947265625,0.9947851896286011,0.8218899369239807,12.123456790123457,68.75,0.7421875,0,0,0,high_confidence_review
309,stress,ngc_3031,ngc_3031__std_004958.npy,angle_offset_+22.5deg,2,806.6536254882812,0.9983575940132141,0.8437799215316772,11.802469135802468,56.25000000000001,0.859375,0,0,0,high_confidence_review
310,stress,ngc_3031,ngc_3031__std_006181.npy,angle_offset_+45deg,2,805.509033203125,0.9981279373168945,0.8270113468170166,12.024691358024691,41.66666666666667,1.23046875,0,0,0,high_confidence_review
311,stress,ngc_3031,ngc_3031__std_003102.npy,spatial_offset_16pix__shell_major,1,805.31787109375,0.997171938419342,0.8118123412132263,12.246913580246913,41.66666666666667,1.26953125,0,0,0,high_confidence_review
312,stress,ngc_3031,ngc_3031__std_008164.npy,centered_positive__shell_major,2,805.0866088867188,0.9988282322883606,0.844791829586029,11.765432098765432,43.75,1.11328125,0,0,0,high_confidence_review
313,test,ngc_3184,ngc_3184__std_000839.npy,spatial_offset_8pix__shell_major,1,804.6451416015625,0.9926250576972961,0.7919735908508301,37.629629629629626,31.250000000000004,1.640625,0,0,0,high_confidence_review
314,stress,ngc_3031,ngc_3031__std_006216.npy,centered_positive__galaxy_major,3,804.4782104492188,0.9997689127922058,0.854010820388794,11.62962962962963,47.91666666666667,0.99609375,0,0,0,high_confidence_review
315,test,ho_ii,ho_ii__std_000718.npy,angle_offset_-45deg,1,804.22412109375,0.9999628663063049,0.8935823440551758,10.344827586206897,39.583333333333336,1.11328125,0,0,0,high_confidence_review
316,val,ngc_4449,ngc_4449__std_000450.npy,spatial_offset_16pix__shell_major,2,803.8629150390625,0.9999549388885498,0.8194321393966675,4.52073732718894,45.833333333333336,1.34765625,0,0,0,medium_confidence_review
317,stress,ngc_3031,ngc_3031__std_007136.npy,spatial_offset_8pix__shell_minor,3,803.630615234375,0.9999759197235107,0.8840820789337158,11.222222222222221,43.75,1.03515625,0,0,0,high_confidence_review
318,stress,ngc_3031,ngc_3031__std_006579.npy,centered_positive__shell_minor,2,803.6273193359375,0.9990696310997009,0.8687862753868103,11.419753086419753,43.75,1.03515625,0,0,0,high_confidence_review
319,stress,ngc_3031,ngc_3031__std_004809.npy,random_nearby_grazing,1,803.6082763671875,0.9899252653121948,0.8020042777061462,12.37037037037037,68.75,0.83984375,0,0,0,high_confidence_review
320,stress,ngc_3031,ngc_3031__std_004590.npy,spatial_offset_16pix__shell_minor,3,803.5216674804688,0.9992094039916992,0.8603015542030334,11.530864197530864,54.16666666666667,0.8203125,0,0,0,high_confidence_review
321,stress,ngc_3031,ngc_3031__std_006351.npy,spatial_offset_8pix__shell_major,1,803.363525390625,0.99720698595047,0.831639289855957,11.925925925925926,50.0,1.3671875,0,0,0,high_confidence_review
322,stress,ngc_3031,ngc_3031__std_006775.npy,spatial_offset_16pix__shell_minor,2,803.2657470703125,0.9999704360961914,0.8836807012557983,11.222222222222221,43.75,0.99609375,0,0,0,high_confidence_review
323,stress,ngc_3031,ngc_3031__std_006153.npy,angle_offset_-22.5deg,1,802.7720947265625,0.9971157908439636,0.8327511548995972,11.901234567901234,52.083333333333336,0.95703125,0,0,0,high_confidence_review
324,stress,ngc_3031,ngc_3031__std_005511.npy,random_nearby_grazing,2,802.2285766601562,0.9958149790763855,0.7966520190238953,12.432098765432098,50.0,1.2890625,0,0,0,high_confidence_review
325,stress,ngc_3031,ngc_3031__std_006267.npy,centered_positive__shell_minor,1,802.1764526367188,0.9978867769241333,0.8202213048934937,12.074074074074074,58.333333333333336,0.83984375,0,0,0,high_confidence_review
326,stress,ngc_3031,ngc_3031__std_005199.npy,random_nearby_grazing,2,801.75146484375,0.9978645443916321,0.8484142422676086,11.666666666666666,58.333333333333336,0.80078125,0,0,0,high_confidence_review
327,test,ho_ii,ho_ii__std_000690.npy,spatial_offset_16pix__shell_minor,1,801.5828857421875,0.9999629259109497,0.83498215675354,11.03448275862069,39.583333333333336,1.38671875,0,0,0,high_confidence_review
328,stress,ngc_3031,ngc_3031__std_005943.npy,spatial_offset_16pix__shell_minor,2,801.5404052734375,0.999708354473114,0.8798467516899109,11.246913580246913,52.083333333333336,0.87890625,0,0,0,high_confidence_review
329,stress,ngc_3031,ngc_3031__std_001627.npy,spatial_offset_16pix__shell_minor,3,801.4942016601562,0.9989472031593323,0.8562971949577332,11.555555555555555,47.91666666666667,1.11328125,0,0,0,high_confidence_review
330,stress,ngc_3031,ngc_3031__std_006279.npy,spatial_offset_8pix__shell_minor,1,801.2513427734375,0.9973478317260742,0.8551241755485535,11.567901234567902,60.41666666666667,0.80078125,0,0,0,high_confidence_review
331,stress,ngc_3031,ngc_3031__std_006770.npy,spatial_offset_4pix__shell_minor,2,800.9994506835938,0.9997148513793945,0.8530345559120178,11.592592592592593,43.75,1.09375,0,0,0,high_confidence_review
332,stress,ngc_3031,ngc_3031__std_004938.npy,random_nearby_grazing,1,800.173828125,0.9999749660491943,0.8725996017456055,11.320987654320987,50.0,0.95703125,0,0,0,high_confidence_review
333,stress,ngc_3031,ngc_3031__std_008275.npy,spatial_offset_8pix__shell_major,2,799.890869140625,0.9991114139556885,0.8178843259811401,12.074074074074074,37.5,1.54296875,0,0,0,high_confidence_review
334,test,ngc_3184,ngc_3184__std_000966.npy,spatial_offset_4pix__shell_major,1,799.7239379882812,0.9985127449035645,0.8304505944252014,35.666666666666664,37.5,1.40625,0,0,0,high_confidence_review
335,stress,ngc_3031,ngc_3031__std_005439.npy,spatial_offset_4pix__shell_major,3,799.6384887695312,0.9971475005149841,0.7763480544090271,12.716049382716049,60.41666666666667,1.15234375,0,0,0,high_confidence_review
336,stress,ngc_3031,ngc_3031__std_006590.npy,spatial_offset_8pix__shell_minor,1,799.599853515625,0.9988640546798706,0.8533616662025452,11.567901234567902,47.91666666666667,1.0546875,0,0,0,high_confidence_review
337,stress,ngc_3031,ngc_3031__std_005449.npy,spatial_offset_16pix__shell_minor,1,799.2015991210938,0.9997753500938416,0.8840725421905518,11.160493827160494,41.66666666666667,1.0546875,0,0,0,high_confidence_review
338,stress,ngc_3031,ngc_3031__std_008122.npy,spatial_offset_4pix__shell_minor,2,799.0173950195312,0.9990163445472717,0.8419572114944458,11.716049382716049,37.5,1.30859375,0,0,0,high_confidence_review
339,stress,ngc_3031,ngc_3031__std_001855.npy,spatial_offset_16pix__shell_major,1,799.002197265625,0.9955723881721497,0.8087067008018494,12.197530864197532,39.583333333333336,1.46484375,0,0,0,high_confidence_review
340,stress,ngc_3031,ngc_3031__std_007715.npy,angle_offset_+45deg,2,798.7659912109375,0.9977062940597534,0.8579656481742859,11.493827160493828,39.583333333333336,1.19140625,0,0,0,high_confidence_review
341,stress,ngc_3031,ngc_3031__std_004934.npy,velocity_offset_-30kms,1,798.2188720703125,0.9999231696128845,0.8810362815856934,11.185185185185185,50.0,0.95703125,0,0,0,high_confidence_review
342,stress,ngc_3031,ngc_3031__std_001968.npy,angle_offset_+22.5deg,1,797.7186889648438,0.9983820915222168,0.8115144371986389,12.135802469135802,41.66666666666667,1.46484375,0,0,0,high_confidence_review
343,stress,ngc_3031,ngc_3031__std_006761.npy,centered_positive__shell_minor,2,797.1480712890625,0.9992804527282715,0.858995795249939,11.45679012345679,45.833333333333336,1.0546875,0,0,0,high_confidence_review
344,stress,ngc_3031,ngc_3031__std_000539.npy,angle_offset_+45deg,2,795.3671875,0.9986155033111572,0.8515708446502686,11.530864197530864,41.66666666666667,1.11328125,0,0,0,high_confidence_review
345,stress,ngc_3031,ngc_3031__std_001020.npy,spatial_offset_8pix__shell_major,3,795.160400390625,0.9914448857307434,0.808911919593811,12.135802469135802,50.0,1.26953125,0,0,0,high_confidence_review
346,stress,ngc_3031,ngc_3031__std_004557.npy,spatial_offset_8pix__shell_major,2,794.7633056640625,0.9985849261283875,0.834835410118103,11.753086419753087,62.50000000000001,0.87890625,0,0,0,high_confidence_review
347,stress,ngc_3031,ngc_3031__std_004394.npy,centered_positive__shell_major,1,794.5755615234375,0.9875885844230652,0.7812935709953308,12.555555555555555,45.833333333333336,1.2890625,0,0,0,high_confidence_review
348,stress,ngc_3031,ngc_3031__std_007420.npy,spatial_offset_4pix__shell_minor,4,794.08203125,0.9986103773117065,0.8593961596488953,11.407407407407407,43.75,1.03515625,0,0,0,high_confidence_review
349,stress,ngc_3031,ngc_3031__std_006618.npy,spatial_offset_16pix__shell_minor,3,793.9703369140625,0.9997215867042542,0.8802331686019897,11.135802469135802,50.0,0.859375,0,0,0,high_confidence_review
350,stress,ngc_3031,ngc_3031__std_003370.npy,angle_offset_-45deg,1,793.527099609375,0.9987635016441345,0.8248722553253174,11.876543209876543,47.91666666666667,1.171875,0,0,0,high_confidence_review
351,stress,ngc_3031,ngc_3031__std_007429.npy,angle_offset_+45deg,1,793.333984375,0.9994299411773682,0.8805038928985596,11.123456790123457,47.91666666666667,1.015625,0,0,0,high_confidence_review
352,stress,ngc_3031,ngc_3031__std_005453.npy,angle_offset_+45deg,2,793.1888427734375,0.9933369755744934,0.820257306098938,11.938271604938272,66.66666666666667,0.8984375,0,0,0,high_confidence_review
353,stress,ngc_3031,ngc_3031__std_004918.npy,spatial_offset_4pix__shell_major,1,793.1162719726562,0.9999858736991882,0.8783125877380371,11.148148148148149,50.0,0.9375,0,0,0,high_confidence_review
354,test,ngc_3184,ngc_3184__std_000787.npy,spatial_offset_8pix__shell_major,2,792.2825317382812,0.9995611906051636,0.8510016202926636,34.48148148148148,41.66666666666667,1.15234375,0,0,0,high_confidence_review
355,stress,ngc_3031,ngc_3031__std_000510.npy,angle_offset_-45deg,2,791.62939453125,0.9964379668235779,0.8203413486480713,11.91358024691358,47.91666666666667,1.11328125,0,0,0,high_confidence_review
356,stress,ngc_3031,ngc_3031__std_005463.npy,centered_positive__galaxy_minor,3,791.517822265625,0.9999381303787231,0.8814229369163513,11.08641975308642,41.66666666666667,1.09375,0,0,0,high_confidence_review
357,stress,ngc_3031,ngc_3031__std_007884.npy,spatial_offset_8pix__shell_major,5,791.1907958984375,0.9982681274414062,0.841692328453064,11.604938271604938,45.833333333333336,1.09375,0,0,0,high_confidence_review
358,stress,ngc_3031,ngc_3031__std_007026.npy,spatial_offset_8pix__shell_major,3,790.9559326171875,0.999980092048645,0.8778645396232605,11.123456790123457,45.833333333333336,0.9765625,0,0,0,high_confidence_review
359,stress,ngc_3031,ngc_3031__std_007517.npy,centered_positive__galaxy_minor,2,790.6571044921875,0.9980135560035706,0.8538413643836975,11.432098765432098,45.833333333333336,1.0546875,0,0,0,high_confidence_review
360,stress,ngc_3031,ngc_3031__std_001670.npy,spatial_offset_8pix__shell_major,3,790.4320678710938,0.9951343536376953,0.8346695303916931,11.691358024691358,50.0,1.23046875,0,0,0,high_confidence_review
361,stress,ngc_3031,ngc_3031__std_002154.npy,velocity_offset_+15kms,1,789.2451171875,0.9997031092643738,0.8560142517089844,11.382716049382717,47.91666666666667,1.0546875,0,0,0,high_confidence_review
362,test,ngc_3184,ngc_3184__std_000161.npy,spatial_offset_4pix__shell_major,2,789.240966796875,0.9965423941612244,0.8119763135910034,36.0,35.41666666666667,1.5234375,0,0,0,high_confidence_review
363,stress,ngc_3031,ngc_3031__std_006369.npy,random_nearby_grazing,1,788.9347534179688,0.9992579817771912,0.8622238039970398,11.296296296296296,47.91666666666667,1.1328125,0,0,0,high_confidence_review
364,test,ho_ii,ho_ii__std_000925.npy,spatial_offset_16pix__shell_minor,1,788.90673828125,0.9998581409454346,0.8631364703178406,10.505747126436782,41.66666666666667,1.171875,0,0,0,high_confidence_review
365,stress,ngc_3031,ngc_3031__std_004937.npy,velocity_offset_+30kms,1,788.7238159179688,0.9999483227729797,0.8744166493415833,11.135802469135802,47.91666666666667,0.95703125,0,0,0,high_confidence_review
366,stress,ngc_3031,ngc_3031__std_005179.npy,spatial_offset_4pix__shell_major,1,788.6009521484375,0.9985808730125427,0.8398306369781494,11.592592592592593,56.25000000000001,0.8203125,0,0,0,high_confidence_review
367,stress,ngc_3031,ngc_3031__std_001657.npy,angle_offset_+45deg,3,787.9501953125,0.9987496137619019,0.8509181141853333,11.432098765432098,50.0,1.171875,0,0,0,high_confidence_review
368,stress,ngc_3031,ngc_3031__std_005528.npy,angle_offset_-45deg,2,786.8887329101562,0.9992078542709351,0.8087242841720581,12.012345679012345,52.083333333333336,1.30859375,0,0,0,high_confidence_review
369,stress,ngc_3031,ngc_3031__std_004419.npy,random_nearby_grazing,1,786.8367919921875,0.9876477122306824,0.7714086174964905,12.592592592592593,43.75,1.328125,0,0,0,high_confidence_review
370,stress,ngc_3031,ngc_3031__std_007970.npy,spatial_offset_16pix__shell_minor,3,785.8651123046875,0.9985477328300476,0.8598086833953857,11.283950617283951,45.833333333333336,1.03515625,0,0,0,high_confidence_review
371,stress,ngc_3031,ngc_3031__std_007882.npy,spatial_offset_4pix__shell_major,2,785.3699951171875,0.9981943964958191,0.854591965675354,11.345679012345679,43.75,1.07421875,0,0,0,high_confidence_review
372,stress,ngc_3031,ngc_3031__std_004923.npy,spatial_offset_16pix__shell_major,1,784.83642578125,0.998984694480896,0.8558739423751831,11.320987654320987,50.0,0.9765625,0,0,0,high_confidence_review
373,stress,ngc_3031,ngc_3031__std_001668.npy,spatial_offset_4pix__shell_major,3,784.8358764648438,0.9987908005714417,0.8586825728416443,11.283950617283951,47.91666666666667,1.07421875,0,0,0,high_confidence_review
374,val,ngc_4449,ngc_4449__std_000456.npy,spatial_offset_16pix__shell_minor,2,784.8043823242188,0.9957353472709656,0.7840203642845154,4.612903225806452,43.75,1.4453125,0,0,0,medium_confidence_review
375,stress,ngc_3031,ngc_3031__std_006797.npy,spatial_offset_4pix__shell_minor,2,784.3875732421875,0.9996604919433594,0.8572542071342468,11.296296296296296,43.75,1.0546875,0,0,0,high_confidence_review
376,stress,ngc_3031,ngc_3031__std_006367.npy,velocity_offset_+30kms,1,783.9225463867188,0.999838650226593,0.866212785243988,11.17283950617284,47.91666666666667,1.07421875,0,0,0,high_confidence_review
377,stress,ngc_3031,ngc_3031__std_004589.npy,spatial_offset_8pix__shell_minor,2,783.9100952148438,0.9996967911720276,0.8595505356788635,11.25925925925926,52.083333333333336,0.859375,0,0,0,high_confidence_review
