review_rank,split,galaxy,filename,cut_category,component_id,probability_mass,max_probability,mean_probability,area_over_beam,velocity_extent_kms,spatial_extent_kpc,edge_touching,velocity_edge_touching,velocity_extent_gt_70kms,review_priority
1,stress,ngc_3031,ngc_3031__std_004574.npy,random_nearby_grazing,1,1285.107177734375,0.9984511733055115,0.8264355063438416,19.19753086419753,62.50000000000001,1.7578125,0,0,0,high_confidence_review
2,stress,ngc_3031,ngc_3031__std_004550.npy,centered_positive__shell_major,1,1273.425537109375,0.9986926913261414,0.8215648531913757,19.135802469135804,64.58333333333334,1.7578125,0,0,0,high_confidence_review
3,stress,ngc_3031,ngc_3031__std_004572.npy,velocity_offset_+15kms,1,1261.643798828125,0.9987317323684692,0.8197815418243408,19.0,64.58333333333334,1.7578125,0,0,0,high_confidence_review
4,stress,ngc_3031,ngc_3031__std_004573.npy,velocity_offset_+30kms,1,1251.439453125,0.9987378120422363,0.8211544752120972,18.814814814814813,64.58333333333334,1.7578125,0,0,0,high_confidence_review
5,stress,ngc_3031,ngc_3031__std_004575.npy,random_nearby_grazing,1,1235.540283203125,0.9987937808036804,0.8160768151283264,18.691358024691358,64.58333333333334,1.7578125,0,0,0,high_confidence_review
6,stress,ngc_3031,ngc_3031__std_005005.npy,spatial_offset_8pix__shell_minor,2,1229.55126953125,0.9984152913093567,0.7856557369232178,19.320987654320987,60.41666666666667,1.796875,0,0,0,high_confidence_review
7,stress,ngc_3031,ngc_3031__std_004571.npy,velocity_offset_-15kms,1,1216.206787109375,0.9975827932357788,0.7990846037864685,18.790123456790123,66.66666666666667,1.7578125,0,0,0,high_confidence_review
8,stress,ngc_3031,ngc_3031__std_005436.npy,centered_positive__galaxy_major,3,1182.723388671875,0.998089611530304,0.8062191009521484,18.11111111111111,60.41666666666667,1.6015625,0,0,0,high_confidence_review
9,stress,ngc_3031,ngc_3031__std_000739.npy,spatial_offset_4pix__shell_minor,4,1089.89111328125,0.9980304837226868,0.8548165559768677,15.74074074074074,60.41666666666667,1.46484375,0,0,0,high_confidence_review
10,stress,ngc_3031,ngc_3031__std_004595.npy,angle_offset_+45deg,1,1072.3160400390625,0.9994789958000183,0.8423535227775574,15.716049382716049,56.25000000000001,1.2890625,0,0,0,high_confidence_review
11,stress,ngc_3031,ngc_3031__std_000741.npy,spatial_offset_8pix__shell_minor,4,1070.9923095703125,0.9970083832740784,0.8595443964004517,15.382716049382717,54.16666666666667,1.4453125,0,0,0,high_confidence_review
12,val,ngc_2366,ngc_2366__std_000266.npy,spatial_offset_8pix__shell_major,2,1042.90185546875,0.9982515573501587,0.8134959936141968,16.227848101265824,37.5,2.01171875,0,0,0,high_confidence_review
13,stress,ngc_3031,ngc_3031__std_005443.npy,spatial_offset_16pix__shell_major,2,1042.529052734375,0.9974705576896667,0.8407492637634277,15.308641975308642,60.41666666666667,1.2109375,0,0,0,high_confidence_review
14,stress,ngc_3031,ngc_3031__std_005004.npy,spatial_offset_8pix__shell_minor,1,1026.184814453125,0.9985964894294739,0.8262357711791992,15.333333333333334,58.333333333333336,1.3671875,0,0,0,high_confidence_review
15,stress,ngc_3031,ngc_3031__std_005462.npy,centered_positive__galaxy_major,2,1025.492431640625,0.9969426989555359,0.8310311436653137,15.234567901234568,60.41666666666667,1.19140625,0,0,0,high_confidence_review
16,stress,ngc_3031,ngc_3031__std_008125.npy,spatial_offset_8pix__shell_minor,3,1015.0565185546875,0.9955896139144897,0.8381969332695007,14.950617283950617,35.41666666666667,1.7578125,0,0,0,high_confidence_review
17,test,ngc_3184,ngc_3184__std_000843.npy,spatial_offset_4pix__shell_minor,2,1013.0316162109375,0.9992814660072327,0.8406901359558105,44.629629629629626,35.41666666666667,1.796875,0,0,0,high_confidence_review
18,stress,ngc_3031,ngc_3031__std_005002.npy,spatial_offset_4pix__shell_minor,1,1011.5986328125,0.9976767301559448,0.845818281173706,14.765432098765432,60.41666666666667,1.171875,0,0,0,high_confidence_review
19,test,ngc_3184,ngc_3184__std_000784.npy,spatial_offset_4pix__shell_major,2,1007.2054443359375,0.9994332194328308,0.793700098991394,47.0,47.91666666666667,1.81640625,0,0,0,high_confidence_review
20,stress,ngc_3031,ngc_3031__std_000738.npy,spatial_offset_4pix__shell_minor,1,1000.1375732421875,0.9958069920539856,0.8411585688591003,14.679012345679013,60.41666666666667,1.4453125,0,0,0,high_confidence_review
21,stress,ngc_3031,ngc_3031__std_005160.npy,spatial_offset_8pix__shell_minor,3,999.6890258789062,0.995941162109375,0.8289295434951782,14.88888888888889,58.333333333333336,1.26953125,0,0,0,high_confidence_review
22,stress,ngc_3031,ngc_3031__std_000729.npy,centered_positive__shell_minor,3,997.7670288085938,0.9988212585449219,0.8506112694740295,14.481481481481481,56.25000000000001,1.46484375,0,0,0,high_confidence_review
23,stress,ngc_3031,ngc_3031__std_004558.npy,spatial_offset_16pix__shell_major,1,987.9760131835938,0.9991876482963562,0.8158348798751831,14.950617283950617,50.0,1.5625,0,0,0,high_confidence_review
24,stress,ngc_3031,ngc_3031__std_000769.npy,spatial_offset_16pix__shell_minor,3,986.67431640625,0.997040867805481,0.8579776883125305,14.197530864197532,47.91666666666667,1.3671875,0,0,0,high_confidence_review
25,stress,ngc_3031,ngc_3031__std_003355.npy,centered_positive__shell_minor,1,984.9959716796875,0.9997851848602295,0.8818227052688599,13.790123456790123,47.91666666666667,1.23046875,0,0,0,high_confidence_review
26,stress,ngc_3031,ngc_3031__std_005478.npy,angle_offset_+22.5deg,1,983.7811889648438,0.9969725012779236,0.8358379006385803,14.530864197530864,62.50000000000001,1.09375,0,0,0,high_confidence_review
27,stress,ngc_3031,ngc_3031__std_004717.npy,spatial_offset_4pix__shell_minor,1,982.0635986328125,0.9998441338539124,0.8737220764160156,13.876543209876543,54.16666666666667,1.0546875,0,0,0,high_confidence_review
28,stress,ngc_3031,ngc_3031__std_004945.npy,spatial_offset_4pix__shell_major,2,977.81103515625,0.9995841383934021,0.862267255783081,14.0,52.083333333333336,1.11328125,0,0,0,high_confidence_review
29,stress,ngc_3031,ngc_3031__std_000846.npy,spatial_offset_16pix__shell_minor,2,973.0635986328125,0.9966174364089966,0.8565700650215149,14.024691358024691,50.0,1.34765625,0,0,0,high_confidence_review
30,test,ngc_7793,ngc_7793__std_000498.npy,spatial_offset_4pix__shell_major,1,966.3128051757812,0.9995455145835876,0.8120275735855103,13.837209302325581,37.5,1.796875,0,0,0,high_confidence_review
31,stress,ngc_3031,ngc_3031__std_004570.npy,velocity_offset_-30kms,2,966.116943359375,0.9978609085083008,0.8132297396659851,14.666666666666666,64.58333333333334,1.1328125,0,0,0,high_confidence_review
32,stress,ngc_3031,ngc_3031__std_004412.npy,angle_offset_+22.5deg,1,964.066162109375,0.9957188963890076,0.8190876245498657,14.530864197530864,58.333333333333336,1.09375,0,0,0,high_confidence_review
33,stress,ngc_3031,ngc_3031__std_000843.npy,spatial_offset_4pix__shell_minor,4,963.8995971679688,0.998970091342926,0.8381735682487488,14.197530864197532,56.25000000000001,1.40625,0,0,0,high_confidence_review
34,stress,ngc_3031,ngc_3031__std_008273.npy,spatial_offset_4pix__shell_major,2,963.0302124023438,0.9972179532051086,0.8352386951446533,14.234567901234568,37.5,1.66015625,0,0,0,high_confidence_review
35,stress,ngc_3031,ngc_3031__std_004961.npy,velocity_offset_-15kms,2,961.5859985351562,0.999779462814331,0.8678573966026306,13.679012345679013,52.083333333333336,1.0546875,0,0,0,high_confidence_review
36,stress,ngc_3031,ngc_3031__std_004964.npy,random_nearby_grazing,2,959.1320190429688,0.9997022151947021,0.8695666790008545,13.617283950617283,52.083333333333336,1.03515625,0,0,0,high_confidence_review
37,val,ngc_4449,ngc_4449__std_000430.npy,spatial_offset_16pix__shell_minor,1,957.038330078125,0.999667763710022,0.8552621603012085,5.15668202764977,47.91666666666667,1.23046875,0,0,0,high_confidence_review
38,stress,ngc_3031,ngc_3031__std_000844.npy,spatial_offset_8pix__shell_minor,2,956.6182250976562,0.9988032579421997,0.8610424995422363,13.716049382716049,50.0,1.2890625,0,0,0,high_confidence_review
39,stress,ngc_3031,ngc_3031__std_004963.npy,velocity_offset_+30kms,2,955.83984375,0.9996632933616638,0.8618934750556946,13.691358024691358,52.083333333333336,1.03515625,0,0,0,high_confidence_review
40,stress,ngc_3031,ngc_3031__std_004719.npy,spatial_offset_8pix__shell_minor,1,954.4893798828125,0.9998722076416016,0.8740745186805725,13.481481481481481,50.0,0.99609375,0,0,0,high_confidence_review
41,stress,ngc_3031,ngc_3031__std_004707.npy,centered_positive__shell_minor,1,953.7139892578125,0.999717652797699,0.8765753507614136,13.432098765432098,54.16666666666667,1.03515625,0,0,0,high_confidence_review
42,stress,ngc_3031,ngc_3031__std_003364.npy,spatial_offset_4pix__shell_minor,1,952.2864990234375,0.9995613694190979,0.8833826780319214,13.308641975308642,45.833333333333336,1.26953125,0,0,0,high_confidence_review
43,stress,ngc_3031,ngc_3031__std_004944.npy,spatial_offset_4pix__shell_major,2,951.0803833007812,0.9996053576469421,0.8749589323997498,13.419753086419753,50.0,0.99609375,0,0,0,high_confidence_review
44,stress,ngc_3031,ngc_3031__std_004940.npy,centered_positive__shell_major,2,949.8621826171875,0.9997673034667969,0.8642967939376831,13.567901234567902,52.083333333333336,1.0546875,0,0,0,high_confidence_review
45,stress,ngc_3031,ngc_3031__std_004962.npy,velocity_offset_+15kms,2,948.6805419921875,0.999732255935669,0.8655844330787659,13.530864197530864,52.083333333333336,1.03515625,0,0,0,high_confidence_review
46,stress,ngc_3031,ngc_3031__std_004960.npy,velocity_offset_-30kms,2,946.363037109375,0.9995415806770325,0.8618971109390259,13.555555555555555,54.16666666666667,1.03515625,0,0,0,high_confidence_review
47,stress,ngc_3031,ngc_3031__std_004751.npy,angle_offset_+45deg,1,944.2803344726562,0.9988873600959778,0.8416045904159546,13.851851851851851,56.25000000000001,0.99609375,0,0,0,high_confidence_review
48,stress,ngc_3031,ngc_3031__std_004734.npy,centered_positive__galaxy_major,1,939.8455810546875,0.998451292514801,0.8598769903182983,13.493827160493828,62.50000000000001,0.91796875,0,0,0,high_confidence_review
49,stress,ngc_3031,ngc_3031__std_000765.npy,spatial_offset_4pix__shell_minor,2,939.5115966796875,0.9982528686523438,0.8691133856773376,13.345679012345679,45.833333333333336,1.23046875,0,0,0,high_confidence_review
50,stress,ngc_3031,ngc_3031__std_004947.npy,spatial_offset_8pix__shell_major,1,938.8028564453125,0.9993634223937988,0.8495953679084778,13.641975308641975,52.083333333333336,1.11328125,0,0,0,high_confidence_review
51,stress,ngc_3031,ngc_3031__std_005318.npy,spatial_offset_16pix__shell_minor,1,936.7298583984375,0.9997868537902832,0.8812134265899658,13.123456790123457,54.16666666666667,0.95703125,0,0,0,high_confidence_review
52,stress,ngc_3031,ngc_3031__std_005007.npy,spatial_offset_16pix__shell_minor,3,934.985595703125,0.9992679357528687,0.7778582572937012,14.839506172839506,47.91666666666667,1.71875,0,0,0,high_confidence_review
53,stress,ngc_3031,ngc_3031__std_004965.npy,random_nearby_grazing,2,933.4722900390625,0.9997863173484802,0.8651272654533386,13.320987654320987,50.0,1.0546875,0,0,0,high_confidence_review
54,stress,ngc_3031,ngc_3031__std_000743.npy,spatial_offset_16pix__shell_minor,1,932.97216796875,0.996157169342041,0.8543701171875,13.481481481481481,47.91666666666667,1.34765625,0,0,0,high_confidence_review
55,stress,ngc_3031,ngc_3031__std_000833.npy,centered_positive__shell_minor,4,932.194580078125,0.9971120953559875,0.8513192534446716,13.518518518518519,54.16666666666667,1.34765625,0,0,0,high_confidence_review
56,stress,ngc_3031,ngc_3031__std_005516.npy,spatial_offset_4pix__shell_major,2,930.8766479492188,0.9995546340942383,0.8267110586166382,13.901234567901234,52.083333333333336,1.42578125,0,0,0,high_confidence_review
57,stress,ngc_3031,ngc_3031__std_006086.npy,centered_positive__galaxy_major,2,928.6361694335938,0.9982465505599976,0.8388763666152954,13.666666666666666,56.25000000000001,1.19140625,0,0,0,high_confidence_review
58,stress,ngc_3031,ngc_3031__std_008272.npy,spatial_offset_4pix__shell_major,2,927.2508544921875,0.995159387588501,0.8084139823913574,14.160493827160494,37.5,1.77734375,0,0,0,high_confidence_review
59,stress,ngc_3031,ngc_3031__std_005494.npy,spatial_offset_16pix__shell_major,2,925.71826171875,0.9993249773979187,0.8184953927993774,13.962962962962964,54.16666666666667,1.42578125,0,0,0,high_confidence_review
60,test,ngc_7793,ngc_7793__std_000560.npy,spatial_offset_16pix__shell_minor,3,925.51025390625,0.9999804496765137,0.8899136781692505,12.093023255813954,45.833333333333336,1.11328125,0,0,0,high_confidence_review
61,stress,ngc_3031,ngc_3031__std_000842.npy,spatial_offset_4pix__shell_minor,3,924.8573608398438,0.9981957674026489,0.8579381704330444,13.308641975308642,52.083333333333336,1.2890625,0,0,0,high_confidence_review
62,stress,ngc_3031,ngc_3031__std_006254.npy,spatial_offset_16pix__shell_minor,2,924.451171875,0.9999241828918457,0.8647812604904175,13.197530864197532,45.833333333333336,1.2109375,0,0,0,high_confidence_review
63,stress,ngc_3031,ngc_3031__std_007025.npy,spatial_offset_4pix__shell_major,4,924.2841186523438,0.9992684125900269,0.8711442947387695,13.098765432098766,50.0,1.11328125,0,0,0,high_confidence_review
64,stress,ngc_3031,ngc_3031__std_004800.npy,angle_offset_-45deg,1,923.4130859375,0.9978360533714294,0.84716796875,13.45679012345679,56.25000000000001,0.99609375,0,0,0,high_confidence_review
65,val,ngc_4449,ngc_4449__std_000395.npy,spatial_offset_4pix__shell_major,1,923.3010864257812,0.9943931698799133,0.805672824382782,5.28110599078341,64.58333333333334,1.11328125,0,0,0,high_confidence_review
66,val,ngc_4736,ngc_4736__std_000402.npy,spatial_offset_8pix__shell_minor,1,921.6787109375,0.997115969657898,0.8589736223220825,22.829787234042552,56.25000000000001,0.9765625,0,0,0,high_confidence_review
67,stress,ngc_3031,ngc_3031__std_003365.npy,spatial_offset_4pix__shell_minor,1,921.6046752929688,0.9996266961097717,0.8810752034187317,12.91358024691358,50.0,1.171875,0,0,0,high_confidence_review
68,stress,ngc_3031,ngc_3031__std_000563.npy,angle_offset_-22.5deg,2,921.3877563476562,0.996158242225647,0.8484233617782593,13.407407407407407,45.833333333333336,1.34765625,0,0,0,high_confidence_review
69,stress,ngc_3031,ngc_3031__std_005176.npy,centered_positive__galaxy_major,1,920.73388671875,0.9996705651283264,0.8686168789863586,13.08641975308642,52.083333333333336,0.91796875,0,0,0,high_confidence_review
70,stress,ngc_3031,ngc_3031__std_006255.npy,spatial_offset_16pix__shell_minor,3,919.4505615234375,0.9995913505554199,0.8674061894416809,13.08641975308642,47.91666666666667,1.09375,0,0,0,high_confidence_review
71,val,ngc_4449,ngc_4449__std_000415.npy,random_nearby_grazing,1,918.5463256835938,0.9973927736282349,0.8186687231063843,5.170506912442396,64.58333333333334,1.0546875,0,0,0,high_confidence_review
72,val,ngc_2366,ngc_2366__std_000186.npy,spatial_offset_4pix__shell_major,4,915.166015625,0.9976334571838379,0.8185742497444153,14.151898734177216,39.583333333333336,1.66015625,0,0,0,high_confidence_review
73,stress,ngc_3031,ngc_3031__std_004708.npy,centered_positive__galaxy_major,2,914.7387084960938,0.9998637437820435,0.8703508377075195,12.975308641975309,54.16666666666667,0.9375,0,0,0,high_confidence_review
74,stress,ngc_3031,ngc_3031__std_004828.npy,angle_offset_+22.5deg,1,913.6234741210938,0.9957585334777832,0.8428260684013367,13.382716049382717,54.16666666666667,1.015625,0,0,0,high_confidence_review
75,stress,ngc_3031,ngc_3031__std_004786.npy,centered_positive__galaxy_major,1,913.2500610351562,0.9985414147377014,0.8615566492080688,13.08641975308642,58.333333333333336,0.91796875,0,0,0,high_confidence_review
76,stress,ngc_3031,ngc_3031__std_000767.npy,spatial_offset_8pix__shell_minor,4,912.0463256835938,0.9989714026451111,0.8444873094558716,13.333333333333334,45.833333333333336,1.23046875,0,0,0,high_confidence_review
77,test,ngc_7793,ngc_7793__std_000500.npy,spatial_offset_8pix__shell_major,1,912.00830078125,0.99607914686203,0.7986062169075012,13.279069767441861,37.5,1.85546875,0,0,0,high_confidence_review
78,stress,ngc_3031,ngc_3031__std_005599.npy,spatial_offset_16pix__shell_major,2,910.69921875,0.996762752532959,0.8309299349784851,13.530864197530864,43.75,1.5234375,0,0,0,high_confidence_review
79,stress,ngc_3031,ngc_3031__std_005942.npy,spatial_offset_16pix__shell_minor,2,909.848876953125,0.9991564154624939,0.8731755018234253,12.864197530864198,45.833333333333336,1.11328125,0,0,0,high_confidence_review
80,stress,ngc_3031,ngc_3031__std_004949.npy,spatial_offset_16pix__shell_major,1,909.614013671875,0.997412383556366,0.826921820640564,13.580246913580247,56.25000000000001,1.09375,0,0,0,high_confidence_review
81,stress,ngc_3031,ngc_3031__std_000766.npy,spatial_offset_8pix__shell_minor,2,909.2577514648438,0.9977203011512756,0.8473977446556091,13.246913580246913,41.66666666666667,1.2890625,0,0,0,high_confidence_review
82,stress,ngc_3031,ngc_3031__std_000755.npy,centered_positive__shell_minor,2,907.85595703125,0.9983649253845215,0.8654489517211914,12.950617283950617,43.75,1.2109375,0,0,0,high_confidence_review
83,stress,ngc_3031,ngc_3031__std_005521.npy,spatial_offset_16pix__shell_major,2,907.4691162109375,0.998111367225647,0.8356069326400757,13.407407407407407,47.91666666666667,1.328125,0,0,0,high_confidence_review
84,stress,ngc_3031,ngc_3031__std_001562.npy,centered_positive__galaxy_major,1,906.849853515625,0.9977061748504639,0.8147797584533691,13.74074074074074,41.66666666666667,1.62109375,0,0,0,high_confidence_review
85,stress,ngc_3031,ngc_3031__std_007045.npy,random_nearby_grazing,4,906.160400390625,0.9990150928497314,0.8671391606330872,12.901234567901234,47.91666666666667,1.09375,0,0,0,high_confidence_review
86,stress,ngc_3031,ngc_3031__std_006303.npy,spatial_offset_4pix__shell_minor,1,906.0433349609375,0.9986393451690674,0.8515444993972778,13.135802469135802,47.91666666666667,1.19140625,0,0,0,high_confidence_review
87,stress,ngc_3031,ngc_3031__std_008113.npy,centered_positive__shell_minor,2,905.9641723632812,0.9983916282653809,0.8319230079650879,13.444444444444445,37.5,1.50390625,0,0,0,high_confidence_review
88,stress,ngc_3031,ngc_3031__std_004812.npy,centered_positive__galaxy_major,1,905.8870849609375,0.9983655214309692,0.860291600227356,13.0,58.333333333333336,0.91796875,0,0,0,high_confidence_review
89,stress,ngc_3031,ngc_3031__std_007041.npy,velocity_offset_-15kms,3,903.932373046875,0.999223530292511,0.8827464580535889,12.641975308641975,50.0,1.07421875,0,0,0,high_confidence_review
90,stress,ngc_3031,ngc_3031__std_007020.npy,centered_positive__shell_major,3,899.350341796875,0.9992600679397583,0.8825812935829163,12.580246913580247,47.91666666666667,1.07421875,0,0,0,high_confidence_review
91,stress,ngc_3031,ngc_3031__std_005592.npy,centered_positive__galaxy_major,3,899.0689697265625,0.9957428574562073,0.7593488097190857,14.617283950617283,60.41666666666667,1.40625,0,0,0,high_confidence_review
92,stress,ngc_3031,ngc_3031__std_004946.npy,spatial_offset_8pix__shell_major,2,898.3613891601562,0.9992974400520325,0.8531447052955627,13.0,50.0,1.07421875,0,0,0,high_confidence_review
93,test,ngc_3184,ngc_3184__std_000967.npy,spatial_offset_4pix__shell_major,1,898.1065673828125,0.9857498407363892,0.7669569253921509,43.370370370370374,33.333333333333336,1.89453125,0,0,0,high_confidence_review
94,stress,ngc_3031,ngc_3031__std_005150.npy,centered_positive__galaxy_major,1,897.6969604492188,0.9996914267539978,0.8707051277160645,12.728395061728396,56.25000000000001,0.9375,0,0,0,high_confidence_review
95,stress,ngc_3031,ngc_3031__std_005316.npy,spatial_offset_8pix__shell_minor,2,897.262451171875,0.9994871020317078,0.8610963821411133,12.864197530864198,52.083333333333336,0.95703125,0,0,0,high_confidence_review
96,stress,ngc_3031,ngc_3031__std_000589.npy,angle_offset_-22.5deg,2,896.17236328125,0.9978501796722412,0.8526853919029236,12.975308641975309,41.66666666666667,1.30859375,0,0,0,high_confidence_review
97,stress,ngc_3031,ngc_3031__std_006395.npy,random_nearby_grazing,3,894.6694946289062,0.9999167323112488,0.8711484670639038,12.679012345679013,43.75,1.19140625,0,0,0,high_confidence_review
98,stress,ngc_3031,ngc_3031__std_003367.npy,spatial_offset_8pix__shell_minor,1,893.32080078125,0.999642014503479,0.8673017621040344,12.716049382716049,52.083333333333336,1.15234375,0,0,0,high_confidence_review
99,stress,ngc_3031,ngc_3031__std_006375.npy,spatial_offset_4pix__shell_major,3,891.074462890625,0.9999357461929321,0.8601104617118835,12.790123456790123,43.75,1.2109375,0,0,0,high_confidence_review
100,stress,ngc_3031,ngc_3031__std_006252.npy,spatial_offset_8pix__shell_minor,3,890.7186279296875,0.9994601011276245,0.853996753692627,12.876543209876543,45.833333333333336,1.19140625,0,0,0,high_confidence_review
101,test,ngc_3184,ngc_3184__std_000845.npy,spatial_offset_8pix__shell_minor,1,889.9178466796875,0.9966092705726624,0.7924468517303467,41.592592592592595,33.333333333333336,1.875,0,0,0,high_confidence_review
102,stress,ngc_3031,ngc_3031__std_007040.npy,velocity_offset_-30kms,3,889.7254028320312,0.9990294575691223,0.871425449848175,12.604938271604938,50.0,1.07421875,0,0,0,high_confidence_review
103,stress,ngc_3031,ngc_3031__std_005191.npy,angle_offset_-22.5deg,2,889.5296630859375,0.9995126724243164,0.8553169965744019,12.839506172839506,52.083333333333336,0.9765625,0,0,0,high_confidence_review
104,stress,ngc_3031,ngc_3031__std_004721.npy,spatial_offset_16pix__shell_minor,1,888.7692260742188,0.9998536109924316,0.8662468194961548,12.666666666666666,50.0,1.015625,0,0,0,high_confidence_review
105,stress,ngc_3031,ngc_3031__std_001019.npy,spatial_offset_4pix__shell_major,2,888.76416015625,0.9938594698905945,0.8313977122306824,13.197530864197532,41.66666666666667,1.484375,0,0,0,high_confidence_review
106,stress,ngc_3031,ngc_3031__std_004829.npy,angle_offset_+45deg,1,887.75732421875,0.9982187151908875,0.8487163782119751,12.91358024691358,62.50000000000001,0.91796875,0,0,0,high_confidence_review
107,stress,ngc_3031,ngc_3031__std_006798.npy,spatial_offset_8pix__shell_minor,1,887.5847778320312,0.9992727637290955,0.8592301607131958,12.753086419753087,50.0,1.1328125,0,0,0,high_confidence_review
108,stress,ngc_3031,ngc_3031__std_005479.npy,angle_offset_+45deg,2,886.6932373046875,0.998816192150116,0.8617038130760193,12.703703703703704,60.41666666666667,0.87890625,0,0,0,high_confidence_review
109,stress,ngc_3031,ngc_3031__std_006374.npy,spatial_offset_4pix__shell_major,2,886.2277221679688,0.9991485476493835,0.8604152798652649,12.716049382716049,45.833333333333336,1.171875,0,0,0,high_confidence_review
110,stress,ngc_3031,ngc_3031__std_007027.npy,spatial_offset_8pix__shell_major,1,884.420654296875,0.9992941617965698,0.8730707168579102,12.506172839506172,47.91666666666667,1.07421875,0,0,0,high_confidence_review
111,stress,ngc_3031,ngc_3031__std_004720.npy,spatial_offset_16pix__shell_minor,1,883.9154052734375,0.9915143847465515,0.8109315633773804,13.45679012345679,56.25000000000001,1.07421875,0,0,0,high_confidence_review
112,stress,ngc_3031,ngc_3031__std_004716.npy,spatial_offset_4pix__shell_minor,1,883.508544921875,0.9996073842048645,0.8730321526527405,12.493827160493828,52.083333333333336,0.95703125,0,0,0,high_confidence_review
113,stress,ngc_3031,ngc_3031__std_000764.npy,spatial_offset_4pix__shell_minor,2,883.3167724609375,0.998714029788971,0.8567572832107544,12.728395061728396,41.66666666666667,1.23046875,0,0,0,high_confidence_review
114,stress,ngc_3031,ngc_3031__std_006510.npy,spatial_offset_4pix__shell_minor,2,883.295654296875,0.9997591972351074,0.8676774501800537,12.567901234567902,50.0,1.0546875,0,0,0,high_confidence_review
115,stress,ngc_3031,ngc_3031__std_006843.npy,spatial_offset_4pix__shell_major,2,883.0313720703125,0.9998681545257568,0.857312023639679,12.716049382716049,45.833333333333336,1.19140625,0,0,0,high_confidence_review
116,stress,ngc_3031,ngc_3031__std_005003.npy,spatial_offset_4pix__shell_minor,2,881.6064453125,0.9981770515441895,0.8317041993141174,13.08641975308642,56.25000000000001,0.95703125,0,0,0,high_confidence_review
117,stress,ngc_3031,ngc_3031__std_005518.npy,spatial_offset_8pix__shell_major,2,881.4573974609375,0.999896228313446,0.8394832611083984,12.962962962962964,47.91666666666667,1.30859375,0,0,0,high_confidence_review
118,val,ngc_4449,ngc_4449__std_000475.npy,spatial_offset_8pix__shell_major,1,881.1701049804688,0.9999709129333496,0.8054571151733398,5.04147465437788,43.75,1.484375,0,0,0,high_confidence_review
119,stress,ngc_3031,ngc_3031__std_005603.npy,spatial_offset_8pix__shell_minor,1,880.1832275390625,0.9979690909385681,0.843087375164032,12.88888888888889,56.25000000000001,1.015625,0,0,0,high_confidence_review
120,stress,ngc_3031,ngc_3031__std_005605.npy,spatial_offset_16pix__shell_minor,1,880.0712890625,0.9964714646339417,0.7957245111465454,13.654320987654321,58.333333333333336,1.328125,0,0,0,high_confidence_review
121,stress,ngc_3031,ngc_3031__std_006302.npy,spatial_offset_4pix__shell_minor,1,879.292236328125,0.9998742341995239,0.8757891058921814,12.395061728395062,43.75,1.15234375,0,0,0,high_confidence_review
122,stress,ngc_3031,ngc_3031__std_006390.npy,velocity_offset_-30kms,2,878.644775390625,0.9999004602432251,0.8622617721557617,12.580246913580247,45.833333333333336,1.15234375,0,0,0,high_confidence_review
123,stress,ngc_3031,ngc_3031__std_004554.npy,spatial_offset_4pix__shell_major,2,877.4903564453125,0.9954910278320312,0.8124910593032837,13.333333333333334,54.16666666666667,1.171875,0,0,0,high_confidence_review
124,stress,ngc_3031,ngc_3031__std_006370.npy,centered_positive__shell_major,2,877.4031982421875,0.9999074935913086,0.8687160611152649,12.469135802469136,43.75,1.15234375,0,0,0,high_confidence_review
125,stress,ngc_3031,ngc_3031__std_003366.npy,spatial_offset_8pix__shell_minor,1,876.97216796875,0.9989952445030212,0.8682892918586731,12.469135802469136,41.66666666666667,1.23046875,0,0,0,high_confidence_review
126,stress,ngc_3031,ngc_3031__std_007042.npy,velocity_offset_+15kms,3,876.7752685546875,0.9993453621864319,0.8689546585083008,12.45679012345679,47.91666666666667,1.07421875,0,0,0,high_confidence_review
127,stress,ngc_3031,ngc_3031__std_005314.npy,spatial_offset_4pix__shell_minor,2,876.5416259765625,0.9997639656066895,0.8534972071647644,12.679012345679013,54.16666666666667,0.99609375,0,0,0,high_confidence_review
128,val,ngc_4449,ngc_4449__std_000165.npy,spatial_offset_16pix__shell_major,1,876.1820678710938,0.9995965957641602,0.8590020537376404,4.700460829493087,54.16666666666667,0.95703125,0,0,0,medium_confidence_review
129,stress,ngc_3031,ngc_3031__std_006253.npy,spatial_offset_8pix__shell_minor,2,876.1188354492188,0.9994667768478394,0.8691655397415161,12.444444444444445,45.833333333333336,1.1328125,0,0,0,high_confidence_review
130,stress,ngc_3031,ngc_3031__std_006954.npy,spatial_offset_8pix__shell_minor,1,875.7337036132812,0.9998462796211243,0.8292932510375977,13.037037037037036,45.833333333333336,1.26953125,0,0,0,high_confidence_review
131,stress,ngc_3031,ngc_3031__std_006376.npy,spatial_offset_8pix__shell_major,1,875.3369750976562,0.9992448687553406,0.8548212647438049,12.641975308641975,47.91666666666667,1.15234375,0,0,0,high_confidence_review
132,stress,ngc_3031,ngc_3031__std_006306.npy,spatial_offset_16pix__shell_minor,1,874.546630859375,0.9998127222061157,0.8490744233131409,12.716049382716049,41.66666666666667,1.2890625,0,0,0,high_confidence_review
133,stress,ngc_3031,ngc_3031__std_006774.npy,spatial_offset_16pix__shell_minor,1,874.0680541992188,0.9997751116752625,0.8552525043487549,12.617283950617283,52.083333333333336,1.1328125,0,0,0,high_confidence_review
