galaxy,source_galaxy_name,shell_id,paper_type,paper_type_label,review_hint,ra_deg,dec_deg,velocity_center_kms,diameter_pc,expansion_velocity_kms,position_angle_deg,axis_ratio,galactocentric_radius_kpc,nHI,kinematic_age_myr,log_energy_erg,log_HI_mass,recommended_pv_center_velocity_kms,recommended_pv_spatial_window_kpc,recommended_pv_velocity_window_kms,recommended_major_axis_pa_deg,recommended_minor_axis_pa_deg,generated_patch_count,generated_splits,generated_cut_categories,detected_after_filters,best_split,best_patch_filename,best_cut_category,best_component_id,best_probability_mass,best_max_probability,best_mean_probability,best_area_over_beam,best_velocity_extent_kms,best_spatial_extent_kpc,best_fill_factor,best_probability_mass_density,best_edge_touching,best_velocity_edge_touching,best_velocity_extent_gt_70kms,supporting_candidate_components,supporting_patch_count,overlapping_label_component_count,supporting_cut_categories,candidate_quality_class
ngc_3031,NGC 3031,243,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",149.06041666666667,69.09519444444445,-55.0,123.0,8.0,28.0,0.9,8.4,0.2,8.0,0.8,0.6,-55.0,5.0,200.0,28.0,118.0,24,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006303.npy,spatial_offset_4pix__shell_minor,1,906.0433349609375,0.9986393451690674,0.8515444993972778,13.135802469135802,47.91666666666667,1.19140625,0.7583749109052031,0.6457899750256147,0,0,0,82,25,11,spatial_offset_8pix__shell_minor:9;spatial_offset_4pix__shell_minor:8;spatial_offset_16pix__shell_minor:8;spatial_offset_8pix__shell_major:6;spatial_offset_4pix__shell_major:6;random_nearby_grazing:6;spatial_offset_16pix__shell_major:4;centered_positive__shell_major:4;centered_positive__shell_minor:3;centered_positive__galaxy_major:3;angle_offset_+45deg:3;angle_offset_+22.5deg:3;angle_offset_-22.5deg:3;velocity_offset_-15kms:3;velocity_offset_+15kms:3;velocity_offset_-30kms:3;angle_offset_-45deg:3;centered_positive__galaxy_minor:2;velocity_offset_+30kms:2,high_confidence_review
ngc_3031,NGC 3031,244,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.06083333333333,69.03769444444444,-145.0,368.0,8.0,18.0,0.8,6.0,-0.1,22.0,2.0,2.0,-145.0,5.0,200.0,18.0,108.0,24,stress,spatial_offset_4pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_8pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006319.npy,centered_positive__shell_minor,2,451.8115234375,0.9969145059585571,0.7803307771682739,7.148148148148148,47.91666666666667,0.80078125,0.6139978791092259,0.4791214458510074,0,0,0,67,26,24,spatial_offset_4pix__shell_minor:9;angle_offset_-45deg:5;centered_positive__galaxy_minor:5;spatial_offset_8pix__shell_major:5;spatial_offset_8pix__shell_minor:5;spatial_offset_16pix__shell_minor:5;spatial_offset_16pix__shell_major:4;angle_offset_-22.5deg:4;spatial_offset_4pix__shell_major:4;velocity_offset_+30kms:3;velocity_offset_-15kms:3;velocity_offset_-30kms:3;random_nearby_grazing:3;centered_positive__shell_minor:2;velocity_offset_+15kms:2;centered_positive__shell_major:2;centered_positive__galaxy_major:1;angle_offset_+45deg:1;angle_offset_+22.5deg:1,medium_confidence_review
ngc_3031,NGC 3031,245,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.0625,69.06019444444445,-96.0,111.0,8.0,57.0,0.6,6.8,-0.1,7.0,0.3,0.2,-96.0,5.0,200.0,57.0,147.0,24,stress,spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_8pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006351.npy,spatial_offset_8pix__shell_major,1,803.363525390625,0.99720698595047,0.831639289855957,11.925925925925926,50.0,1.3671875,0.575,0.47819257463727677,0,0,0,78,26,13,spatial_offset_8pix__shell_major:8;spatial_offset_4pix__shell_major:8;spatial_offset_16pix__shell_major:8;random_nearby_grazing:7;spatial_offset_16pix__shell_minor:7;spatial_offset_4pix__shell_minor:6;velocity_offset_-15kms:4;centered_positive__galaxy_minor:4;angle_offset_-45deg:3;spatial_offset_8pix__shell_minor:3;centered_positive__galaxy_major:3;angle_offset_+45deg:3;velocity_offset_+30kms:2;velocity_offset_+15kms:2;centered_positive__shell_major:2;velocity_offset_-30kms:2;angle_offset_-22.5deg:2;angle_offset_+22.5deg:2;centered_positive__shell_minor:2,high_confidence_review
ngc_3031,NGC 3031,246,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.06416666666667,69.09769444444444,-73.0,105.0,10.0,122.0,0.8,8.7,0.1,5.0,0.6,0.3,-73.0,5.0,200.0,122.0,32.0,25,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_16pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006395.npy,random_nearby_grazing,3,894.6694946289062,0.9999167323112488,0.8711484670639038,12.679012345679013,43.75,1.19140625,0.8017174082747853,0.6984149060334943,0,0,0,97,26,9,random_nearby_grazing:10;spatial_offset_4pix__shell_major:8;spatial_offset_8pix__shell_major:8;spatial_offset_16pix__shell_major:8;spatial_offset_8pix__shell_minor:7;spatial_offset_4pix__shell_minor:7;velocity_offset_-30kms:5;centered_positive__shell_major:5;velocity_offset_-15kms:5;velocity_offset_+15kms:5;velocity_offset_+30kms:5;spatial_offset_16pix__shell_minor:4;angle_offset_-22.5deg:3;angle_offset_+22.5deg:3;centered_positive__galaxy_major:3;angle_offset_-45deg:3;centered_positive__galaxy_minor:3;centered_positive__shell_minor:3;angle_offset_+45deg:2,high_confidence_review
ngc_3031,NGC 3031,247,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.06416666666667,69.1068611111111,-37.0,114.0,10.0,160.0,0.9,9.3,-0.2,6.0,0.4,0.1,-37.0,5.0,200.0,160.0,70.0,22,stress,spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006414.npy,angle_offset_+22.5deg,1,818.9260864257812,0.9998735189437866,0.8399242162704468,12.037037037037036,47.91666666666667,1.19140625,0.6949394155381325,0.5836964265329874,0,0,0,88,26,15,spatial_offset_4pix__shell_minor:11;spatial_offset_8pix__shell_major:10;spatial_offset_16pix__shell_minor:6;random_nearby_grazing:6;spatial_offset_16pix__shell_major:5;spatial_offset_8pix__shell_minor:5;spatial_offset_4pix__shell_major:5;centered_positive__shell_minor:5;angle_offset_-22.5deg:5;angle_offset_-45deg:4;centered_positive__galaxy_major:4;centered_positive__shell_major:3;velocity_offset_-15kms:3;velocity_offset_-30kms:3;velocity_offset_+15kms:3;centered_positive__galaxy_minor:3;velocity_offset_+30kms:3;angle_offset_+22.5deg:2;angle_offset_+45deg:2,high_confidence_review
ngc_3031,NGC 3031,248,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.06458333333333,69.01272222222222,-202.0,175.0,13.0,50.0,0.8,6.0,0.0,7.0,1.4,0.9,-202.0,5.0,200.0,50.0,140.0,24,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006442.npy,velocity_offset_-30kms,3,521.6405639648438,0.9999582171440125,0.8454466462135315,7.617283950617284,37.5,0.91796875,0.7293144208037825,0.6165964113059619,0,0,0,55,24,14,spatial_offset_16pix__shell_major:6;spatial_offset_8pix__shell_major:6;spatial_offset_4pix__shell_major:5;random_nearby_grazing:5;spatial_offset_8pix__shell_minor:4;spatial_offset_4pix__shell_minor:4;velocity_offset_-30kms:3;velocity_offset_-15kms:3;centered_positive__shell_major:3;angle_offset_-22.5deg:2;angle_offset_+45deg:2;centered_positive__galaxy_minor:2;angle_offset_+22.5deg:2;spatial_offset_16pix__shell_minor:2;centered_positive__galaxy_major:2;centered_positive__shell_minor:2;angle_offset_-45deg:1;velocity_offset_+15kms:1,high_confidence_review
ngc_3031,NGC 3031,249,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.06541666666666,69.04433333333333,-124.0,190.0,8.0,75.0,0.7,6.4,0.0,12.0,1.1,0.9,-124.0,5.0,200.0,75.0,165.0,25,stress,spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006456.npy,spatial_offset_16pix__shell_major,2,299.27484130859375,0.9975588917732239,0.8267260789871216,4.469135802469136,37.5,0.5078125,0.7735042735042735,0.6394761566422943,0,0,0,61,24,15,spatial_offset_16pix__shell_major:7;spatial_offset_8pix__shell_major:7;spatial_offset_4pix__shell_major:6;spatial_offset_16pix__shell_minor:5;centered_positive__galaxy_minor:4;angle_offset_+22.5deg:4;spatial_offset_4pix__shell_minor:4;angle_offset_-22.5deg:3;centered_positive__shell_minor:3;random_nearby_grazing:3;spatial_offset_8pix__shell_minor:3;angle_offset_-45deg:3;centered_positive__shell_major:2;velocity_offset_-30kms:2;centered_positive__galaxy_major:2;angle_offset_+45deg:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1,medium_confidence_review
ngc_3031,NGC 3031,250,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.06541666666666,69.05058333333334,-109.0,104.0,8.0,20.0,0.7,6.6,0.0,6.0,0.3,0.2,-109.0,5.0,200.0,20.0,110.0,24,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006491.npy,angle_offset_-22.5deg,1,583.5320434570312,0.9976779818534851,0.8432543873786926,8.54320987654321,43.75,0.8984375,0.7163561076604554,0.604070438361316,0,0,0,62,25,6,spatial_offset_4pix__shell_minor:6;spatial_offset_8pix__shell_minor:6;spatial_offset_8pix__shell_major:5;centered_positive__galaxy_minor:5;spatial_offset_4pix__shell_major:4;spatial_offset_16pix__shell_minor:4;angle_offset_-45deg:4;spatial_offset_16pix__shell_major:4;centered_positive__galaxy_major:4;random_nearby_grazing:4;centered_positive__shell_minor:3;angle_offset_+45deg:2;velocity_offset_+30kms:2;velocity_offset_+15kms:2;velocity_offset_-30kms:2;centered_positive__shell_major:2;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;velocity_offset_-15kms:1,high_confidence_review
ngc_3031,NGC 3031,251,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",149.06708333333336,69.086,-68.0,117.0,13.0,48.0,0.7,8.1,0.0,4.0,0.8,0.3,-68.0,5.0,200.0,48.0,138.0,25,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006512.npy,spatial_offset_8pix__shell_minor,2,887.941650390625,0.9996575117111206,0.8480818271636963,12.925925925925926,47.91666666666667,1.171875,0.758695652173913,0.6434359785439312,0,0,0,76,26,22,spatial_offset_4pix__shell_minor:10;spatial_offset_8pix__shell_minor:8;spatial_offset_16pix__shell_minor:8;spatial_offset_16pix__shell_major:8;angle_offset_-45deg:5;centered_positive__shell_minor:4;centered_positive__galaxy_major:4;spatial_offset_8pix__shell_major:4;angle_offset_+45deg:4;spatial_offset_4pix__shell_major:4;angle_offset_-22.5deg:4;centered_positive__galaxy_minor:3;random_nearby_grazing:3;angle_offset_+22.5deg:2;velocity_offset_-15kms:1;centered_positive__shell_major:1;velocity_offset_-30kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,high_confidence_review
ngc_3031,NGC 3031,252,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.0675,68.86805555555554,-202.0,86.0,8.0,20.0,0.7,13.8,-0.9,5.0,-0.9,-1.0,-202.0,5.0,200.0,20.0,110.0,4,stress,centered_positive__galaxy_minor:1;angle_offset_-45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1,1,stress,ngc_3031__std_006546.npy,velocity_offset_-30kms,1,240.40878295898438,0.9456204175949097,0.6497534513473511,4.567901234567901,27.083333333333336,0.7421875,0.7489878542510121,0.48665745538255945,0,0,0,14,9,1,velocity_offset_-30kms:2;centered_positive__galaxy_minor:2;angle_offset_-45deg:2;angle_offset_-22.5deg:2;velocity_offset_+15kms:2;velocity_offset_-15kms:1;angle_offset_+22.5deg:1;spatial_offset_16pix__shell_major:1;velocity_offset_+30kms:1,medium_confidence_review
ngc_3031,NGC 3031,253,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.07041666666666,68.95347222222223,-248.0,146.0,8.0,121.0,0.5,8.2,-0.5,9.0,0.3,0.1,-248.0,5.0,200.0,121.0,31.0,6,stress,centered_positive__shell_minor:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_minor:1;angle_offset_-22.5deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1,1,stress,ngc_3031__std_006559.npy,spatial_offset_8pix__shell_major,1,498.7123718261719,0.9549285769462585,0.688829243183136,8.938271604938272,27.083333333333336,1.40625,0.7735042735042735,0.5328123630621494,0,0,0,43,22,3,spatial_offset_8pix__shell_minor:5;velocity_offset_-30kms:5;spatial_offset_4pix__shell_minor:4;spatial_offset_8pix__shell_major:3;random_nearby_grazing:3;centered_positive__shell_major:3;spatial_offset_16pix__shell_minor:3;angle_offset_-22.5deg:3;centered_positive__galaxy_major:3;spatial_offset_16pix__shell_major:2;velocity_offset_+15kms:2;velocity_offset_-15kms:2;angle_offset_-45deg:1;velocity_offset_+30kms:1;spatial_offset_4pix__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_minor:1,medium_confidence_review
ngc_3031,NGC 3031,254,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",149.07166666666666,69.08391666666667,-68.0,135.0,8.0,20.0,0.7,8.2,-0.1,8.0,0.6,0.4,-68.0,5.0,200.0,20.0,110.0,25,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_16pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006588.npy,spatial_offset_4pix__shell_minor,1,828.4529418945312,0.9981483221054077,0.8585004806518555,11.91358024691358,50.0,1.0546875,0.7445987654320988,0.6392383810914593,0,0,0,93,26,26,spatial_offset_4pix__shell_minor:10;spatial_offset_16pix__shell_minor:9;spatial_offset_8pix__shell_minor:9;spatial_offset_4pix__shell_major:7;random_nearby_grazing:7;centered_positive__shell_minor:5;spatial_offset_16pix__shell_major:5;spatial_offset_8pix__shell_major:4;angle_offset_-45deg:4;velocity_offset_-15kms:4;centered_positive__shell_major:4;velocity_offset_-30kms:4;velocity_offset_+15kms:4;velocity_offset_+30kms:4;centered_positive__galaxy_major:3;angle_offset_+45deg:3;angle_offset_+22.5deg:3;centered_positive__galaxy_minor:2;angle_offset_-22.5deg:2,high_confidence_review
ngc_3031,NGC 3031,255,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",149.07333333333332,69.06555555555555,-104.0,102.0,13.0,41.0,0.6,7.4,-0.2,4.0,0.4,0.0,-104.0,5.0,200.0,41.0,131.0,25,stress,spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006621.npy,angle_offset_-22.5deg,1,854.4818115234375,0.9995572566986084,0.8502306342124939,12.407407407407407,47.91666666666667,1.30859375,0.6521739130434783,0.5544982553688758,0,0,0,76,26,18,spatial_offset_16pix__shell_minor:8;spatial_offset_8pix__shell_major:7;spatial_offset_8pix__shell_minor:6;spatial_offset_16pix__shell_major:6;spatial_offset_4pix__shell_minor:6;angle_offset_+45deg:5;spatial_offset_4pix__shell_major:5;centered_positive__shell_minor:5;angle_offset_-45deg:4;random_nearby_grazing:4;centered_positive__galaxy_minor:3;centered_positive__galaxy_major:3;velocity_offset_+30kms:3;angle_offset_+22.5deg:3;angle_offset_-22.5deg:2;centered_positive__shell_major:2;velocity_offset_+15kms:2;velocity_offset_-30kms:1;velocity_offset_-15kms:1,high_confidence_review
ngc_3031,NGC 3031,256,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.07333333333332,69.00722222222223,-225.0,96.0,10.0,87.0,0.8,6.4,0.1,5.0,0.5,0.2,-225.0,5.0,200.0,87.0,177.0,23,stress,spatial_offset_4pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_4pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1,1,stress,ngc_3031__std_006648.npy,angle_offset_+22.5deg,1,321.02545166015625,0.9931926131248474,0.732934832572937,5.407407407407407,31.250000000000004,0.8203125,0.6952380952380952,0.509564208984375,0,0,0,46,22,15,random_nearby_grazing:6;spatial_offset_4pix__shell_major:4;velocity_offset_-30kms:4;angle_offset_+45deg:4;spatial_offset_8pix__shell_major:3;velocity_offset_+15kms:3;spatial_offset_16pix__shell_major:3;velocity_offset_-15kms:3;centered_positive__shell_major:3;spatial_offset_8pix__shell_minor:2;centered_positive__galaxy_major:2;spatial_offset_16pix__shell_minor:2;angle_offset_-45deg:2;angle_offset_+22.5deg:1;angle_offset_-22.5deg:1;velocity_offset_+30kms:1;centered_positive__shell_minor:1;spatial_offset_4pix__shell_minor:1,medium_confidence_review
ngc_3031,NGC 3031,257,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.07375,68.97763888888889,-253.0,126.0,8.0,104.0,0.7,7.1,-0.4,8.0,0.2,0.0,-253.0,5.0,200.0,104.0,14.0,10,stress,spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1,1,stress,ngc_3031__std_006676.npy,velocity_offset_-30kms,2,124.14826202392578,0.9181627035140991,0.6115677952766418,2.506172839506173,22.916666666666668,0.46875,0.7689393939393939,0.47025856827244616,0,0,0,13,10,2,velocity_offset_-30kms:2;spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;centered_positive__galaxy_major:1;angle_offset_-45deg:1;spatial_offset_8pix__shell_minor:1;angle_offset_-22.5deg:1;centered_positive__shell_minor:1;velocity_offset_-15kms:1;angle_offset_+22.5deg:1,medium_confidence_review
ngc_3031,NGC 3031,258,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.07416666666666,69.02466666666666,-176.0,88.0,8.0,0.0,1.0,6.3,0.0,5.0,0.1,-0.1,-176.0,5.0,200.0,0.0,90.0,23,stress,spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_4pix__shell_minor:1;spatial_offset_8pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_006698.npy,angle_offset_-45deg,2,542.9223022460938,0.9999443888664246,0.868675708770752,7.716049382716049,39.583333333333336,0.78125,0.8223684210526315,0.7143714503238076,0,0,0,50,24,16,spatial_offset_4pix__shell_minor:5;spatial_offset_8pix__shell_minor:5;angle_offset_-45deg:4;spatial_offset_16pix__shell_major:4;spatial_offset_8pix__shell_major:4;centered_positive__galaxy_major:4;spatial_offset_16pix__shell_minor:3;angle_offset_+45deg:3;angle_offset_+22.5deg:3;centered_positive__shell_minor:2;centered_positive__galaxy_minor:2;angle_offset_-22.5deg:2;velocity_offset_-30kms:2;random_nearby_grazing:2;spatial_offset_4pix__shell_major:2;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,high_confidence_review
ngc_3031,NGC 3031,259,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.07416666666666,68.9026388888889,-217.0,142.0,8.0,123.0,0.7,11.4,-0.6,9.0,0.1,0.0,-217.0,5.0,200.0,123.0,33.0,8,stress,centered_positive__shell_major:1;centered_positive__shell_minor:1;spatial_offset_4pix__shell_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1,1,stress,ngc_3031__std_006728.npy,velocity_offset_-30kms,1,354.324951171875,0.9922000169754028,0.794450581073761,5.506172839506172,35.41666666666667,0.68359375,0.7495798319327731,0.5955041196165967,0,0,0,24,16,1,spatial_offset_16pix__shell_minor:5;velocity_offset_-15kms:3;velocity_offset_-30kms:2;angle_offset_-45deg:2;angle_offset_+45deg:2;spatial_offset_8pix__shell_minor:2;centered_positive__shell_major:1;spatial_offset_4pix__shell_major:1;random_nearby_grazing:1;spatial_offset_16pix__shell_major:1;velocity_offset_+30kms:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_4pix__shell_minor:1,medium_confidence_review
