galaxy,source_galaxy_name,shell_id,paper_type,paper_type_label,review_hint,ra_deg,dec_deg,velocity_center_kms,diameter_pc,expansion_velocity_kms,position_angle_deg,axis_ratio,galactocentric_radius_kpc,nHI,kinematic_age_myr,log_energy_erg,log_HI_mass,recommended_pv_center_velocity_kms,recommended_pv_spatial_window_kpc,recommended_pv_velocity_window_kms,recommended_major_axis_pa_deg,recommended_minor_axis_pa_deg,generated_patch_count,generated_splits,generated_cut_categories,detected_after_filters,best_split,best_patch_filename,best_cut_category,best_component_id,best_probability_mass,best_max_probability,best_mean_probability,best_area_over_beam,best_velocity_extent_kms,best_spatial_extent_kpc,best_fill_factor,best_probability_mass_density,best_edge_touching,best_velocity_edge_touching,best_velocity_extent_gt_70kms,supporting_candidate_components,supporting_patch_count,overlapping_label_component_count,supporting_cut_categories,candidate_quality_class
ngc_3031,NGC 3031,82,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,148.76291666666668,68.9696111111111,-96.0,123.0,8.0,90.0,0.9,11.2,-0.6,8.0,-0.1,-0.2,-96.0,5.0,200.0,90.0,0.0,25,stress,spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002116.npy,spatial_offset_4pix__shell_minor,1,709.0997314453125,0.9993765950202942,0.8461810350418091,10.345679012345679,47.91666666666667,0.95703125,0.743566992014197,0.6291923082922027,0,0,0,72,26,16,spatial_offset_16pix__shell_minor:8;spatial_offset_8pix__shell_minor:6;spatial_offset_8pix__shell_major:6;random_nearby_grazing:6;spatial_offset_4pix__shell_minor:5;spatial_offset_4pix__shell_major:5;spatial_offset_16pix__shell_major:5;centered_positive__shell_minor:3;angle_offset_-22.5deg:3;centered_positive__galaxy_minor:3;angle_offset_+45deg:3;velocity_offset_-15kms:3;velocity_offset_-30kms:3;centered_positive__shell_major:3;centered_positive__galaxy_major:2;angle_offset_-45deg:2;angle_offset_+22.5deg:2;velocity_offset_+30kms:2;velocity_offset_+15kms:2,high_confidence_review
ngc_3031,NGC 3031,83,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,148.76416666666665,69.22044444444445,119.0,91.0,8.0,98.0,0.8,11.0,-0.4,6.0,-0.3,-0.4,119.0,5.0,200.0,98.0,8.0,23,stress,spatial_offset_4pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_16pix__shell_major:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002154.npy,velocity_offset_+15kms,1,789.2451171875,0.9997031092643738,0.8560142517089844,11.382716049382717,47.91666666666667,1.0546875,0.7423510466988728,0.6354630573168277,0,0,0,66,25,17,spatial_offset_16pix__shell_minor:7;spatial_offset_8pix__shell_minor:7;spatial_offset_4pix__shell_minor:7;spatial_offset_16pix__shell_major:5;centered_positive__galaxy_minor:4;spatial_offset_8pix__shell_major:4;angle_offset_+22.5deg:4;velocity_offset_+15kms:3;velocity_offset_+30kms:3;angle_offset_-22.5deg:3;spatial_offset_4pix__shell_major:3;random_nearby_grazing:3;angle_offset_-45deg:3;angle_offset_+45deg:2;centered_positive__shell_minor:2;centered_positive__shell_major:2;centered_positive__galaxy_major:2;velocity_offset_-15kms:2,high_confidence_review
ngc_3031,NGC 3031,84,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",148.76624999999999,69.00044444444444,-88.0,86.0,8.0,120.0,0.7,8.8,-0.2,5.0,-0.1,-0.2,-88.0,5.0,200.0,120.0,30.0,25,stress,spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002175.npy,angle_offset_-22.5deg,1,770.2066650390625,0.9937425851821899,0.7997992634773254,11.88888888888889,35.41666666666667,1.5234375,0.7262443438914027,0.5808496719751602,1,0,0,79,26,9,spatial_offset_8pix__shell_major:7;spatial_offset_4pix__shell_major:7;spatial_offset_4pix__shell_minor:7;spatial_offset_16pix__shell_minor:7;random_nearby_grazing:6;spatial_offset_8pix__shell_minor:6;velocity_offset_-15kms:5;spatial_offset_16pix__shell_major:5;velocity_offset_+15kms:5;centered_positive__shell_major:4;velocity_offset_+30kms:3;centered_positive__galaxy_major:3;angle_offset_-22.5deg:2;velocity_offset_-30kms:2;angle_offset_-45deg:2;angle_offset_+45deg:2;angle_offset_+22.5deg:2;centered_positive__galaxy_minor:2;centered_positive__shell_minor:2,high_confidence_review
ngc_3031,NGC 3031,85,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,148.76749999999998,69.00627777777778,-93.0,104.0,8.0,68.0,0.7,8.4,-0.2,6.0,0.1,-0.1,-93.0,5.0,200.0,68.0,158.0,19,stress,spatial_offset_4pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002200.npy,angle_offset_-45deg,3,564.3968505859375,0.9797553420066833,0.7596189379692078,9.17283950617284,41.66666666666667,0.8984375,0.8076086956521739,0.6134748375934104,0,0,0,58,26,0,spatial_offset_4pix__shell_minor:6;spatial_offset_8pix__shell_major:6;spatial_offset_16pix__shell_minor:5;spatial_offset_8pix__shell_minor:5;spatial_offset_16pix__shell_major:4;angle_offset_-45deg:3;centered_positive__shell_minor:3;centered_positive__galaxy_major:3;velocity_offset_-30kms:3;spatial_offset_4pix__shell_major:3;velocity_offset_-15kms:3;random_nearby_grazing:3;angle_offset_+45deg:2;angle_offset_-22.5deg:2;velocity_offset_+30kms:2;centered_positive__shell_major:2;angle_offset_+22.5deg:1;centered_positive__galaxy_minor:1;velocity_offset_+15kms:1,high_confidence_review
ngc_3031,NGC 3031,86,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,148.76875,69.22377777777778,114.0,120.0,8.0,23.0,0.6,11.3,-0.6,7.0,-0.2,-0.3,114.0,5.0,200.0,23.0,113.0,24,stress,spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002218.npy,spatial_offset_16pix__shell_major,1,759.8843994140625,0.9999019503593445,0.8615469336509705,10.88888888888889,45.833333333333336,0.9765625,0.8018181818181818,0.6908039994673295,0,0,0,80,26,22,spatial_offset_4pix__shell_minor:8;spatial_offset_16pix__shell_major:7;spatial_offset_8pix__shell_major:6;spatial_offset_4pix__shell_major:6;random_nearby_grazing:6;spatial_offset_8pix__shell_minor:6;centered_positive__shell_minor:5;spatial_offset_16pix__shell_minor:5;velocity_offset_+30kms:4;angle_offset_+22.5deg:4;velocity_offset_-15kms:3;angle_offset_-22.5deg:3;centered_positive__shell_major:3;velocity_offset_+15kms:3;angle_offset_+45deg:3;centered_positive__galaxy_major:3;angle_offset_-45deg:2;velocity_offset_-30kms:2;centered_positive__galaxy_minor:1,high_confidence_review
ngc_3031,NGC 3031,87,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,148.77249999999998,69.12294444444444,158.0,133.0,8.0,20.0,0.6,4.6,0.0,8.0,0.6,0.5,158.0,5.0,200.0,20.0,110.0,7,stress,random_nearby_grazing:2;spatial_offset_16pix__shell_major:1;spatial_offset_4pix__shell_minor:1;spatial_offset_16pix__shell_minor:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002250.npy,spatial_offset_16pix__shell_minor,1,315.833984375,0.9850248098373413,0.7129435539245605,5.469135802469136,31.250000000000004,0.87890625,0.6562962962962963,0.4679021990740741,0,0,0,58,23,2,random_nearby_grazing:7;spatial_offset_16pix__shell_minor:6;spatial_offset_4pix__shell_major:6;velocity_offset_+30kms:4;spatial_offset_4pix__shell_minor:4;velocity_offset_+15kms:4;spatial_offset_8pix__shell_minor:4;centered_positive__shell_major:4;spatial_offset_8pix__shell_major:3;spatial_offset_16pix__shell_major:3;velocity_offset_-15kms:3;centered_positive__galaxy_major:3;centered_positive__shell_minor:2;angle_offset_-45deg:2;angle_offset_+45deg:2;angle_offset_+22.5deg:1,medium_confidence_review
ngc_3031,NGC 3031,88,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,148.77249999999998,68.97708333333334,-111.0,101.0,12.0,0.0,0.9,10.4,-0.2,4.0,0.3,-0.1,-111.0,5.0,200.0,0.0,90.0,23,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002286.npy,random_nearby_grazing,1,866.7809448242188,0.9945635795593262,0.7677422165870667,13.938271604938272,39.583333333333336,1.875,0.6189692982456141,0.4752088513290673,0,0,0,55,26,7,spatial_offset_8pix__shell_major:6;spatial_offset_4pix__shell_major:5;spatial_offset_16pix__shell_major:5;spatial_offset_8pix__shell_minor:5;spatial_offset_16pix__shell_minor:5;angle_offset_+22.5deg:4;spatial_offset_4pix__shell_minor:4;centered_positive__galaxy_major:3;angle_offset_-22.5deg:3;random_nearby_grazing:2;angle_offset_+45deg:2;velocity_offset_-30kms:2;velocity_offset_+30kms:2;angle_offset_-45deg:2;centered_positive__shell_major:1;velocity_offset_+15kms:1;velocity_offset_-15kms:1;centered_positive__shell_minor:1;centered_positive__galaxy_minor:1,high_confidence_review
ngc_3031,NGC 3031,89,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,148.77291666666665,68.99541666666667,-93.0,149.0,13.0,79.0,0.9,9.0,-0.2,6.0,0.9,0.4,-93.0,5.0,200.0,79.0,169.0,23,stress,spatial_offset_8pix__shell_major:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_16pix__shell_major:1;spatial_offset_4pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002300.npy,spatial_offset_8pix__shell_minor,1,621.3108520507812,0.9993507266044617,0.8476273417472839,9.049382716049383,45.833333333333336,0.859375,0.7572314049586777,0.6418500537714682,0,0,0,55,26,2,spatial_offset_16pix__shell_minor:5;spatial_offset_16pix__shell_major:5;random_nearby_grazing:5;spatial_offset_8pix__shell_minor:4;spatial_offset_4pix__shell_minor:4;spatial_offset_8pix__shell_major:4;spatial_offset_4pix__shell_major:4;centered_positive__galaxy_major:3;centered_positive__shell_minor:2;angle_offset_-45deg:2;velocity_offset_-30kms:2;velocity_offset_-15kms:2;angle_offset_-22.5deg:2;centered_positive__shell_major:2;velocity_offset_+15kms:2;velocity_offset_+30kms:2;angle_offset_+45deg:2;angle_offset_+22.5deg:2;centered_positive__galaxy_minor:1,high_confidence_review
ngc_3031,NGC 3031,90,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,148.77458333333334,69.2225,114.0,218.0,8.0,120.0,0.5,11.2,-0.5,13.0,0.8,0.6,114.0,5.0,200.0,120.0,30.0,21,stress,spatial_offset_4pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_16pix__shell_major:1;spatial_offset_8pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002315.npy,centered_positive__shell_minor,1,716.854736328125,0.9995914697647095,0.8335520029067993,10.617283950617283,45.833333333333336,0.9765625,0.7818181818181819,0.6516861239346591,0,0,0,79,26,21,random_nearby_grazing:8;spatial_offset_8pix__shell_minor:7;spatial_offset_4pix__shell_major:7;spatial_offset_4pix__shell_minor:6;spatial_offset_16pix__shell_minor:6;velocity_offset_+30kms:5;velocity_offset_+15kms:5;centered_positive__shell_major:5;spatial_offset_8pix__shell_major:5;angle_offset_+45deg:4;centered_positive__galaxy_major:4;centered_positive__shell_minor:3;velocity_offset_-15kms:3;spatial_offset_16pix__shell_major:3;angle_offset_-22.5deg:3;angle_offset_-45deg:2;centered_positive__galaxy_minor:1;velocity_offset_-30kms:1;angle_offset_+22.5deg:1,high_confidence_review
ngc_3031,NGC 3031,91,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,148.77791666666667,69.1525,166.0,138.0,8.0,83.0,0.7,6.1,-0.1,8.0,0.6,0.4,166.0,5.0,200.0,83.0,173.0,8,stress,centered_positive__shell_minor:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_4pix__shell_minor:1;spatial_offset_8pix__shell_minor:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002363.npy,velocity_offset_+30kms,3,539.8380126953125,0.9988448619842529,0.8461410999298096,7.8765432098765435,43.75,0.7421875,0.7994987468671679,0.6764887377134242,0,0,0,33,21,0,spatial_offset_4pix__shell_minor:6;spatial_offset_8pix__shell_minor:4;spatial_offset_16pix__shell_minor:4;velocity_offset_+30kms:3;spatial_offset_4pix__shell_major:2;spatial_offset_16pix__shell_major:2;random_nearby_grazing:2;angle_offset_-22.5deg:2;centered_positive__shell_minor:2;spatial_offset_8pix__shell_major:1;velocity_offset_+15kms:1;centered_positive__shell_major:1;centered_positive__galaxy_minor:1;angle_offset_-45deg:1;angle_offset_+22.5deg:1,high_confidence_review
ngc_3031,NGC 3031,92,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,148.77874999999997,68.99166666666667,-104.0,106.0,13.0,128.0,0.6,9.1,-0.3,4.0,0.4,-0.1,-104.0,5.0,200.0,128.0,38.0,22,stress,spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_16pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002375.npy,spatial_offset_16pix__shell_major,2,693.286376953125,0.9979463815689087,0.8352847695350647,10.246913580246913,47.91666666666667,0.9375,0.7518115942028986,0.6279767907184103,0,0,0,68,25,3,random_nearby_grazing:8;spatial_offset_16pix__shell_major:6;spatial_offset_4pix__shell_major:6;spatial_offset_16pix__shell_minor:6;spatial_offset_8pix__shell_major:5;velocity_offset_-30kms:4;velocity_offset_-15kms:4;centered_positive__galaxy_major:4;centered_positive__shell_major:3;angle_offset_-22.5deg:3;centered_positive__shell_minor:3;spatial_offset_8pix__shell_minor:3;angle_offset_+22.5deg:2;velocity_offset_+30kms:2;velocity_offset_+15kms:2;angle_offset_-45deg:2;spatial_offset_4pix__shell_minor:2;angle_offset_+45deg:2;centered_positive__galaxy_minor:1,high_confidence_review
ngc_3031,NGC 3031,93,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",148.78083333333333,68.97541666666667,-106.0,149.0,8.0,45.0,0.9,10.2,-0.2,9.0,0.6,0.4,-106.0,5.0,200.0,45.0,135.0,23,stress,spatial_offset_4pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_8pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_4pix__shell_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002411.npy,angle_offset_+45deg,1,621.329833984375,0.9950266480445862,0.7718383073806763,9.938271604938272,33.333333333333336,1.30859375,0.7509328358208955,0.5795987257316931,0,0,0,73,26,17,spatial_offset_4pix__shell_major:7;spatial_offset_16pix__shell_major:7;spatial_offset_8pix__shell_major:7;random_nearby_grazing:6;spatial_offset_16pix__shell_minor:5;angle_offset_+45deg:4;spatial_offset_8pix__shell_minor:4;spatial_offset_4pix__shell_minor:4;centered_positive__galaxy_major:4;angle_offset_+22.5deg:3;angle_offset_-45deg:3;velocity_offset_+15kms:3;centered_positive__shell_major:3;velocity_offset_-15kms:3;velocity_offset_-30kms:3;centered_positive__shell_minor:2;angle_offset_-22.5deg:2;velocity_offset_+30kms:2;centered_positive__galaxy_minor:1,high_confidence_review
ngc_3031,NGC 3031,94,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",148.78083333333333,68.9775,-109.0,132.0,9.0,61.0,0.9,10.1,-0.2,7.0,0.5,0.2,-109.0,5.0,200.0,61.0,151.0,23,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002437.npy,angle_offset_+45deg,2,557.01513671875,0.994706392288208,0.7934688329696655,8.666666666666666,33.333333333333336,1.07421875,0.7977272727272727,0.6329717462713068,0,0,0,71,26,7,spatial_offset_8pix__shell_minor:7;spatial_offset_8pix__shell_major:6;random_nearby_grazing:6;spatial_offset_16pix__shell_minor:5;spatial_offset_4pix__shell_minor:5;spatial_offset_4pix__shell_major:5;spatial_offset_16pix__shell_major:4;angle_offset_+22.5deg:4;centered_positive__galaxy_major:3;centered_positive__shell_minor:3;velocity_offset_-30kms:3;velocity_offset_-15kms:3;angle_offset_-22.5deg:3;centered_positive__shell_major:3;centered_positive__galaxy_minor:3;velocity_offset_+30kms:3;angle_offset_+45deg:2;angle_offset_-45deg:2;velocity_offset_+15kms:1,high_confidence_review
ngc_3031,NGC 3031,95,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,148.78125,69.19333333333334,148.0,124.0,8.0,28.0,0.6,9.0,-0.3,8.0,0.2,0.1,148.0,5.0,200.0,28.0,118.0,16,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;spatial_offset_16pix__shell_major:1;spatial_offset_16pix__shell_minor:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002466.npy,velocity_offset_+15kms,2,748.1065063476562,0.999879002571106,0.854002833366394,10.814814814814815,45.833333333333336,0.95703125,0.8126159554730983,0.6939763509718518,0,0,0,38,21,8,spatial_offset_16pix__shell_minor:5;spatial_offset_16pix__shell_major:4;velocity_offset_-30kms:4;spatial_offset_8pix__shell_major:3;angle_offset_+22.5deg:3;spatial_offset_8pix__shell_minor:3;velocity_offset_+15kms:2;velocity_offset_+30kms:2;centered_positive__galaxy_major:2;centered_positive__shell_minor:2;spatial_offset_4pix__shell_minor:2;angle_offset_+45deg:2;centered_positive__galaxy_minor:1;angle_offset_-22.5deg:1;spatial_offset_4pix__shell_major:1;random_nearby_grazing:1,high_confidence_review
ngc_3031,NGC 3031,96,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,148.78375,69.1628888888889,158.0,175.0,8.0,144.0,0.8,6.8,-0.3,11.0,0.8,0.6,158.0,5.0,200.0,144.0,54.0,11,stress,random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_minor:1;spatial_offset_8pix__shell_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002483.npy,spatial_offset_8pix__shell_minor,1,493.5115661621094,0.9988359808921814,0.8238924145698547,7.395061728395062,43.75,0.78125,0.7130952380952381,0.5875137692406064,0,0,0,48,26,4,spatial_offset_4pix__shell_minor:5;velocity_offset_+30kms:4;spatial_offset_8pix__shell_major:4;random_nearby_grazing:4;spatial_offset_4pix__shell_major:4;spatial_offset_16pix__shell_major:3;spatial_offset_16pix__shell_minor:3;angle_offset_-45deg:3;angle_offset_-22.5deg:3;spatial_offset_8pix__shell_minor:2;angle_offset_+22.5deg:2;velocity_offset_+15kms:2;centered_positive__galaxy_major:2;angle_offset_+45deg:2;centered_positive__galaxy_minor:1;centered_positive__shell_major:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;centered_positive__shell_minor:1,medium_confidence_review
ngc_3031,NGC 3031,97,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",148.78416666666666,68.96580555555556,-101.0,114.0,12.0,1.0,0.9,10.9,-0.3,5.0,0.4,0.0,-101.0,5.0,200.0,1.0,91.0,24,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_16pix__shell_major:1;spatial_offset_4pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002513.npy,angle_offset_-22.5deg,2,678.912353515625,0.9895829558372498,0.8091922998428345,10.358024691358025,35.41666666666667,1.26953125,0.7592760180995475,0.6144003199236425,0,0,0,59,26,7,spatial_offset_4pix__shell_major:7;spatial_offset_16pix__shell_major:6;random_nearby_grazing:6;spatial_offset_8pix__shell_major:5;spatial_offset_4pix__shell_minor:3;spatial_offset_16pix__shell_minor:3;spatial_offset_8pix__shell_minor:3;angle_offset_+45deg:3;angle_offset_-45deg:3;angle_offset_-22.5deg:2;velocity_offset_-30kms:2;centered_positive__shell_major:2;velocity_offset_-15kms:2;velocity_offset_+15kms:2;velocity_offset_+30kms:2;centered_positive__galaxy_minor:2;centered_positive__shell_minor:2;angle_offset_+22.5deg:2;centered_positive__galaxy_major:2,high_confidence_review
ngc_3031,NGC 3031,98,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,148.78458333333333,68.99830555555556,-119.0,93.0,8.0,93.0,0.6,8.4,-0.3,6.0,-0.2,-0.3,-119.0,5.0,200.0,93.0,3.0,23,stress,spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_8pix__shell_major:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_002524.npy,centered_positive__galaxy_major,3,695.2039184570312,0.9967032074928284,0.813103973865509,10.555555555555555,43.75,1.1328125,0.7019704433497537,0.5707749741026529,0,0,0,50,26,3,spatial_offset_16pix__shell_minor:7;angle_offset_-45deg:4;spatial_offset_4pix__shell_minor:4;centered_positive__galaxy_major:3;angle_offset_-22.5deg:3;spatial_offset_4pix__shell_major:3;random_nearby_grazing:3;spatial_offset_8pix__shell_minor:3;spatial_offset_16pix__shell_major:3;spatial_offset_8pix__shell_major:2;velocity_offset_-30kms:2;velocity_offset_+15kms:2;velocity_offset_-15kms:2;centered_positive__shell_major:2;velocity_offset_+30kms:2;angle_offset_+22.5deg:2;centered_positive__galaxy_minor:1;centered_positive__shell_minor:1;angle_offset_+45deg:1,high_confidence_review
