split,galaxy,filename,cut_category,manifest_shell_id,shell_type,shell_ids_for_type,label_pixels,single_label_type_in_patch,max_probability,mean_probability_on_label,integrated_probability_on_label,predicted_pixels,tp_pixels,fp_pixels,fn_pixels,pixel_precision,pixel_recall,dice,patch_hit
val,ngc_2366,ngc_2366__std_000000.npy,centered_positive__shell_major,1,1,1,264,1,0.9835922718048096,0.618588924407959,163.30747985839844,368,200,168,64,0.5434782608695652,0.7575757575757576,0.6329113924050633,1
val,ngc_2366,ngc_2366__std_000001.npy,centered_positive__shell_minor,1,1,1,154,1,0.9898386597633362,0.049405016005039215,7.608372688293457,274,22,252,132,0.08029197080291971,0.14285714285714285,0.102803738317757,1
val,ngc_2366,ngc_2366__std_000002.npy,centered_positive__galaxy_major,1,1,1,168,1,0.9678676128387451,0.04669670760631561,7.8450469970703125,226,22,204,146,0.09734513274336283,0.13095238095238096,0.1116751269035533,1
val,ngc_2366,ngc_2366__std_000003.npy,centered_positive__galaxy_minor,1,1,1,240,1,0.9835070967674255,0.6394723057746887,153.47335815429688,382,180,202,60,0.4712041884816754,0.75,0.5787781350482315,1
val,ngc_2366,ngc_2366__std_000004.npy,spatial_offset_4pix__shell_major,1,1,1,176,1,0.9941261410713196,0.8429765701293945,148.36387634277344,473,166,307,10,0.35095137420718814,0.9431818181818182,0.5115562403697997,1
val,ngc_2366,ngc_2366__std_000005.npy,spatial_offset_4pix__shell_major,1,1,1,192,1,0.9795204401016235,0.7238219380378723,138.97381591796875,373,164,209,28,0.43967828418230565,0.8541666666666666,0.5805309734513274,1
val,ngc_2366,ngc_2366__std_000008.npy,spatial_offset_16pix__shell_major,1,1,9,231,1,0.9951031804084778,0.8307110667228699,191.89425659179688,1034,214,820,17,0.20696324951644102,0.9264069264069265,0.3383399209486166,1
val,ngc_2366,ngc_2366__std_000010.npy,spatial_offset_4pix__shell_minor,1,1,1,144,1,0.9214490056037903,0.006225345656275749,0.8964498043060303,133,0,133,144,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000011.npy,spatial_offset_4pix__shell_minor,1,1,"1,5",348,1,0.9820715188980103,0.20595476031303406,71.67225646972656,193,92,101,256,0.47668393782383417,0.26436781609195403,0.34011090573012936,1
val,ngc_2366,ngc_2366__std_000012.npy,spatial_offset_8pix__shell_minor,1,1,1,44,1,0.9534531235694885,0.003930017352104187,0.17292076349258423,153,0,153,44,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000013.npy,spatial_offset_8pix__shell_minor,1,1,"1,5",344,0,0.9963527321815491,0.46308383345603943,159.30084228515625,303,187,116,157,0.6171617161716172,0.5436046511627907,0.5780525502318392,1
val,ngc_2366,ngc_2366__std_000013.npy,spatial_offset_8pix__shell_minor,1,2,11,162,0,0.9963527321815491,0.0041559552773833275,0.673264741897583,303,1,302,161,0.0033003300330033004,0.006172839506172839,0.004301075268817204,1
val,ngc_2366,ngc_2366__std_000014.npy,spatial_offset_16pix__shell_minor,1,3,4,115,1,0.9729249477386475,0.5633295178413391,64.78289794921875,224,84,140,31,0.375,0.7304347826086957,0.49557522123893805,1
val,ngc_2366,ngc_2366__std_000015.npy,spatial_offset_16pix__shell_minor,1,1,5,264,0,0.9991747140884399,0.6183675527572632,163.24903869628906,511,191,320,73,0.37377690802348335,0.7234848484848485,0.49290322580645163,1
val,ngc_2366,ngc_2366__std_000015.npy,spatial_offset_16pix__shell_minor,1,2,11,312,0,0.9991747140884399,0.2362757921218872,73.71804809570312,511,98,413,214,0.1917808219178082,0.3141025641025641,0.23815309842041313,1
val,ngc_2366,ngc_2366__std_000016.npy,angle_offset_-45deg,1,1,1,216,1,0.9971530437469482,0.8494694828987122,183.48541259765625,406,205,201,11,0.5049261083743842,0.9490740740740741,0.6591639871382636,1
val,ngc_2366,ngc_2366__std_000017.npy,angle_offset_-22.5deg,1,1,1,240,1,0.9996474981307983,0.8908442854881287,213.80262756347656,1081,230,851,10,0.2127659574468085,0.9583333333333334,0.34822104466313397,1
val,ngc_2366,ngc_2366__std_000018.npy,angle_offset_+22.5deg,1,1,1,220,1,0.999435544013977,0.6560736298561096,144.33619689941406,999,166,833,54,0.16616616616616617,0.7545454545454545,0.2723543888433142,1
val,ngc_2366,ngc_2366__std_000019.npy,angle_offset_+45deg,1,1,1,216,0,0.9963104128837585,0.004048097413033247,0.8743890523910522,527,0,527,216,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000019.npy,angle_offset_+45deg,1,2,7,205,0,0.9963104128837585,0.6668746471405029,136.7093048095703,527,158,369,47,0.2998102466793169,0.7707317073170732,0.43169398907103823,1
val,ngc_2366,ngc_2366__std_000020.npy,velocity_offset_-30kms,1,1,1,242,1,0.9889779090881348,0.7367451190948486,178.2923126220703,374,210,164,32,0.5614973262032086,0.8677685950413223,0.6818181818181818,1
val,ngc_2366,ngc_2366__std_000021.npy,velocity_offset_-15kms,1,1,1,242,1,0.9853967428207397,0.7055989503860474,170.75494384765625,361,207,154,35,0.5734072022160664,0.8553719008264463,0.6865671641791045,1
val,ngc_2366,ngc_2366__std_000022.npy,velocity_offset_+15kms,1,1,1,264,1,0.9875229001045227,0.6500239372253418,171.6063232421875,377,206,171,58,0.5464190981432361,0.7803030303030303,0.6427457098283932,1
val,ngc_2366,ngc_2366__std_000023.npy,velocity_offset_+30kms,1,1,1,264,1,0.9886826872825623,0.671453058719635,177.26361083984375,371,212,159,52,0.5714285714285714,0.803030303030303,0.6677165354330709,1
val,ngc_2366,ngc_2366__std_000024.npy,random_nearby_grazing,1,1,1,110,1,0.992996335029602,0.8763144612312317,96.39459228515625,478,106,372,4,0.2217573221757322,0.9636363636363636,0.36054421768707484,1
val,ngc_2366,ngc_2366__std_000025.npy,random_nearby_grazing,1,1,1,110,1,0.9753940105438232,0.7912408113479614,87.03649139404297,402,99,303,11,0.2462686567164179,0.9,0.38671875,1
val,ngc_2366,ngc_2366__std_000026.npy,centered_positive__shell_major,2,1,2,242,1,0.9996010661125183,0.9395099878311157,227.36141967773438,1183,241,942,1,0.2037193575655114,0.9958677685950413,0.33824561403508774,1
val,ngc_2366,ngc_2366__std_000027.npy,centered_positive__shell_minor,2,1,2,144,0,0.9980230331420898,0.9797325134277344,141.08148193359375,852,144,708,0,0.16901408450704225,1.0,0.2891566265060241,1
val,ngc_2366,ngc_2366__std_000027.npy,centered_positive__shell_minor,2,3,12,53,0,0.9980230331420898,0.0006476010312326252,0.03432285413146019,852,0,852,53,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000028.npy,centered_positive__galaxy_major,2,1,"2,6",460,1,0.9986234307289124,0.75999915599823,349.599609375,1053,392,661,68,0.37226970560303896,0.8521739130434782,0.5181758096497026,1
val,ngc_2366,ngc_2366__std_000029.npy,centered_positive__galaxy_minor,2,1,2,132,0,0.9984127879142761,0.9535903930664062,125.87393188476562,857,132,725,0,0.15402567094515754,1.0,0.26693629929221435,1
val,ngc_2366,ngc_2366__std_000029.npy,centered_positive__galaxy_minor,2,2,8,285,0,0.9984127879142761,0.0015337595250457525,0.4371214509010315,857,0,857,285,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000029.npy,centered_positive__galaxy_minor,2,3,4,7,0,0.9984127879142761,0.996720016002655,6.9770402908325195,857,7,850,0,0.008168028004667444,1.0,0.016203703703703703,1
val,ngc_2366,ngc_2366__std_000030.npy,spatial_offset_4pix__shell_major,2,1,2,168,1,0.9996835589408875,0.964134931564331,161.97467041015625,1119,168,951,0,0.15013404825737264,1.0,0.26107226107226106,1
val,ngc_2366,ngc_2366__std_000031.npy,spatial_offset_4pix__shell_major,2,1,"2,6",382,1,0.9995506405830383,0.7349671125411987,280.7574462890625,1229,306,923,76,0.24898291293734745,0.8010471204188482,0.37988826815642457,1
val,ngc_2366,ngc_2366__std_000033.npy,spatial_offset_8pix__shell_major,2,1,"1,6",264,1,0.9983973503112793,0.32335084676742554,85.3646240234375,996,105,891,159,0.10542168674698796,0.3977272727272727,0.16666666666666666,1
val,ngc_2366,ngc_2366__std_000034.npy,spatial_offset_16pix__shell_major,2,1,3,240,1,0.9989244341850281,0.9614764451980591,230.7543487548828,1002,239,763,1,0.23852295409181637,0.9958333333333333,0.38486312399355876,1
val,ngc_2366,ngc_2366__std_000035.npy,spatial_offset_16pix__shell_major,2,1,1,168,0,0.9982998967170715,0.04103841260075569,6.894453048706055,1052,20,1032,148,0.019011406844106463,0.11904761904761904,0.03278688524590164,1
val,ngc_2366,ngc_2366__std_000035.npy,spatial_offset_16pix__shell_major,2,3,4,108,0,0.9982998967170715,0.953603208065033,102.98914337158203,1052,108,944,0,0.10266159695817491,1.0,0.18620689655172415,1
val,ngc_2366,ngc_2366__std_000036.npy,spatial_offset_4pix__shell_minor,2,1,2,144,0,0.9993487596511841,0.8543962240219116,123.0330581665039,788,142,646,2,0.1802030456852792,0.9861111111111112,0.30472103004291845,1
val,ngc_2366,ngc_2366__std_000036.npy,spatial_offset_4pix__shell_minor,2,2,8,237,0,0.9993487596511841,0.0005738004692830145,0.135990709066391,788,0,788,237,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000036.npy,spatial_offset_4pix__shell_minor,2,3,"12,4",160,0,0.9993487596511841,0.4117543697357178,65.88069915771484,788,66,722,94,0.08375634517766498,0.4125,0.13924050632911392,1
val,ngc_2366,ngc_2366__std_000037.npy,spatial_offset_4pix__shell_minor,2,1,"18,2",166,1,0.9977456331253052,0.8464969396591187,140.51849365234375,847,144,703,22,0.17001180637544275,0.8674698795180723,0.2843040473840079,1
val,ngc_2366,ngc_2366__std_000038.npy,spatial_offset_8pix__shell_minor,2,1,2,44,0,0.9987382888793945,0.5339913368225098,23.49561882019043,634,36,598,8,0.056782334384858045,0.8181818181818182,0.10619469026548672,1
val,ngc_2366,ngc_2366__std_000038.npy,spatial_offset_8pix__shell_minor,2,2,8,301,0,0.9987382888793945,0.0009197127656079829,0.27683353424072266,634,0,634,301,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000038.npy,spatial_offset_8pix__shell_minor,2,3,4,110,0,0.9987382888793945,0.9820100665092468,108.02111053466797,634,110,524,0,0.17350157728706625,1.0,0.2956989247311828,1
val,ngc_2366,ngc_2366__std_000039.npy,spatial_offset_8pix__shell_minor,2,1,"18,2",104,0,0.9922441244125366,0.3647436797618866,37.93334197998047,904,41,863,63,0.04535398230088496,0.3942307692307692,0.08134920634920635,1
val,ngc_2366,ngc_2366__std_000039.npy,spatial_offset_8pix__shell_minor,2,2,11,208,0,0.9922441244125366,0.05099243298172951,10.606426239013672,904,30,874,178,0.033185840707964605,0.14423076923076922,0.0539568345323741,1
val,ngc_2366,ngc_2366__std_000041.npy,spatial_offset_16pix__shell_minor,2,1,"13,18",198,0,0.9953617453575134,0.0009034544927999377,0.17888398468494415,1079,0,1079,198,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000041.npy,spatial_offset_16pix__shell_minor,2,2,11,312,0,0.9953617453575134,0.007151281926780939,2.2311999797821045,1079,4,1075,308,0.0037071362372567192,0.01282051282051282,0.005751258087706686,1
val,ngc_2366,ngc_2366__std_000042.npy,angle_offset_-45deg,2,1,2,176,1,0.9947109818458557,0.8350108861923218,146.9619140625,460,167,293,9,0.3630434782608696,0.9488636363636364,0.5251572327044025,1
val,ngc_2366,ngc_2366__std_000043.npy,angle_offset_-22.5deg,2,1,2,216,1,0.9964119791984558,0.7417883276939392,160.2262725830078,1109,187,922,29,0.16862037871956717,0.8657407407407407,0.28226415094339624,1
val,ngc_2366,ngc_2366__std_000044.npy,angle_offset_+22.5deg,2,1,"2,3",558,1,0.9998975396156311,0.9428054690361023,526.08544921875,1339,557,782,1,0.41598207617625094,0.9982078853046595,0.5872430152872957,1
val,ngc_2366,ngc_2366__std_000045.npy,angle_offset_+45deg,2,1,"2,5",456,1,0.9994771480560303,0.678886353969574,309.5721740722656,1088,357,731,99,0.328125,0.7828947368421053,0.46243523316062174,1
val,ngc_2366,ngc_2366__std_000046.npy,velocity_offset_-30kms,2,1,2,264,1,0.9995155930519104,0.9607311487197876,253.63302612304688,1220,264,956,0,0.21639344262295082,1.0,0.3557951482479784,1
val,ngc_2366,ngc_2366__std_000047.npy,velocity_offset_-15kms,2,1,2,264,1,0.9995017051696777,0.9505347013473511,250.941162109375,1175,263,912,1,0.22382978723404257,0.9962121212121212,0.3655316191799861,1
val,ngc_2366,ngc_2366__std_000048.npy,velocity_offset_+15kms,2,1,2,242,1,0.9996514916419983,0.9558197259902954,231.30838012695312,1185,242,943,0,0.2042194092827004,1.0,0.3391730903994394,1
val,ngc_2366,ngc_2366__std_000049.npy,velocity_offset_+30kms,2,1,2,264,1,0.9997352361679077,0.936151921749115,247.14410400390625,1217,263,954,1,0.2161051766639277,0.9962121212121212,0.3551654287643484,1
val,ngc_2366,ngc_2366__std_000050.npy,random_nearby_grazing,2,1,2,120,1,0.9995298385620117,0.9629403352737427,115.55284118652344,1095,120,975,0,0.1095890410958904,1.0,0.19753086419753085,1
val,ngc_2366,ngc_2366__std_000051.npy,random_nearby_grazing,2,1,"2,6",338,1,0.9994657635688782,0.6874258518218994,232.34994506835938,1199,252,947,86,0.21017514595496248,0.7455621301775148,0.3279115159401431,1
val,ngc_2366,ngc_2366__std_000052.npy,centered_positive__shell_major,3,1,3,432,1,0.9813568592071533,0.19784562289714813,85.46930694580078,874,132,742,300,0.15102974828375287,0.3055555555555556,0.20214395099540583,1
val,ngc_2366,ngc_2366__std_000053.npy,centered_positive__shell_minor,3,1,3,396,1,0.9980537295341492,0.28736308217048645,113.7957763671875,1172,162,1010,234,0.13822525597269625,0.4090909090909091,0.2066326530612245,1
val,ngc_2366,ngc_2366__std_000054.npy,centered_positive__galaxy_major,3,1,3,432,1,0.9843518137931824,0.16462582349777222,71.11835479736328,1066,120,946,312,0.1125703564727955,0.2777777777777778,0.1602136181575434,1
val,ngc_2366,ngc_2366__std_000055.npy,centered_positive__galaxy_minor,3,1,"13,14,3,6",621,1,0.9995983839035034,0.2289617359638214,142.18524169921875,1407,186,1221,435,0.13219616204690832,0.2995169082125604,0.1834319526627219,1
val,ngc_2366,ngc_2366__std_000056.npy,spatial_offset_4pix__shell_major,3,1,3,408,1,0.9854928851127625,0.2979006767272949,121.5434799194336,1054,190,864,218,0.18026565464895636,0.46568627450980393,0.25991792065663477,1
val,ngc_2366,ngc_2366__std_000057.npy,spatial_offset_4pix__shell_major,3,1,3,374,1,0.9876523613929749,0.6306540966033936,235.86463928222656,1073,287,786,87,0.2674743709226468,0.767379679144385,0.39668279198341394,1
val,ngc_2366,ngc_2366__std_000058.npy,spatial_offset_8pix__shell_major,3,1,3,360,1,0.9903042316436768,0.03039311058819294,10.941519737243652,1047,36,1011,324,0.034383954154727794,0.1,0.0511727078891258,1
val,ngc_2366,ngc_2366__std_000059.npy,spatial_offset_8pix__shell_major,3,1,3,360,1,0.9984557032585144,0.8188868165016174,294.79925537109375,1096,323,773,37,0.2947080291970803,0.8972222222222223,0.44368131868131866,1
val,ngc_2366,ngc_2366__std_000062.npy,spatial_offset_4pix__shell_minor,3,1,"14,3",420,1,0.999308168888092,0.34770771861076355,146.03724670410156,1127,186,941,234,0.1650399290150843,0.44285714285714284,0.24046541693600518,1
val,ngc_2366,ngc_2366__std_000063.npy,spatial_offset_4pix__shell_minor,3,1,3,408,1,0.9868759512901306,0.20164740085601807,82.27214050292969,1193,117,1076,291,0.0980720871751886,0.2867647058823529,0.146158650843223,1
val,ngc_2366,ngc_2366__std_000064.npy,spatial_offset_8pix__shell_minor,3,1,"13,14,3,6",558,1,0.9997491836547852,0.2169802337884903,121.0749740600586,1232,165,1067,393,0.13392857142857142,0.2956989247311828,0.18435754189944134,1
val,ngc_2366,ngc_2366__std_000065.npy,spatial_offset_8pix__shell_minor,3,1,3,360,1,0.996870756149292,0.29236218333244324,105.2503890991211,1304,168,1136,192,0.12883435582822086,0.4666666666666667,0.20192307692307693,1
val,ngc_2366,ngc_2366__std_000066.npy,spatial_offset_16pix__shell_minor,3,1,"13,14,6",305,1,0.9999073147773743,0.41959184408187866,127.97550964355469,1364,138,1226,167,0.10117302052785923,0.4524590163934426,0.16536848412222888,1
val,ngc_2366,ngc_2366__std_000068.npy,angle_offset_-45deg,3,1,3,432,1,0.9993245005607605,0.48087769746780396,207.73916625976562,967,273,694,159,0.2823164426059979,0.6319444444444444,0.3902787705503931,1
val,ngc_2366,ngc_2366__std_000069.npy,angle_offset_-22.5deg,3,1,3,396,1,0.9995798468589783,0.04047258943319321,16.027145385742188,1047,55,992,341,0.05253104106972302,0.1388888888888889,0.07623007623007623,1
val,ngc_2366,ngc_2366__std_000070.npy,angle_offset_+22.5deg,3,1,3,396,1,0.9973629117012024,0.886501669883728,351.0546569824219,1386,384,1002,12,0.27705627705627706,0.9696969696969697,0.43097643097643096,1
val,ngc_2366,ngc_2366__std_000071.npy,angle_offset_+45deg,3,1,"3,5",520,1,0.999290943145752,0.7257115244865417,377.3699951171875,1559,405,1154,115,0.25978191148171903,0.7788461538461539,0.38961038961038963,1
val,ngc_2366,ngc_2366__std_000072.npy,velocity_offset_-30kms,3,1,3,432,1,0.9800999164581299,0.2537301778793335,109.61143493652344,985,155,830,277,0.15736040609137056,0.3587962962962963,0.21877205363443897,1
val,ngc_2366,ngc_2366__std_000073.npy,velocity_offset_-15kms,3,1,3,432,1,0.979230523109436,0.23318234086036682,100.73477172851562,893,149,744,283,0.16685330347144456,0.3449074074074074,0.22490566037735849,1
val,ngc_2366,ngc_2366__std_000074.npy,velocity_offset_+15kms,3,1,3,396,1,0.9844144582748413,0.21003636717796326,83.17440032958984,905,124,781,272,0.13701657458563535,0.31313131313131315,0.19062259800153727,1
val,ngc_2366,ngc_2366__std_000075.npy,velocity_offset_+30kms,3,1,3,396,1,0.987903356552124,0.27102819085121155,107.32716369628906,952,147,805,249,0.15441176470588236,0.3712121212121212,0.21810089020771514,1
val,ngc_2366,ngc_2366__std_000076.npy,random_nearby_grazing,3,1,3,288,1,0.984116792678833,0.005045151337981224,1.4530036449432373,788,0,788,288,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000077.npy,random_nearby_grazing,3,1,3,264,1,0.9979435801506042,0.9289588928222656,245.24514770507812,1034,260,774,4,0.2514506769825919,0.9848484848484849,0.40061633281972264,1
val,ngc_2366,ngc_2366__std_000078.npy,centered_positive__shell_major,4,1,"3,5",534,0,0.9911099672317505,0.22686593234539032,121.14640808105469,838,239,599,295,0.2852028639618138,0.44756554307116103,0.34839650145772594,1
val,ngc_2366,ngc_2366__std_000078.npy,centered_positive__shell_major,4,3,4,106,0,0.9911099672317505,0.8333266377449036,88.33262634277344,838,106,732,0,0.12649164677804295,1.0,0.2245762711864407,1
val,ngc_2366,ngc_2366__std_000079.npy,centered_positive__shell_minor,4,1,"13,14",547,0,0.9993497729301453,0.8056177496910095,440.67291259765625,755,484,271,63,0.6410596026490066,0.8848263254113345,0.7434715821812596,1
val,ngc_2366,ngc_2366__std_000079.npy,centered_positive__shell_minor,4,2,11,351,0,0.9993497729301453,0.0034876707941293716,1.2241724729537964,755,0,755,351,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000079.npy,centered_positive__shell_minor,4,3,4,106,0,0.9993497729301453,0.3568935990333557,37.83072280883789,755,50,705,56,0.06622516556291391,0.4716981132075472,0.11614401858304298,1
val,ngc_2366,ngc_2366__std_000080.npy,centered_positive__galaxy_major,4,3,4,108,1,0.9961631298065186,0.9311027526855469,100.55909729003906,1085,108,977,0,0.09953917050691244,1.0,0.18105616093880972,1
val,ngc_2366,ngc_2366__std_000081.npy,centered_positive__galaxy_minor,4,1,2,110,0,0.9951820373535156,0.7554548382759094,83.10002899169922,739,104,635,6,0.14073071718538566,0.9454545454545454,0.24499411071849234,1
val,ngc_2366,ngc_2366__std_000081.npy,centered_positive__galaxy_minor,4,3,"16,4",122,0,0.9951820373535156,0.8679402470588684,105.88871002197266,739,108,631,14,0.14614343707713126,0.8852459016393442,0.2508710801393728,1
val,ngc_2366,ngc_2366__std_000082.npy,spatial_offset_4pix__shell_major,4,1,"2,3",518,0,0.9993286728858948,0.48122724890708923,249.2757110595703,937,322,615,196,0.343649946638207,0.6216216216216216,0.44261168384879723,1
val,ngc_2366,ngc_2366__std_000082.npy,spatial_offset_4pix__shell_major,4,3,4,50,0,0.9993286728858948,0.958203136920929,47.91015625,937,50,887,0,0.05336179295624333,1.0,0.10131712259371833,1
val,ngc_2366,ngc_2366__std_000083.npy,spatial_offset_4pix__shell_major,4,1,"3,5",480,0,0.9834016561508179,0.35382080078125,169.833984375,741,205,536,275,0.2766531713900135,0.4270833333333333,0.3357903357903358,1
val,ngc_2366,ngc_2366__std_000083.npy,spatial_offset_4pix__shell_major,4,3,4,48,0,0.9834016561508179,0.9426358342170715,45.24652099609375,741,48,693,0,0.06477732793522267,1.0,0.12167300380228137,1
val,ngc_2366,ngc_2366__std_000084.npy,spatial_offset_8pix__shell_major,4,1,"2,3",619,1,0.9997887015342712,0.6518458127975464,403.4925537109375,1102,490,612,129,0.44464609800362975,0.7915993537964459,0.5694363742010459,1
val,ngc_2366,ngc_2366__std_000085.npy,spatial_offset_8pix__shell_major,4,1,"5,6",400,1,0.9985995888710022,0.6824732422828674,272.9892883300781,967,308,659,92,0.3185108583247156,0.77,0.45062179956108267,1
val,ngc_2366,ngc_2366__std_000086.npy,spatial_offset_16pix__shell_major,4,1,3,336,1,0.9992926716804504,0.520426332950592,174.86325073242188,1118,223,895,113,0.19946332737030412,0.6636904761904762,0.30674002751031637,1
val,ngc_2366,ngc_2366__std_000087.npy,spatial_offset_16pix__shell_major,4,1,"5,6",372,1,0.9978173971176147,0.32269319891929626,120.0418701171875,1324,144,1180,228,0.10876132930513595,0.3870967741935484,0.16981132075471697,1
val,ngc_2366,ngc_2366__std_000088.npy,spatial_offset_4pix__shell_minor,4,1,"13,14",525,0,0.9988905787467957,0.7784350514411926,408.67840576171875,779,451,328,74,0.5789473684210527,0.8590476190476191,0.691717791411043,1
val,ngc_2366,ngc_2366__std_000088.npy,spatial_offset_4pix__shell_minor,4,2,11,269,0,0.9988905787467957,0.01320707704871893,3.552703619003296,779,16,763,253,0.02053915275994865,0.05947955390334572,0.030534351145038167,1
val,ngc_2366,ngc_2366__std_000088.npy,spatial_offset_4pix__shell_minor,4,3,4,50,0,0.9988905787467957,0.2854888439178467,14.274442672729492,779,22,757,28,0.028241335044929396,0.44,0.05307599517490953,1
val,ngc_2366,ngc_2366__std_000089.npy,spatial_offset_4pix__shell_minor,4,1,"13,14",531,0,0.999665379524231,0.8477927446365356,450.1779479980469,657,494,163,37,0.7519025875190258,0.9303201506591338,0.8316498316498316,1
val,ngc_2366,ngc_2366__std_000089.npy,spatial_offset_4pix__shell_minor,4,2,11,267,0,0.999665379524231,0.0014096214435994625,0.3763689398765564,657,0,657,267,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000089.npy,spatial_offset_4pix__shell_minor,4,3,4,52,0,0.999665379524231,0.45081084966659546,23.442163467407227,657,45,612,7,0.0684931506849315,0.8653846153846154,0.12693935119887165,1
val,ngc_2366,ngc_2366__std_000090.npy,spatial_offset_8pix__shell_minor,4,1,13,352,0,0.999457836151123,0.7759950757026672,273.1502685546875,855,296,559,56,0.34619883040935673,0.8409090909090909,0.4904722452361226,1
val,ngc_2366,ngc_2366__std_000090.npy,spatial_offset_8pix__shell_minor,4,2,11,13,0,0.999457836151123,0.0008803278906270862,0.011444262228906155,855,0,855,13,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000091.npy,spatial_offset_8pix__shell_minor,4,1,"13,14,2",552,0,0.9996907711029053,0.8006352782249451,441.95068359375,783,492,291,60,0.6283524904214559,0.8913043478260869,0.7370786516853932,1
val,ngc_2366,ngc_2366__std_000091.npy,spatial_offset_8pix__shell_minor,4,2,11,11,0,0.9996907711029053,0.0008525183075107634,0.009377701207995415,783,0,783,11,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000092.npy,spatial_offset_16pix__shell_minor,4,1,13,24,0,0.9995933175086975,0.9880263209342957,23.712631225585938,1018,24,994,0,0.023575638506876228,1.0,0.046065259117082535,1
val,ngc_2366,ngc_2366__std_000092.npy,spatial_offset_16pix__shell_minor,4,2,8,181,0,0.9995933175086975,0.00019836936553474516,0.03590485453605652,1018,0,1018,181,0.0,0.0,0.0,1
val,ngc_2366,ngc_2366__std_000093.npy,spatial_offset_16pix__shell_minor,4,1,2,143,1,0.9932226538658142,0.8023308515548706,114.73331451416016,511,135,376,8,0.26418786692759294,0.9440559440559441,0.41284403669724773,1
val,ngc_2366,ngc_2366__std_000094.npy,angle_offset_-45deg,4,3,4,108,1,0.9947357773780823,0.8711220026016235,94.0811767578125,1093,107,986,1,0.09789569990850869,0.9907407407407407,0.1781848459616986,1
val,ngc_2366,ngc_2366__std_000095.npy,angle_offset_-22.5deg,4,1,6,187,0,0.997459352016449,0.5677797794342041,106.17481994628906,1224,120,1104,67,0.09803921568627451,0.6417112299465241,0.1700921332388377,1
val,ngc_2366,ngc_2366__std_000095.npy,angle_offset_-22.5deg,4,3,4,108,0,0.997459352016449,0.9555453062057495,103.19889068603516,1224,108,1116,0,0.08823529411764706,1.0,0.16216216216216217,1
val,ngc_2366,ngc_2366__std_000096.npy,angle_offset_+22.5deg,4,1,"2,5",418,0,0.9993693232536316,0.3648556172847748,152.5096435546875,1376,154,1222,264,0.1119186046511628,0.3684210526315789,0.1716833890746934,1
val,ngc_2366,ngc_2366__std_000096.npy,angle_offset_+22.5deg,4,2,7,212,0,0.9993693232536316,0.5083940029144287,107.77952575683594,1376,129,1247,83,0.09375,0.6084905660377359,0.1624685138539043,1
val,ngc_2366,ngc_2366__std_000096.npy,angle_offset_+22.5deg,4,3,"10,4",185,0,0.9993693232536316,0.13296876847743988,24.59922218322754,1376,38,1338,147,0.027616279069767442,0.20540540540540542,0.04868673926969891,1
val,ngc_2366,ngc_2366__std_000097.npy,angle_offset_+45deg,4,1,2,144,0,0.9917385578155518,0.9577630162239075,137.91787719726562,909,144,765,0,0.15841584158415842,1.0,0.27350427350427353,1
val,ngc_2366,ngc_2366__std_000097.npy,angle_offset_+45deg,4,3,4,114,0,0.9917385578155518,0.96943598985672,110.51570129394531,909,114,795,0,0.1254125412541254,1.0,0.22287390029325513,1
val,ngc_2366,ngc_2366__std_000098.npy,velocity_offset_-30kms,4,1,"3,5",564,0,0.9949100017547607,0.19390687346458435,109.36347961425781,829,210,619,354,0.25331724969843183,0.3723404255319149,0.3015075376884422,1
val,ngc_2366,ngc_2366__std_000098.npy,velocity_offset_-30kms,4,3,4,114,0,0.9949100017547607,0.7995104193687439,91.1441879272461,829,110,719,4,0.13268998793727382,0.9649122807017544,0.23329798515376457,1
val,ngc_2366,ngc_2366__std_000099.npy,velocity_offset_-15kms,4,1,"3,5",534,0,0.9935464859008789,0.16956068575382233,90.54540252685547,814,199,615,335,0.24447174447174447,0.37265917602996257,0.2952522255192878,1
val,ngc_2366,ngc_2366__std_000099.npy,velocity_offset_-15kms,4,3,4,112,0,0.9935464859008789,0.7914505004882812,88.6424560546875,814,109,705,3,0.1339066339066339,0.9732142857142857,0.23542116630669546,1
val,ngc_2366,ngc_2366__std_000100.npy,velocity_offset_+15kms,4,1,"3,5",547,0,0.9915356040000916,0.25694331526756287,140.54798889160156,981,260,721,287,0.2650356778797146,0.4753199268738574,0.3403141361256545,1
val,ngc_2366,ngc_2366__std_000100.npy,velocity_offset_+15kms,4,3,4,108,0,0.9915356040000916,0.8837037682533264,95.44001007080078,981,108,873,0,0.11009174311926606,1.0,0.19834710743801653,1
