component_id,threshold,area_pix,max_probability,mean_probability,integrated_probability_mass,bbox_v0,bbox_pos0,bbox_v1,bbox_pos1,centroid_v,centroid_pos,aspect_ratio_pos_over_vel,major_extent_pix,minor_extent_pix,distance_from_image_edge_pix,edge_touching,velocity_extent_kms,spatial_extent_pix,spatial_extent_native,has_pos_axis_metadata,component_count_in_patch,largest_component_area_pix,galaxy,patch_id,patch_name,source_type,source,shell_id,orientation,offset_fraction,pv_cut_center,pv_cut_angle,velocity_extent_plausibility_warning,edge_artifact_warning
2,0.075,9,0.08131968230009079,0.0790063887834549,0.7110574841499329,19,62,22,64,20.666666666666668,63.0,0.75,4,3,0,True,10307.5625,3,3.0,True,2,462,ddo53,ddo53__cat_T2_S0002_shell_minor_om0p50,ddo53__cat_T2_S0002_shell_minor_om0p50.npy,catalog_shell,catalog_augmented,2,shell_minor,-0.5,"[500.72970314952613, 476.4987891592233]",shell_minor,True,True
1,0.075,446,0.9356571435928345,0.34232297539711,152.67604064941406,9,0,24,41,16.946188340807176,20.926008968609864,2.625,42,16,0,True,41230.25,42,42.0,True,2,446,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p00,ddo53__cat_T2_S0002_shell_minor_op0p00.npy,catalog_shell,catalog_augmented,2,shell_minor,0.0,"[499.1660516466073, 479.0011546507313]",shell_minor,True,True
2,0.075,16,0.09425489604473114,0.08418887108564377,1.3470219373703003,18,61,24,64,21.0,63.0,0.5714285714285714,7,4,0,True,18038.234375,4,4.0,True,2,446,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p00,ddo53__cat_T2_S0002_shell_minor_op0p00.npy,catalog_shell,catalog_augmented,2,shell_minor,0.0,"[499.1660516466073, 479.0011546507313]",shell_minor,True,True
1,0.075,411,0.9080321192741394,0.33309653401374817,136.90267944335938,11,0,24,40,17.257907542579076,20.768856447688563,2.9285714285714284,41,14,0,True,36076.46875,41,41.0,True,3,411,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p50,ddo53__cat_T2_S0002_shell_minor_op0p50.npy,catalog_shell,catalog_augmented,2,shell_minor,0.5,"[497.60240014368844, 481.50352014223927]",shell_minor,True,True
2,0.075,6,0.08742886781692505,0.08087990432977676,0.4852794408798218,19,61,23,62,21.0,61.833333333333336,0.4,5,2,2,False,12884.453125,2,2.0,True,3,411,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p50,ddo53__cat_T2_S0002_shell_minor_op0p50.npy,catalog_shell,catalog_augmented,2,shell_minor,0.5,"[497.60240014368844, 481.50352014223927]",shell_minor,True,False
3,0.075,5,0.08065254986286163,0.07870016992092133,0.3935008645057678,20,64,24,64,22.0,64.0,0.2,5,1,0,True,12884.453125,1,1.0,True,3,411,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p50,ddo53__cat_T2_S0002_shell_minor_op0p50.npy,catalog_shell,catalog_augmented,2,shell_minor,0.5,"[497.60240014368844, 481.50352014223927]",shell_minor,True,True
1,0.075,137,0.4725557863712311,0.2337651550769806,32.02582550048828,14,25,26,39,20.467153284671532,32.518248175182485,1.1538461538461537,15,13,14,False,33499.578125,15,15.0,True,1,137,ddo53,ddo53__cat_T3_S0003_galaxy_major_om0p50,ddo53__cat_T3_S0003_galaxy_major_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_major,-0.5,"[496.80077050010857, 502.61140811015844]",galaxy_major,True,False
1,0.075,144,0.5094872713088989,0.24098454415798187,34.70177459716797,14,24,26,38,20.479166666666668,32.173611111111114,1.1538461538461537,15,13,14,False,33499.578125,15,15.0,True,1,144,ddo53,ddo53__cat_T3_S0003_galaxy_major_op0p00,ddo53__cat_T3_S0003_galaxy_major_op0p00.npy,catalog_shell,catalog_augmented,3,galaxy_major,0.0,"[497.15208320848393, 503.0015804006987]",galaxy_major,True,False
1,0.075,151,0.6209798455238342,0.27554064989089966,41.60663604736328,14,24,26,38,20.364238410596027,32.05960264900662,1.1538461538461537,15,13,14,False,33499.578125,15,15.0,True,1,151,ddo53,ddo53__cat_T3_S0003_galaxy_major_op0p50,ddo53__cat_T3_S0003_galaxy_major_op0p50.npy,catalog_shell,catalog_augmented,3,galaxy_major,0.5,"[497.5033959168593, 503.39175269123893]",galaxy_major,True,False
1,0.075,96,0.2227933406829834,0.1480223685503006,14.210147857666016,14,0,23,10,18.854166666666668,4.885416666666667,1.1,11,10,0,True,25768.90625,11,11.0,True,3,98,ddo53,ddo53__cat_T3_S0003_galaxy_minor_om0p50,ddo53__cat_T3_S0003_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_minor,-0.5,"[498.1852544543879, 502.0713088324345]",galaxy_minor,True,True
2,0.075,98,0.6834354996681213,0.2412630319595337,23.64377784729004,14,29,26,38,20.285714285714285,33.11224489795919,0.7692307692307693,13,10,14,False,33499.578125,10,10.0,True,3,98,ddo53,ddo53__cat_T3_S0003_galaxy_minor_om0p50,ddo53__cat_T3_S0003_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_minor,-0.5,"[498.1852544543879, 502.0713088324345]",galaxy_minor,True,False
3,0.075,59,0.16820916533470154,0.11476518213748932,6.771145820617676,17,55,24,64,20.45762711864407,60.11864406779661,1.25,10,8,0,True,20615.125,10,10.0,True,3,98,ddo53,ddo53__cat_T3_S0003_galaxy_minor_om0p50,ddo53__cat_T3_S0003_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_minor,-0.5,"[498.1852544543879, 502.0713088324345]",galaxy_minor,True,True
1,0.075,102,0.5787079334259033,0.21969452500343323,22.408842086791992,14,29,26,38,20.11764705882353,33.245098039215684,0.7692307692307693,13,10,14,False,33499.578125,10,10.0,True,3,102,ddo53,ddo53__cat_T3_S0003_galaxy_minor_op0p00,ddo53__cat_T3_S0003_galaxy_minor_op0p00.npy,catalog_shell,catalog_augmented,3,galaxy_minor,0.0,"[497.15208320848393, 503.0015804006987]",galaxy_minor,True,False
2,0.075,90,0.1781047135591507,0.12601099908351898,11.34099006652832,15,0,22,12,18.822222222222223,5.555555555555555,1.625,13,8,0,True,20615.125,13,13.0,True,3,102,ddo53,ddo53__cat_T3_S0003_galaxy_minor_op0p00,ddo53__cat_T3_S0003_galaxy_minor_op0p00.npy,catalog_shell,catalog_augmented,3,galaxy_minor,0.0,"[497.15208320848393, 503.0015804006987]",galaxy_minor,True,True
3,0.075,83,0.25141236186027527,0.15765468776226044,13.085338592529297,17,53,25,64,20.50602409638554,59.24096385542169,1.3333333333333333,12,9,0,True,23192.015625,12,12.0,True,3,102,ddo53,ddo53__cat_T3_S0003_galaxy_minor_op0p00,ddo53__cat_T3_S0003_galaxy_minor_op0p00.npy,catalog_shell,catalog_augmented,3,galaxy_minor,0.0,"[497.15208320848393, 503.0015804006987]",galaxy_minor,True,True
