component_id,threshold,area_pix,max_probability,mean_probability,integrated_probability_mass,bbox_v0,bbox_pos0,bbox_v1,bbox_pos1,centroid_v,centroid_pos,aspect_ratio_pos_over_vel,major_extent_pix,minor_extent_pix,distance_from_image_edge_pix,edge_touching,velocity_extent_kms,spatial_extent_pix,spatial_extent_native,has_pos_axis_metadata,component_count_in_patch,largest_component_area_pix,galaxy,patch_id,patch_name,source_type,source,shell_id,orientation,offset_fraction,pv_cut_center,pv_cut_angle,velocity_extent_plausibility_warning,edge_artifact_warning
1,0.05,169,0.6227733492851257,0.28657060861587524,48.4304313659668,9,0,22,14,15.757396449704142,6.355029585798817,1.0714285714285714,15,14,0,True,36076.46875,15,15.0,True,3,266,ddo53,ddo53__cat_T1_S0001_galaxy_minor_op0p50,ddo53__cat_T1_S0001_galaxy_minor_op0p50.npy,catalog_shell,catalog_augmented,1,galaxy_minor,0.5,"[504.22813445820026, 477.6243401518988]",galaxy_minor,True,True
2,0.05,266,0.9827553033828735,0.43321019411087036,115.2339096069336,10,20,24,41,17.105263157894736,30.81203007518797,1.4666666666666666,22,15,10,False,38653.359375,22,22.0,True,3,266,ddo53,ddo53__cat_T1_S0001_galaxy_minor_op0p50,ddo53__cat_T1_S0001_galaxy_minor_op0p50.npy,catalog_shell,catalog_augmented,1,galaxy_minor,0.5,"[504.22813445820026, 477.6243401518988]",galaxy_minor,True,False
3,0.05,50,0.10765247792005539,0.07442808151245117,3.7214040756225586,17,58,26,64,21.16,61.42,0.7,10,7,0,True,25768.90625,7,7.0,True,3,266,ddo53,ddo53__cat_T1_S0001_galaxy_minor_op0p50,ddo53__cat_T1_S0001_galaxy_minor_op0p50.npy,catalog_shell,catalog_augmented,1,galaxy_minor,0.5,"[504.22813445820026, 477.6243401518988]",galaxy_minor,True,True
1,0.05,152,0.6464870572090149,0.3123452365398407,47.47647476196289,9,0,21,13,15.289473684210526,5.927631578947368,1.0769230769230769,14,13,0,True,33499.578125,14,14.0,True,3,241,ddo53,ddo53__cat_T1_S0001_shell_major_om0p50,ddo53__cat_T1_S0001_shell_major_om0p50.npy,catalog_shell,catalog_augmented,1,shell_major,-0.5,"[507.77738224708105, 474.3146310365649]",shell_major,True,True
2,0.05,241,0.9918270707130432,0.46324974298477173,111.6431884765625,10,22,24,42,17.443983402489625,32.09958506224066,1.4,21,15,10,False,38653.359375,21,21.0,True,3,241,ddo53,ddo53__cat_T1_S0001_shell_major_om0p50,ddo53__cat_T1_S0001_shell_major_om0p50.npy,catalog_shell,catalog_augmented,1,shell_major,-0.5,"[507.77738224708105, 474.3146310365649]",shell_major,True,False
3,0.05,54,0.12477640062570572,0.08267291635274887,4.464337348937988,16,58,25,64,20.537037037037038,61.31481481481482,0.7,10,7,0,True,25768.90625,7,7.0,True,3,241,ddo53,ddo53__cat_T1_S0001_shell_major_om0p50,ddo53__cat_T1_S0001_shell_major_om0p50.npy,catalog_shell,catalog_augmented,1,shell_major,-0.5,"[507.77738224708105, 474.3146310365649]",shell_major,True,True
1,0.05,167,0.6462110877037048,0.29871833324432373,49.88595962524414,9,0,22,14,15.592814371257486,6.251497005988024,1.0714285714285714,15,14,0,True,36076.46875,15,15.0,True,3,273,ddo53,ddo53__cat_T1_S0001_shell_major_op0p00,ddo53__cat_T1_S0001_shell_major_op0p00.npy,catalog_shell,catalog_augmented,1,shell_major,0.0,"[506.0319196998422, 476.00020462527965]",shell_major,True,True
2,0.05,273,0.9918894171714783,0.4444267153739929,121.3284912109375,10,21,24,42,17.208791208791208,31.772893772893774,1.4666666666666666,22,15,10,False,38653.359375,22,22.0,True,3,273,ddo53,ddo53__cat_T1_S0001_shell_major_op0p00,ddo53__cat_T1_S0001_shell_major_op0p00.npy,catalog_shell,catalog_augmented,1,shell_major,0.0,"[506.0319196998422, 476.00020462527965]",shell_major,True,False
3,0.05,52,0.10859744250774384,0.07412423193454742,3.8544600009918213,17,58,25,64,20.826923076923077,61.44230769230769,0.7777777777777778,9,7,0,True,23192.015625,7,7.0,True,3,273,ddo53,ddo53__cat_T1_S0001_shell_major_op0p00,ddo53__cat_T1_S0001_shell_major_op0p00.npy,catalog_shell,catalog_augmented,1,shell_major,0.0,"[506.0319196998422, 476.00020462527965]",shell_major,True,True
1,0.05,171,0.6018818020820618,0.2779519259929657,47.52977752685547,9,0,22,14,15.75438596491228,6.321637426900585,1.0714285714285714,15,14,0,True,36076.46875,15,15.0,True,3,270,ddo53,ddo53__cat_T1_S0001_shell_major_op0p50,ddo53__cat_T1_S0001_shell_major_op0p50.npy,catalog_shell,catalog_augmented,1,shell_major,0.5,"[504.28645715260336, 477.6857782139944]",shell_major,True,True
2,0.05,270,0.9799157381057739,0.430524080991745,116.24150085449219,10,20,24,41,17.096296296296295,30.755555555555556,1.4666666666666666,22,15,10,False,38653.359375,22,22.0,True,3,270,ddo53,ddo53__cat_T1_S0001_shell_major_op0p50,ddo53__cat_T1_S0001_shell_major_op0p50.npy,catalog_shell,catalog_augmented,1,shell_major,0.5,"[504.28645715260336, 477.6857782139944]",shell_major,True,False
3,0.05,53,0.1095724105834961,0.07616294175386429,4.036635875701904,17,58,26,64,21.09433962264151,61.41509433962264,0.7,10,7,0,True,25768.90625,7,7.0,True,3,270,ddo53,ddo53__cat_T1_S0001_shell_major_op0p50,ddo53__cat_T1_S0001_shell_major_op0p50.npy,catalog_shell,catalog_augmented,1,shell_major,0.5,"[504.28645715260336, 477.6857782139944]",shell_major,True,True
1,0.05,146,0.908396303653717,0.39333638548851013,57.4271125793457,13,26,25,38,18.958904109589042,32.21232876712329,1.0,13,13,13,False,33499.578125,13,13.0,True,3,146,ddo53,ddo53__cat_T1_S0001_shell_minor_om0p50,ddo53__cat_T1_S0001_shell_minor_om0p50.npy,catalog_shell,catalog_augmented,1,shell_minor,-0.5,"[508.4398819694347, 478.49372254990664]",shell_minor,True,False
2,0.05,9,0.0664367750287056,0.0559941790997982,0.5039476156234741,15,2,18,4,16.666666666666668,3.111111111111111,0.75,4,3,2,False,10307.5625,3,3.0,True,3,146,ddo53,ddo53__cat_T1_S0001_shell_minor_om0p50,ddo53__cat_T1_S0001_shell_minor_om0p50.npy,catalog_shell,catalog_augmented,1,shell_minor,-0.5,"[508.4398819694347, 478.49372254990664]",shell_minor,True,False
3,0.05,79,0.0935516506433487,0.06494444608688354,5.130611419677734,17,51,24,64,20.29113924050633,58.41772151898734,1.75,14,8,0,True,20615.125,14,14.0,True,3,146,ddo53,ddo53__cat_T1_S0001_shell_minor_om0p50,ddo53__cat_T1_S0001_shell_minor_om0p50.npy,catalog_shell,catalog_augmented,1,shell_minor,-0.5,"[508.4398819694347, 478.49372254990664]",shell_minor,True,True
1,0.05,203,0.9796488285064697,0.40971142053604126,83.17141723632812,12,21,25,41,18.47783251231527,31.655172413793103,1.5,21,14,12,False,36076.46875,21,21.0,True,3,203,ddo53,ddo53__cat_T1_S0001_shell_minor_op0p00,ddo53__cat_T1_S0001_shell_minor_op0p00.npy,catalog_shell,catalog_augmented,1,shell_minor,0.0,"[506.0319196998422, 476.00020462527965]",shell_minor,True,False
2,0.05,7,0.06356317549943924,0.0551125630736351,0.3857879340648651,15,2,18,4,16.142857142857142,2.7142857142857144,0.75,4,3,2,False,10307.5625,3,3.0,True,3,203,ddo53,ddo53__cat_T1_S0001_shell_minor_op0p00,ddo53__cat_T1_S0001_shell_minor_op0p00.npy,catalog_shell,catalog_augmented,1,shell_minor,0.0,"[506.0319196998422, 476.00020462527965]",shell_minor,True,False
4,0.05,61,0.11391185224056244,0.07102824747562408,4.332723140716553,16,54,24,64,19.524590163934427,60.39344262295082,1.2222222222222223,11,9,0,True,23192.015625,11,11.0,True,3,203,ddo53,ddo53__cat_T1_S0001_shell_minor_op0p00,ddo53__cat_T1_S0001_shell_minor_op0p00.npy,catalog_shell,catalog_augmented,1,shell_minor,0.0,"[506.0319196998422, 476.00020462527965]",shell_minor,True,True
2,0.05,174,0.8865196704864502,0.3600069582462311,62.64120864868164,12,26,24,42,18.10919540229885,33.39080459770115,1.3076923076923077,17,13,12,False,33499.578125,17,17.0,True,3,174,ddo53,ddo53__cat_T1_S0001_shell_minor_op0p50,ddo53__cat_T1_S0001_shell_minor_op0p50.npy,catalog_shell,catalog_augmented,1,shell_minor,0.5,"[503.62395743024973, 473.50668670065266]",shell_minor,True,False
3,0.05,75,0.1231643334031105,0.07764320075511932,5.823239803314209,15,52,22,64,18.373333333333335,59.21333333333333,1.625,13,8,0,True,20615.125,13,13.0,True,3,174,ddo53,ddo53__cat_T1_S0001_shell_minor_op0p50,ddo53__cat_T1_S0001_shell_minor_op0p50.npy,catalog_shell,catalog_augmented,1,shell_minor,0.5,"[503.62395743024973, 473.50668670065266]",shell_minor,True,True
5,0.05,7,0.0657188668847084,0.058326948434114456,0.4082886278629303,16,20,18,22,16.857142857142858,21.285714285714285,1.0,3,3,16,False,7730.671875,3,3.0,True,3,174,ddo53,ddo53__cat_T1_S0001_shell_minor_op0p50,ddo53__cat_T1_S0001_shell_minor_op0p50.npy,catalog_shell,catalog_augmented,1,shell_minor,0.5,"[503.62395743024973, 473.50668670065266]",shell_minor,True,False
1,0.05,428,0.9041048884391785,0.28870174288749695,123.56434631347656,11,0,24,40,17.897196261682243,20.10747663551402,2.9285714285714284,41,14,0,True,36076.46875,41,41.0,True,1,428,ddo53,ddo53__cat_T2_S0002_galaxy_major_om0p50,ddo53__cat_T2_S0002_galaxy_major_om0p50.npy,catalog_shell,catalog_augmented,2,galaxy_major,-0.5,"[497.5644550207153, 477.2224013943074]",galaxy_major,True,True
1,0.05,534,0.8712265491485596,0.2538309395313263,135.54571533203125,12,0,24,51,18.149812734082396,25.46441947565543,4.0,52,13,0,True,33499.578125,52,52.0,True,1,534,ddo53,ddo53__cat_T2_S0002_galaxy_major_op0p00,ddo53__cat_T2_S0002_galaxy_major_op0p00.npy,catalog_shell,catalog_augmented,2,galaxy_major,0.0,"[499.1660516466073, 479.0011546507313]",galaxy_major,True,True
1,0.05,543,0.8496438264846802,0.2744351923465729,149.018310546875,12,0,25,50,18.578268876611418,25.204419889502763,3.642857142857143,51,14,0,True,36076.46875,51,51.0,True,1,543,ddo53,ddo53__cat_T2_S0002_galaxy_major_op0p50,ddo53__cat_T2_S0002_galaxy_major_op0p50.npy,catalog_shell,catalog_augmented,2,galaxy_major,0.5,"[500.7676482724993, 480.7799079071552]",galaxy_major,True,True
1,0.05,192,0.47260260581970215,0.2164825201034546,41.56464385986328,7,0,21,16,14.744791666666666,6.796875,1.1333333333333333,17,15,0,True,38653.359375,17,17.0,True,3,268,ddo53,ddo53__cat_T2_S0002_galaxy_minor_om0p50,ddo53__cat_T2_S0002_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,2,galaxy_minor,-0.5,"[501.3134688829773, 477.0676114863088]",galaxy_minor,True,True
2,0.05,268,0.9826276898384094,0.447467565536499,119.92131042480469,10,21,25,42,17.470149253731343,31.955223880597014,1.375,22,16,10,False,41230.25,22,22.0,True,3,268,ddo53,ddo53__cat_T2_S0002_galaxy_minor_om0p50,ddo53__cat_T2_S0002_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,2,galaxy_minor,-0.5,"[501.3134688829773, 477.0676114863088]",galaxy_minor,True,False
3,0.05,43,0.0965404137969017,0.07064785808324814,3.0378577709198,17,58,24,64,20.930232558139537,61.46511627906977,0.875,8,7,0,True,20615.125,7,7.0,True,3,268,ddo53,ddo53__cat_T2_S0002_galaxy_minor_om0p50,ddo53__cat_T2_S0002_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,2,galaxy_minor,-0.5,"[501.3134688829773, 477.0676114863088]",galaxy_minor,True,True
1,0.05,456,0.9687333703041077,0.3143596649169922,143.34800720214844,8,0,24,41,16.17105263157895,21.08114035087719,2.4705882352941178,42,17,0,True,43807.140625,42,42.0,True,2,456,ddo53,ddo53__cat_T2_S0002_galaxy_minor_op0p00,ddo53__cat_T2_S0002_galaxy_minor_op0p00.npy,catalog_shell,catalog_augmented,2,galaxy_minor,0.0,"[499.1660516466073, 479.0011546507313]",galaxy_minor,True,True
2,0.05,50,0.0989764928817749,0.07316137105226517,3.6580686569213867,17,58,25,64,21.28,61.34,0.7777777777777778,9,7,0,True,23192.015625,7,7.0,True,2,456,ddo53,ddo53__cat_T2_S0002_galaxy_minor_op0p00,ddo53__cat_T2_S0002_galaxy_minor_op0p00.npy,catalog_shell,catalog_augmented,2,galaxy_minor,0.0,"[499.1660516466073, 479.0011546507313]",galaxy_minor,True,True
1,0.05,424,0.8997363448143005,0.25330930948257446,107.40315246582031,9,0,23,40,16.169811320754718,20.19575471698113,2.7333333333333334,41,15,0,True,38653.359375,41,41.0,True,2,424,ddo53,ddo53__cat_T2_S0002_galaxy_minor_op0p50,ddo53__cat_T2_S0002_galaxy_minor_op0p50.npy,catalog_shell,catalog_augmented,2,galaxy_minor,0.5,"[497.01863441023727, 480.93469781515375]",galaxy_minor,True,True
2,0.05,49,0.11416659504175186,0.07913441956043243,3.877586603164673,17,58,25,64,20.632653061224488,60.795918367346935,0.7777777777777778,9,7,0,True,23192.015625,7,7.0,True,2,424,ddo53,ddo53__cat_T2_S0002_galaxy_minor_op0p50,ddo53__cat_T2_S0002_galaxy_minor_op0p50.npy,catalog_shell,catalog_augmented,2,galaxy_minor,0.5,"[497.01863441023727, 480.93469781515375]",galaxy_minor,True,True
1,0.05,431,0.9193589687347412,0.3001798987388611,129.37753295898438,11,0,24,40,17.415313225058004,20.828306264501162,2.9285714285714284,41,14,0,True,36076.46875,41,41.0,True,1,431,ddo53,ddo53__cat_T2_S0002_shell_major_om0p50,ddo53__cat_T2_S0002_shell_major_om0p50.npy,catalog_shell,catalog_augmented,2,shell_major,-0.5,"[497.1641592534009, 477.7502334483962]",shell_major,True,True
1,0.05,477,0.9582507610321045,0.29905813932418823,142.65072631835938,12,0,24,42,18.38155136268344,20.463312368972748,3.3076923076923075,43,13,0,True,33499.578125,43,43.0,True,1,477,ddo53,ddo53__cat_T2_S0002_shell_major_op0p00,ddo53__cat_T2_S0002_shell_major_op0p00.npy,catalog_shell,catalog_augmented,2,shell_major,0.0,"[499.1660516466073, 479.0011546507313]",shell_major,True,True
1,0.05,541,0.9356889128684998,0.2744158208370209,148.45895385742188,12,0,26,46,19.43438077634011,21.87615526802218,3.1333333333333333,47,15,0,True,38653.359375,47,47.0,True,1,541,ddo53,ddo53__cat_T2_S0002_shell_major_op0p50,ddo53__cat_T2_S0002_shell_major_op0p50.npy,catalog_shell,catalog_augmented,2,shell_major,0.5,"[501.1679440398137, 480.25207585306634]",shell_major,True,True
1,0.05,504,0.9605218172073364,0.33021479845046997,166.42825317382812,9,0,24,42,16.61904761904762,21.571428571428573,2.6875,43,16,0,True,41230.25,43,43.0,True,2,504,ddo53,ddo53__cat_T2_S0002_shell_minor_om0p50,ddo53__cat_T2_S0002_shell_minor_om0p50.npy,catalog_shell,catalog_augmented,2,shell_minor,-0.5,"[500.72970314952613, 476.4987891592233]",shell_minor,True,True
2,0.05,33,0.08131968230009079,0.06836730986833572,2.2561211585998535,18,60,24,64,21.0,62.121212121212125,0.7142857142857143,7,5,0,True,18038.234375,5,5.0,True,2,504,ddo53,ddo53__cat_T2_S0002_shell_minor_om0p50,ddo53__cat_T2_S0002_shell_minor_om0p50.npy,catalog_shell,catalog_augmented,2,shell_minor,-0.5,"[500.72970314952613, 476.4987891592233]",shell_minor,True,True
1,0.05,497,0.9356571435928345,0.31347575783729553,155.79745483398438,8,0,24,42,16.718309859154928,20.909456740442657,2.5294117647058822,43,17,0,True,43807.140625,43,43.0,True,2,497,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p00,ddo53__cat_T2_S0002_shell_minor_op0p00.npy,catalog_shell,catalog_augmented,2,shell_minor,0.0,"[499.1660516466073, 479.0011546507313]",shell_minor,True,True
2,0.05,43,0.09425489604473114,0.0715966522693634,3.0786561965942383,17,59,26,64,21.53488372093023,61.97674418604651,0.6,10,6,0,True,25768.90625,6,6.0,True,2,497,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p00,ddo53__cat_T2_S0002_shell_minor_op0p00.npy,catalog_shell,catalog_augmented,2,shell_minor,0.0,"[499.1660516466073, 479.0011546507313]",shell_minor,True,True
1,0.05,457,0.9080321192741394,0.3058047890663147,139.75279235839844,10,0,24,40,17.054704595185996,20.542669584245075,2.7333333333333334,41,15,0,True,38653.359375,41,41.0,True,2,457,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p50,ddo53__cat_T2_S0002_shell_minor_op0p50.npy,catalog_shell,catalog_augmented,2,shell_minor,0.5,"[497.60240014368844, 481.50352014223927]",shell_minor,True,True
2,0.05,40,0.08742886781692505,0.06820434331893921,2.7281737327575684,18,59,26,64,21.375,62.025,0.6666666666666666,9,6,0,True,23192.015625,6,6.0,True,2,457,ddo53,ddo53__cat_T2_S0002_shell_minor_op0p50,ddo53__cat_T2_S0002_shell_minor_op0p50.npy,catalog_shell,catalog_augmented,2,shell_minor,0.5,"[497.60240014368844, 481.50352014223927]",shell_minor,True,True
1,0.05,168,0.4725557863712311,0.20255854725837708,34.02983474731445,14,23,26,39,20.208333333333332,32.07142857142857,1.3076923076923077,17,13,14,False,33499.578125,17,17.0,True,2,168,ddo53,ddo53__cat_T3_S0003_galaxy_major_om0p50,ddo53__cat_T3_S0003_galaxy_major_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_major,-0.5,"[496.80077050010857, 502.61140811015844]",galaxy_major,True,False
2,0.05,34,0.08129677921533585,0.06119287759065628,2.0805578231811523,17,2,22,10,19.823529411764707,6.147058823529412,1.5,9,6,2,False,15461.34375,9,9.0,True,2,168,ddo53,ddo53__cat_T3_S0003_galaxy_major_om0p50,ddo53__cat_T3_S0003_galaxy_major_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_major,-0.5,"[496.80077050010857, 502.61140811015844]",galaxy_major,True,False
1,0.05,174,0.5094872713088989,0.21018005907535553,36.57133102416992,14,22,26,39,20.229885057471265,31.810344827586206,1.3846153846153846,18,13,14,False,33499.578125,18,18.0,True,3,174,ddo53,ddo53__cat_T3_S0003_galaxy_major_op0p00,ddo53__cat_T3_S0003_galaxy_major_op0p00.npy,catalog_shell,catalog_augmented,3,galaxy_major,0.0,"[497.15208320848393, 503.0015804006987]",galaxy_major,True,False
2,0.05,15,0.07218410819768906,0.061089660972356796,0.916344940662384,18,7,22,9,20.0,8.0,0.6,5,3,7,False,12884.453125,3,3.0,True,3,174,ddo53,ddo53__cat_T3_S0003_galaxy_major_op0p00,ddo53__cat_T3_S0003_galaxy_major_op0p00.npy,catalog_shell,catalog_augmented,3,galaxy_major,0.0,"[497.15208320848393, 503.0015804006987]",galaxy_major,True,False
3,0.05,7,0.05790669471025467,0.05426126345992088,0.3798288404941559,19,3,22,4,20.285714285714285,3.4285714285714284,0.5,4,2,3,False,10307.5625,2,2.0,True,3,174,ddo53,ddo53__cat_T3_S0003_galaxy_major_op0p00,ddo53__cat_T3_S0003_galaxy_major_op0p00.npy,catalog_shell,catalog_augmented,3,galaxy_major,0.0,"[497.15208320848393, 503.0015804006987]",galaxy_major,True,False
1,0.05,186,0.6209798455238342,0.23507830500602722,43.72456359863281,14,21,27,39,20.322580645161292,31.49462365591398,1.3571428571428572,19,14,13,False,36076.46875,19,19.0,True,3,186,ddo53,ddo53__cat_T3_S0003_galaxy_major_op0p50,ddo53__cat_T3_S0003_galaxy_major_op0p50.npy,catalog_shell,catalog_augmented,3,galaxy_major,0.5,"[497.5033959168593, 503.39175269123893]",galaxy_major,True,False
2,0.05,21,0.07950057089328766,0.061996545642614365,1.3019274473190308,17,6,22,10,19.571428571428573,8.238095238095237,0.8333333333333334,6,5,6,False,15461.34375,5,5.0,True,3,186,ddo53,ddo53__cat_T3_S0003_galaxy_major_op0p50,ddo53__cat_T3_S0003_galaxy_major_op0p50.npy,catalog_shell,catalog_augmented,3,galaxy_major,0.5,"[497.5033959168593, 503.39175269123893]",galaxy_major,True,False
3,0.05,6,0.054239097982645035,0.05170423910021782,0.3102254271507263,19,3,21,4,20.0,3.5,0.6666666666666666,3,2,3,False,7730.671875,2,2.0,True,3,186,ddo53,ddo53__cat_T3_S0003_galaxy_major_op0p50,ddo53__cat_T3_S0003_galaxy_major_op0p50.npy,catalog_shell,catalog_augmented,3,galaxy_major,0.5,"[497.5033959168593, 503.39175269123893]",galaxy_major,True,False
1,0.05,131,0.2227933406829834,0.12508459389209747,16.38608169555664,14,0,24,14,18.946564885496183,6.114503816793893,1.3636363636363635,15,11,0,True,28345.796875,15,15.0,True,4,131,ddo53,ddo53__cat_T3_S0003_galaxy_minor_om0p50,ddo53__cat_T3_S0003_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_minor,-0.5,"[498.1852544543879, 502.0713088324345]",galaxy_minor,True,True
2,0.05,113,0.6834354996681213,0.21736350655555725,24.562076568603516,14,28,26,38,20.212389380530972,33.04424778761062,0.8461538461538461,13,11,14,False,33499.578125,11,11.0,True,4,131,ddo53,ddo53__cat_T3_S0003_galaxy_minor_om0p50,ddo53__cat_T3_S0003_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_minor,-0.5,"[498.1852544543879, 502.0713088324345]",galaxy_minor,True,False
3,0.05,84,0.16820916533470154,0.09869712591171265,8.290558815002441,17,54,26,64,20.904761904761905,59.69047619047619,1.1,11,10,0,True,25768.90625,11,11.0,True,4,131,ddo53,ddo53__cat_T3_S0003_galaxy_minor_om0p50,ddo53__cat_T3_S0003_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_minor,-0.5,"[498.1852544543879, 502.0713088324345]",galaxy_minor,True,True
4,0.05,17,0.08440655469894409,0.06581900268793106,1.1189230680465698,18,21,24,23,21.294117647058822,21.88235294117647,0.42857142857142855,7,3,16,False,18038.234375,3,3.0,True,4,131,ddo53,ddo53__cat_T3_S0003_galaxy_minor_om0p50,ddo53__cat_T3_S0003_galaxy_minor_om0p50.npy,catalog_shell,catalog_augmented,3,galaxy_minor,-0.5,"[498.1852544543879, 502.0713088324345]",galaxy_minor,True,False
1,0.05,120,0.5787079334259033,0.195737823843956,23.48853874206543,13,28,26,38,19.916666666666668,33.025,0.7857142857142857,14,11,13,False,36076.46875,11,11.0,True,3,123,ddo53,ddo53__cat_T3_S0003_galaxy_minor_op0p00,ddo53__cat_T3_S0003_galaxy_minor_op0p00.npy,catalog_shell,catalog_augmented,3,galaxy_minor,0.0,"[497.15208320848393, 503.0015804006987]",galaxy_minor,True,False
