split,galaxy,cut_category,threshold,patches,positive_patches,negative_patches,patch_tp,patch_fp,patch_fn,patch_tn,pixel_tp,pixel_fp,pixel_fn,patch_precision,patch_recall,patch_f1,pixel_precision,pixel_recall,pixel_f1
test,ngc_7793,spatial_offset_16pix__shell_major,0.05,108,56,52,56,50,0,2,5396,58522,2074,0.5283018867924528,1.0,0.6913580246913581,0.08442066397571889,0.7223560910307898,0.15117386675631758
test,ngc_7793,spatial_offset_16pix__shell_major,0.075,108,56,52,56,50,0,2,5338,56224,2132,0.5283018867924528,1.0,0.6913580246913581,0.08670933367986745,0.7145917001338689,0.15465291459033492
test,ngc_7793,spatial_offset_16pix__shell_minor,0.05,108,54,54,54,54,0,0,5332,65092,2190,0.5,1.0,0.6666666666666666,0.0757128251732364,0.7088540281839936,0.1368126651784569
test,ngc_7793,spatial_offset_16pix__shell_minor,0.075,108,54,54,54,54,0,0,5302,62734,2220,0.5,1.0,0.6666666666666666,0.07792933153036628,0.7048657272002127,0.14034251833028932
test,ngc_7793,spatial_offset_4pix__shell_major,0.05,108,92,16,92,16,0,0,13498,58608,4798,0.8518518518518519,1.0,0.92,0.18719662718775137,0.7377568867512024,0.2986217119090286
test,ngc_7793,spatial_offset_4pix__shell_major,0.075,108,92,16,92,16,0,0,13416,56174,4880,0.8518518518518519,1.0,0.92,0.19278631987354505,0.7332750327940534,0.3053045991397947
test,ngc_7793,spatial_offset_4pix__shell_minor,0.05,108,104,4,104,4,0,0,16802,71044,3012,0.9629629629629629,1.0,0.9811320754716981,0.19126653461739862,0.8479862723326941,0.3121307820917703
test,ngc_7793,spatial_offset_4pix__shell_minor,0.075,108,104,4,104,4,0,0,16706,68628,3108,0.9629629629629629,1.0,0.9811320754716981,0.1957719080319685,0.8431412132835369,0.3177616312245597
test,ngc_7793,spatial_offset_8pix__shell_major,0.05,108,64,44,64,44,0,0,8394,58148,2972,0.5925925925925926,1.0,0.7441860465116279,0.1261458928195726,0.7385183881752595,0.2154849309441906
test,ngc_7793,spatial_offset_8pix__shell_major,0.075,108,64,44,64,44,0,0,8324,55646,3042,0.5925925925925926,1.0,0.7441860465116279,0.13012349538846335,0.7323596691888087,0.22098332802378678
test,ngc_7793,spatial_offset_8pix__shell_minor,0.05,108,74,34,74,34,0,0,10834,70308,1812,0.6851851851851852,1.0,0.8131868131868133,0.13351901604594416,0.8567135853234225,0.2310316884889325
test,ngc_7793,spatial_offset_8pix__shell_minor,0.075,108,74,34,74,34,0,0,10766,67912,1880,0.6851851851851852,1.0,0.8131868131868133,0.1368362185108925,0.8513363909536612,0.23577591870702116
test,ngc_7793,velocity_offset_+15kms,0.05,54,54,0,54,0,0,0,9822,27482,2738,1.0,1.0,1.0,0.26329616126956895,0.7820063694267516,0.39395154821113426
test,ngc_7793,velocity_offset_+15kms,0.075,54,54,0,54,0,0,0,9750,26372,2810,1.0,1.0,1.0,0.26991860915785393,0.7762738853503185,0.40055872807197734
test,ngc_7793,velocity_offset_+30kms,0.05,54,54,0,54,0,0,0,9688,26864,2872,1.0,1.0,1.0,0.26504705624863206,0.7713375796178344,0.3945267958950969
test,ngc_7793,velocity_offset_+30kms,0.075,54,54,0,54,0,0,0,9620,25826,2940,1.0,1.0,1.0,0.27139874739039666,0.7659235668789809,0.4007832354289047
test,ngc_7793,velocity_offset_-15kms,0.05,54,54,0,54,0,0,0,9882,27960,2678,1.0,1.0,1.0,0.26113841763120343,0.7867834394904458,0.39212729653585177
test,ngc_7793,velocity_offset_-15kms,0.075,54,54,0,54,0,0,0,9778,26862,2782,1.0,1.0,1.0,0.26686681222707426,0.7785031847133758,0.397479674796748
test,ngc_7793,velocity_offset_-30kms,0.05,54,54,0,54,0,0,0,9896,28240,2664,1.0,1.0,1.0,0.25949234319278375,0.7878980891719746,0.39040555467887017
test,ngc_7793,velocity_offset_-30kms,0.075,54,54,0,54,0,0,0,9790,27006,2770,1.0,1.0,1.0,0.2660615284270029,0.7794585987261147,0.39670961990436826
val,ho_i,angle_offset_+22.5deg,0.05,12,12,0,12,0,0,0,1164,3016,1120,1.0,1.0,1.0,0.2784688995215311,0.5096322241681261,0.3601485148514852
val,ho_i,angle_offset_+22.5deg,0.075,12,12,0,12,0,0,0,1146,2862,1138,1.0,1.0,1.0,0.28592814371257486,0.5017513134851138,0.3642720915448188
val,ho_i,angle_offset_+45deg,0.05,12,12,0,12,0,0,0,2114,2150,1160,1.0,1.0,1.0,0.49577861163227016,0.645693341478314,0.5608914831520297
val,ho_i,angle_offset_+45deg,0.075,12,12,0,12,0,0,0,2096,2054,1178,1.0,1.0,1.0,0.5050602409638554,0.6401954795357361,0.564655172413793
val,ho_i,angle_offset_-22.5deg,0.05,12,12,0,12,0,0,0,1770,5286,794,1.0,1.0,1.0,0.2508503401360544,0.6903276131045242,0.36798336798336795
val,ho_i,angle_offset_-22.5deg,0.075,12,12,0,12,0,0,0,1754,5080,810,1.0,1.0,1.0,0.2566578870354112,0.6840873634945398,0.3732709087039796
val,ho_i,angle_offset_-45deg,0.05,12,12,0,12,0,0,0,1154,3584,1200,1.0,1.0,1.0,0.24356268467707895,0.49022939677145283,0.3254371122391427
val,ho_i,angle_offset_-45deg,0.075,12,12,0,12,0,0,0,1152,3446,1202,1.0,1.0,1.0,0.2505437146585472,0.4893797790994053,0.331415420023015
val,ho_i,background_random_negative,0.05,48,0,48,0,16,0,32,0,2078,0,0.0,0.0,0.0,0.0,0.0,0.0
val,ho_i,background_random_negative,0.075,48,0,48,0,16,0,32,0,1960,0,0.0,0.0,0.0,0.0,0.0,0.0
val,ho_i,centered_positive__galaxy_major,0.05,12,12,0,12,0,0,0,1440,3934,530,1.0,1.0,1.0,0.2679568291775214,0.7309644670050761,0.392156862745098
val,ho_i,centered_positive__galaxy_major,0.075,12,12,0,12,0,0,0,1410,3800,560,1.0,1.0,1.0,0.2706333973128599,0.7157360406091371,0.392757660167131
val,ho_i,centered_positive__galaxy_minor,0.05,12,12,0,12,0,0,0,1170,2698,1118,1.0,1.0,1.0,0.30248190279214066,0.5113636363636364,0.38011695906432746
val,ho_i,centered_positive__galaxy_minor,0.075,12,12,0,12,0,0,0,1164,2576,1124,1.0,1.0,1.0,0.31122994652406416,0.5087412587412588,0.3861977438619774
val,ho_i,centered_positive__shell_major,0.05,12,12,0,12,0,0,0,1402,3292,1020,1.0,1.0,1.0,0.29867916489135066,0.578860445912469,0.3940415964024733
val,ho_i,centered_positive__shell_major,0.075,12,12,0,12,0,0,0,1348,3106,1074,1.0,1.0,1.0,0.3026493039964077,0.5565648224607762,0.39208842350203604
val,ho_i,centered_positive__shell_minor,0.05,12,12,0,12,0,0,0,1410,2836,742,1.0,1.0,1.0,0.33207724917569476,0.6552044609665427,0.44076273835573615
val,ho_i,centered_positive__shell_minor,0.075,12,12,0,12,0,0,0,1392,2700,760,1.0,1.0,1.0,0.34017595307917886,0.6468401486988847,0.4458680333119795
val,ho_i,fine_grid_deployment_like,0.05,190,4,186,4,58,0,128,222,10014,208,0.06451612903225806,1.0,0.12121212121212122,0.021688159437280186,0.5162790697674419,0.041627601725107814
val,ho_i,fine_grid_deployment_like,0.075,190,4,186,4,52,0,134,220,9524,210,0.07142857142857142,1.0,0.13333333333333333,0.02257799671592775,0.5116279069767442,0.04324749361116571
val,ho_i,random_nearby_grazing,0.05,24,24,0,24,0,0,0,1364,8426,1150,1.0,1.0,1.0,0.1393258426966292,0.5425616547334925,0.22171651495448635
val,ho_i,random_nearby_grazing,0.075,24,24,0,24,0,0,0,1354,8018,1160,1.0,1.0,1.0,0.14447289799402477,0.5385839299920445,0.22783106175332324
val,ho_i,spatial_offset_16pix__shell_major,0.05,24,8,16,8,16,0,0,866,9728,558,0.3333333333333333,1.0,0.5,0.08174438361336606,0.6081460674157303,0.1441171575969379
val,ho_i,spatial_offset_16pix__shell_major,0.075,24,8,16,8,16,0,0,856,9414,568,0.3333333333333333,1.0,0.5,0.08334956183057449,0.601123595505618,0.14639986317769796
val,ho_i,spatial_offset_16pix__shell_minor,0.05,24,8,16,8,16,0,0,526,9560,508,0.3333333333333333,1.0,0.5,0.052151497124727345,0.5087040618955513,0.09460431654676259
val,ho_i,spatial_offset_16pix__shell_minor,0.075,24,8,16,8,16,0,0,518,9134,516,0.3333333333333333,1.0,0.5,0.05366763365105678,0.5009671179883946,0.09694927943103127
val,ho_i,spatial_offset_4pix__shell_major,0.05,24,22,2,22,2,0,0,2354,7440,1576,0.9166666666666666,1.0,0.9565217391304348,0.24035123545027567,0.5989821882951654,0.3430486738560186
val,ho_i,spatial_offset_4pix__shell_major,0.075,24,22,2,22,2,0,0,2298,7108,1632,0.9166666666666666,1.0,0.9565217391304348,0.2443121411864767,0.5847328244274809,0.34463107378524294
val,ho_i,spatial_offset_4pix__shell_minor,0.05,24,24,0,24,0,0,0,2304,6218,1706,1.0,1.0,1.0,0.2703590706406947,0.5745635910224439,0.3676986913501436
val,ho_i,spatial_offset_4pix__shell_minor,0.075,24,24,0,24,0,0,0,2288,5932,1722,1.0,1.0,1.0,0.278345498783455,0.570573566084788,0.3741618969746525
val,ho_i,spatial_offset_8pix__shell_major,0.05,24,14,10,14,10,0,0,1848,8958,556,0.5833333333333334,1.0,0.7368421052631579,0.17101610216546362,0.7687188019966722,0.2797880393641181
val,ho_i,spatial_offset_8pix__shell_major,0.075,24,14,10,14,10,0,0,1822,8610,582,0.5833333333333334,1.0,0.7368421052631579,0.17465490797546013,0.7579034941763727,0.28388906201308817
val,ho_i,spatial_offset_8pix__shell_minor,0.05,24,20,4,20,4,0,0,1650,8150,960,0.8333333333333334,1.0,0.9090909090909091,0.1683673469387755,0.632183908045977,0.26591458501208703
val,ho_i,spatial_offset_8pix__shell_minor,0.075,24,20,4,20,4,0,0,1646,7856,964,0.8333333333333334,1.0,0.9090909090909091,0.1732266891180804,0.6306513409961686,0.27179656538969615
val,ho_i,velocity_offset_+15kms,0.05,12,12,0,12,0,0,0,1402,3292,1020,1.0,1.0,1.0,0.29867916489135066,0.578860445912469,0.3940415964024733
val,ho_i,velocity_offset_+15kms,0.075,12,12,0,12,0,0,0,1348,3106,1074,1.0,1.0,1.0,0.3026493039964077,0.5565648224607762,0.39208842350203604
val,ho_i,velocity_offset_+30kms,0.05,12,12,0,12,0,0,0,1402,3292,1020,1.0,1.0,1.0,0.29867916489135066,0.578860445912469,0.3940415964024733
val,ho_i,velocity_offset_+30kms,0.075,12,12,0,12,0,0,0,1348,3106,1074,1.0,1.0,1.0,0.3026493039964077,0.5565648224607762,0.39208842350203604
val,ho_i,velocity_offset_-15kms,0.05,12,12,0,12,0,0,0,1402,3292,1020,1.0,1.0,1.0,0.29867916489135066,0.578860445912469,0.3940415964024733
val,ho_i,velocity_offset_-15kms,0.075,12,12,0,12,0,0,0,1348,3106,1074,1.0,1.0,1.0,0.3026493039964077,0.5565648224607762,0.39208842350203604
val,ho_i,velocity_offset_-30kms,0.05,12,12,0,12,0,0,0,1402,3292,1020,1.0,1.0,1.0,0.29867916489135066,0.578860445912469,0.3940415964024733
val,ho_i,velocity_offset_-30kms,0.075,12,12,0,12,0,0,0,1348,3106,1074,1.0,1.0,1.0,0.3026493039964077,0.5565648224607762,0.39208842350203604
val,ngc_2366,angle_offset_+22.5deg,0.05,52,52,0,52,0,0,0,8658,22758,8384,1.0,1.0,1.0,0.2755920550038197,0.5080389625630795,0.3573403772338932
val,ngc_2366,angle_offset_+22.5deg,0.075,52,52,0,52,0,0,0,8536,21614,8506,1.0,1.0,1.0,0.28311774461028194,0.500880178382819,0.3617562298694694
val,ngc_2366,angle_offset_+45deg,0.05,52,52,0,52,0,0,0,10806,26492,5866,1.0,1.0,1.0,0.2897206284519277,0.6481525911708254,0.4004446914952751
val,ngc_2366,angle_offset_+45deg,0.075,52,52,0,52,0,0,0,10634,25276,6038,1.0,1.0,1.0,0.2961292119186856,0.6378358925143954,0.4044730135787912
val,ngc_2366,angle_offset_-22.5deg,0.05,52,52,0,52,0,0,0,10852,27576,4202,1.0,1.0,1.0,0.2823982512751119,0.7208715291616846,0.405818780150331
val,ngc_2366,angle_offset_-22.5deg,0.075,52,52,0,52,0,0,0,10738,26498,4316,1.0,1.0,1.0,0.2883768396175744,0.7132987910189983,0.4107095046854083
val,ngc_2366,angle_offset_-45deg,0.05,52,52,0,52,0,0,0,10518,27100,3312,1.0,1.0,1.0,0.2796001913977351,0.7605206073752712,0.40887886798320633
val,ngc_2366,angle_offset_-45deg,0.075,52,52,0,52,0,0,0,10410,26030,3420,1.0,1.0,1.0,0.2856750823271131,0.7527114967462039,0.414163517008156
val,ngc_2366,background_random_negative,0.05,208,10,198,10,56,0,142,1082,25356,484,0.15151515151515152,1.0,0.2631578947368421,0.04092593993494213,0.6909323116219668,0.07727467504642195
val,ngc_2366,background_random_negative,0.075,208,10,198,10,54,0,144,1054,24340,512,0.15625,1.0,0.2702702702702703,0.04150586752776246,0.6730523627075351,0.07818991097922848
val,ngc_2366,centered_positive__galaxy_major,0.05,52,52,0,52,0,0,0,11256,24396,2748,1.0,1.0,1.0,0.3157186132615281,0.803770351328192,0.4533591106814886
val,ngc_2366,centered_positive__galaxy_major,0.075,52,52,0,52,0,0,0,11180,23484,2824,1.0,1.0,1.0,0.32252480960073854,0.7983433304770066,0.4594394674118517
val,ngc_2366,centered_positive__galaxy_minor,0.05,52,52,0,52,0,0,0,9360,23340,7466,1.0,1.0,1.0,0.28623853211009176,0.5562819446095328,0.37798328150870253
val,ngc_2366,centered_positive__galaxy_minor,0.075,52,52,0,52,0,0,0,9168,22060,7658,1.0,1.0,1.0,0.2935826822082746,0.5448710329252348,0.3815707329254588
val,ngc_2366,centered_positive__shell_major,0.05,52,52,0,52,0,0,0,11032,24582,7950,1.0,1.0,1.0,0.3097658224293817,0.5811821725845537,0.40413217085500774
val,ngc_2366,centered_positive__shell_major,0.075,52,52,0,52,0,0,0,10890,23428,8092,1.0,1.0,1.0,0.31732618450958683,0.5737014013275735,0.40863039399624773
val,ngc_2366,centered_positive__shell_minor,0.05,52,52,0,52,0,0,0,10894,25218,3800,1.0,1.0,1.0,0.3016725742135578,0.7413910439635225,0.42884698657638864
val,ngc_2366,centered_positive__shell_minor,0.075,52,52,0,52,0,0,0,10748,24116,3946,1.0,1.0,1.0,0.30828361633776963,0.7314550156526474,0.4337543887969652
val,ngc_2366,fine_grid_deployment_like,0.05,190,12,178,12,44,0,134,1772,23800,772,0.21428571428571427,1.0,0.35294117647058826,0.06929454090411387,0.6965408805031447,0.12604922464077392
val,ngc_2366,fine_grid_deployment_like,0.075,190,12,178,12,44,0,134,1738,22788,806,0.21428571428571427,1.0,0.35294117647058826,0.07086357335072983,0.6831761006289309,0.12840783154783894
val,ngc_2366,random_nearby_grazing,0.05,104,104,0,104,0,0,0,14572,51114,12176,1.0,1.0,1.0,0.22184331516609324,0.5447883953940481,0.31529523768310364
val,ngc_2366,random_nearby_grazing,0.075,104,104,0,104,0,0,0,14382,48882,12366,1.0,1.0,1.0,0.2273330804248862,0.5376850605652759,0.319557392347687
val,ngc_2366,spatial_offset_16pix__shell_major,0.05,104,80,24,80,24,0,0,10210,49712,7424,0.7692307692307693,1.0,0.8695652173913044,0.1703881712893428,0.5789951230577294,0.26329362009386764
val,ngc_2366,spatial_offset_16pix__shell_major,0.075,104,80,24,80,24,0,0,10044,47512,7590,0.7692307692307693,1.0,0.8695652173913044,0.17450830495517408,0.5695814903028241,0.267163186593962
val,ngc_2366,spatial_offset_16pix__shell_minor,0.05,104,80,24,80,24,0,0,11562,56994,4236,0.7692307692307693,1.0,0.8695652173913044,0.16865044635042883,0.7318647930117737,0.2741304502453944
val,ngc_2366,spatial_offset_16pix__shell_minor,0.075,104,80,24,80,24,0,0,11418,54828,4380,0.7692307692307693,1.0,0.8695652173913044,0.17235757630649398,0.7227497151538169,0.2783384525376627
val,ngc_2366,spatial_offset_4pix__shell_major,0.05,104,104,0,104,0,0,0,18246,49474,14290,1.0,1.0,1.0,0.26943295924394567,0.5607941971969511,0.36398819023300355
val,ngc_2366,spatial_offset_4pix__shell_major,0.075,104,104,0,104,0,0,0,17922,47286,14614,1.0,1.0,1.0,0.2748435774751564,0.5508359970494222,0.36671304632509416
val,ngc_2366,spatial_offset_4pix__shell_minor,0.05,104,104,0,104,0,0,0,20242,49814,8476,1.0,1.0,1.0,0.2889402763503483,0.7048540984748242,0.40986494421608927
val,ngc_2366,spatial_offset_4pix__shell_minor,0.075,104,104,0,104,0,0,0,19980,47526,8738,1.0,1.0,1.0,0.29597369122744643,0.6957309004805349,0.415281010974393
val,ngc_2366,spatial_offset_8pix__shell_major,0.05,104,82,22,82,22,0,0,12162,50020,10702,0.7884615384615384,1.0,0.8817204301075269,0.19558714740600175,0.531927921623513,0.2860099240411072
val,ngc_2366,spatial_offset_8pix__shell_major,0.075,104,82,22,82,22,0,0,11928,47818,10936,0.7884615384615384,1.0,0.8817204301075269,0.199645164529843,0.5216934919524143,0.2887785982326595
val,ngc_2366,spatial_offset_8pix__shell_minor,0.05,104,100,4,100,4,0,0,16178,53102,7294,0.9615384615384616,1.0,0.9803921568627451,0.2335161662817552,0.6892467620995228,0.348844229774021
val,ngc_2366,spatial_offset_8pix__shell_minor,0.075,104,100,4,100,4,0,0,15940,50922,7532,0.9615384615384616,1.0,0.9803921568627451,0.238401483652897,0.679107021131561,0.3529125246308145
val,ngc_2366,velocity_offset_+15kms,0.05,52,52,0,52,0,0,0,10892,24870,8090,1.0,1.0,1.0,0.3045690956881606,0.5738067643030239,0.3979248867455794
val,ngc_2366,velocity_offset_+15kms,0.075,52,52,0,52,0,0,0,10736,23780,8246,1.0,1.0,1.0,0.3110441534360876,0.5655884522178907,0.40136079853452467
val,ngc_2366,velocity_offset_+30kms,0.05,52,52,0,52,0,0,0,10790,23796,8192,1.0,1.0,1.0,0.31197594402359335,0.5684332525550522,0.40285244922341695
val,ngc_2366,velocity_offset_+30kms,0.075,52,52,0,52,0,0,0,10636,22694,8346,1.0,1.0,1.0,0.3191119111911191,0.5603203034453693,0.40663710047407864
val,ngc_2366,velocity_offset_-15kms,0.05,52,52,0,52,0,0,0,10626,23562,8356,1.0,1.0,1.0,0.3108108108108108,0.5597934885681172,0.3996990784276847
val,ngc_2366,velocity_offset_-15kms,0.075,52,52,0,52,0,0,0,10498,22544,8484,1.0,1.0,1.0,0.3177168452272865,0.5530502581392899,0.40358296170998004
val,ngc_2366,velocity_offset_-30kms,0.05,52,52,0,52,0,0,0,10480,23132,8502,1.0,1.0,1.0,0.311793407116506,0.552101991360236,0.3985245465262197
val,ngc_2366,velocity_offset_-30kms,0.075,52,52,0,52,0,0,0,10360,22108,8622,1.0,1.0,1.0,0.3190834051989651,0.5457802128332104,0.40272108843537413
val,ngc_4449,angle_offset_+22.5deg,0.05,40,40,0,40,0,0,0,6096,13444,1824,1.0,1.0,1.0,0.3119754350051177,0.7696969696969697,0.4439912600145666
val,ngc_4449,angle_offset_+22.5deg,0.075,40,40,0,40,0,0,0,6058,12982,1862,1.0,1.0,1.0,0.318172268907563,0.7648989898989899,0.4494065281899109
val,ngc_4449,angle_offset_+45deg,0.05,40,40,0,38,0,2,0,7164,12734,2672,1.0,0.95,0.9743589743589743,0.36003618454115993,0.7283448556323708,0.48187260375327906
val,ngc_4449,angle_offset_+45deg,0.075,40,40,0,38,0,2,0,7084,12252,2752,1.0,0.95,0.9743589743589743,0.3663632602399669,0.7202114680764539,0.48567119155354455
val,ngc_4449,angle_offset_-22.5deg,0.05,40,40,0,40,0,0,0,5760,11652,1832,1.0,1.0,1.0,0.33080634045485874,0.7586933614330874,0.4607262837945928
val,ngc_4449,angle_offset_-22.5deg,0.075,40,40,0,40,0,0,0,5704,11200,1888,1.0,1.0,1.0,0.3374349266445812,0.7513171759747103,0.46570868713259317
val,ngc_4449,angle_offset_-45deg,0.05,40,40,0,40,0,0,0,5138,12304,1618,1.0,1.0,1.0,0.29457631005618623,0.7605091770278272,0.42466319530539715
val,ngc_4449,angle_offset_-45deg,0.075,40,40,0,40,0,0,0,5100,11914,1656,1.0,1.0,1.0,0.2997531444692606,0.7548845470692718,0.4291123264619269
val,ngc_4449,background_random_negative,0.05,160,12,148,12,116,0,32,388,19614,392,0.09375,1.0,0.17142857142857143,0.0193980601939806,0.49743589743589745,0.03734000577422769
val,ngc_4449,background_random_negative,0.075,160,12,148,12,110,0,38,382,18438,398,0.09836065573770492,1.0,0.1791044776119403,0.020297555791710945,0.4897435897435897,0.03897959183673469
val,ngc_4449,centered_positive__galaxy_major,0.05,40,40,0,38,0,2,0,5348,11290,1862,1.0,0.95,0.9743589743589743,0.32143286452698644,0.7417475728155339,0.44850721234485075
val,ngc_4449,centered_positive__galaxy_major,0.075,40,40,0,38,0,2,0,5282,10884,1928,1.0,0.95,0.9743589743589743,0.3267351230978597,0.7325936199722608,0.4519164955509925
val,ngc_4449,centered_positive__galaxy_minor,0.05,40,40,0,40,0,0,0,5642,9194,3568,1.0,1.0,1.0,0.38029118360744135,0.6125950054288817,0.46926723779422774
val,ngc_4449,centered_positive__galaxy_minor,0.075,40,40,0,40,0,0,0,5554,8810,3656,1.0,1.0,1.0,0.386661097187413,0.6030401737242128,0.4711970815304998
val,ngc_4449,centered_positive__shell_major,0.05,40,40,0,40,0,0,0,6214,9988,2256,1.0,1.0,1.0,0.3835328971731885,0.7336481700118064,0.5037289234760052
val,ngc_4449,centered_positive__shell_major,0.075,40,40,0,40,0,0,0,6150,9598,2320,1.0,1.0,1.0,0.3905257810515621,0.7260920897284534,0.5078866958460649
val,ngc_4449,centered_positive__shell_minor,0.05,40,40,0,38,0,2,0,4600,9860,2228,1.0,0.95,0.9743589743589743,0.318118948824343,0.6736965436438196,0.4321683577602405
val,ngc_4449,centered_positive__shell_minor,0.075,40,40,0,38,0,2,0,4550,9512,2278,1.0,0.95,0.9743589743589743,0.3235670601621391,0.666373755125952,0.43561512685495457
val,ngc_4449,fine_grid_deployment_like,0.05,190,20,170,20,120,0,50,1388,24508,982,0.14285714285714285,1.0,0.25,0.053599011430336733,0.5856540084388185,0.09820986344017549
val,ngc_4449,fine_grid_deployment_like,0.075,190,20,170,20,116,0,54,1364,23168,1006,0.14705882352941177,1.0,0.25641025641025644,0.055600847872166966,0.5755274261603376,0.1014050999925656
val,ngc_4449,random_nearby_grazing,0.05,80,80,0,80,0,0,0,8296,22454,3292,1.0,1.0,1.0,0.26978861788617886,0.7159130134622023,0.3918938069819075
val,ngc_4449,random_nearby_grazing,0.075,80,80,0,80,0,0,0,8176,21464,3412,1.0,1.0,1.0,0.27584345479082323,0.7055574732481877,0.39662365382749587
val,ngc_4449,spatial_offset_16pix__shell_major,0.05,80,38,42,38,38,0,4,4688,22514,2244,0.5,1.0,0.6666666666666666,0.17234026909786046,0.6762839007501442,0.27468213511454853
val,ngc_4449,spatial_offset_16pix__shell_major,0.075,80,38,42,38,38,0,4,4634,21630,2298,0.5,1.0,0.6666666666666666,0.17643923240938167,0.6684939411425274,0.27919026388721535
val,ngc_4449,spatial_offset_16pix__shell_minor,0.05,80,46,34,46,30,0,4,4884,22124,1848,0.6052631578947368,1.0,0.7540983606557378,0.18083530805687204,0.7254901960784313,0.28950800237107294
val,ngc_4449,spatial_offset_16pix__shell_minor,0.075,80,46,34,46,28,0,6,4836,21250,1896,0.6216216216216216,1.0,0.7666666666666667,0.18538679751590892,0.7183600713012478,0.2947163142178073
val,ngc_4449,spatial_offset_4pix__shell_major,0.05,80,80,0,80,0,0,0,11118,21540,3366,1.0,1.0,1.0,0.34043725886459675,0.7676056338028169,0.47168130329642366
val,ngc_4449,spatial_offset_4pix__shell_major,0.075,80,80,0,80,0,0,0,10996,20728,3488,1.0,1.0,1.0,0.3466145504980456,0.7591825462579398,0.47593490304709146
val,ngc_4449,spatial_offset_4pix__shell_minor,0.05,80,78,2,74,2,4,0,8828,19626,4168,0.9736842105263158,0.9487179487179487,0.9610389610389611,0.3102551486609967,0.6792859341335795,0.4259589867310012
val,ngc_4449,spatial_offset_4pix__shell_minor,0.075,80,78,2,74,2,4,0,8726,18892,4270,0.9736842105263158,0.9487179487179487,0.9610389610389611,0.3159533637482801,0.6714373653431825,0.42970404294085784
val,ngc_4449,spatial_offset_8pix__shell_major,0.05,80,66,14,66,14,0,0,7372,22120,2588,0.825,1.0,0.9041095890410958,0.24996609249966092,0.7401606425702811,0.3737199634999493
val,ngc_4449,spatial_offset_8pix__shell_major,0.075,80,66,14,66,14,0,0,7272,21256,2688,0.825,1.0,0.9041095890410958,0.25490745933819403,0.7301204819277108,0.37788401579713154
val,ngc_4449,spatial_offset_8pix__shell_minor,0.05,80,72,8,72,8,0,0,6818,20172,3726,0.9,1.0,0.9473684210526316,0.25261207854761025,0.6466236722306525,0.3632972771353973
val,ngc_4449,spatial_offset_8pix__shell_minor,0.075,80,72,8,72,8,0,0,6710,19420,3834,0.9,1.0,0.9473684210526316,0.2567929582854956,0.636380880121396,0.36592681463707255
val,ngc_4449,velocity_offset_+15kms,0.05,40,40,0,38,0,2,0,6058,9480,2412,1.0,0.95,0.9743589743589743,0.38988286780795467,0.7152302243211334,0.5046651116294567
val,ngc_4449,velocity_offset_+15kms,0.075,40,40,0,38,0,2,0,5980,9104,2490,1.0,0.95,0.9743589743589743,0.3964465658976399,0.706021251475797,0.5077693809968583
val,ngc_4449,velocity_offset_+30kms,0.05,40,40,0,38,0,2,0,5892,8522,2578,1.0,0.95,0.9743589743589743,0.40876925211599835,0.6956316410861866,0.5149449396958574
val,ngc_4449,velocity_offset_+30kms,0.075,40,40,0,38,0,2,0,5812,8212,2658,1.0,0.95,0.9743589743589743,0.41443240159726186,0.6861865407319953,0.5167600248955276
val,ngc_4449,velocity_offset_-15kms,0.05,40,40,0,40,0,0,0,6246,10422,2224,1.0,1.0,1.0,0.3747300215982721,0.7374262101534829,0.49693690826636966
val,ngc_4449,velocity_offset_-15kms,0.075,40,40,0,40,0,0,0,6166,10042,2304,1.0,1.0,1.0,0.3804294175715696,0.7279811097992916,0.49971634654348
val,ngc_4449,velocity_offset_-30kms,0.05,40,40,0,40,0,0,0,6184,10944,2286,1.0,1.0,1.0,0.36104624007473146,0.7301062573789846,0.4831627470896164
val,ngc_4449,velocity_offset_-30kms,0.075,40,40,0,40,0,0,0,6120,10534,2350,1.0,1.0,1.0,0.3674792842560346,0.7225501770956316,0.4871835694953034
val,ngc_4736,angle_offset_+22.5deg,0.05,48,48,0,48,0,0,0,2612,14926,1376,1.0,1.0,1.0,0.14893374387045274,0.6549648946840522,0.24268326674718946
val,ngc_4736,angle_offset_+22.5deg,0.075,48,48,0,48,0,0,0,2568,14464,1420,1.0,1.0,1.0,0.15077501174260216,0.6439317953861585,0.2443387250237869
val,ngc_4736,angle_offset_+45deg,0.05,48,48,0,46,0,2,0,3002,16358,1306,1.0,0.9583333333333334,0.9787234042553191,0.1550619834710744,0.6968430826369545,0.25367584924792974
val,ngc_4736,angle_offset_+45deg,0.075,48,48,0,46,0,2,0,2974,15792,1334,1.0,0.9583333333333334,0.9787234042553191,0.1584780986891186,0.6903435468895079,0.25777931871370374
val,ngc_4736,angle_offset_-22.5deg,0.05,48,48,0,48,0,0,0,2810,11260,2596,1.0,1.0,1.0,0.19971570717839374,0.5197928227894931,0.2885602793181351
val,ngc_4736,angle_offset_-22.5deg,0.075,48,48,0,48,0,0,0,2756,10752,2650,1.0,1.0,1.0,0.204027243115191,0.5098039215686274,0.2914243417574283
val,ngc_4736,angle_offset_-45deg,0.05,48,48,0,46,0,2,0,3034,12904,1780,1.0,0.9583333333333334,0.9787234042553191,0.19036265528924584,0.6302451184046531,0.29240555127216655
